,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Operating Revenue,2561,1918,2450,1896,1846,1408,1822,2434,1853,1180,Upgrade
1,Other Revenue,-,-,-,-,-,-,-2.3,-,-,-,Upgrade
2,Revenue,2561,1918,2450,1896,1846,1408,1819,2434,1853,1180,Upgrade
3,Revenue Growth (YoY),4.52%,1.16%,32.72%,34.67%,1.48%,-42.14%,-1.85%,106.18%,14.11%,-14.93%,Upgrade
4,Cost of Revenue,1230,1114,1595,1238,946.5,743.9,678.2,940.9,863.3,783.8,Upgrade
5,Gross Profit,1331,803.8,855.5,658.2,899.7,664.1,1141,1493,990.1,396.5,Upgrade
6,Other Operating Expenses,12.3,9.7,11.6,11.3,8.3,5.1,6,3.7,7.7,5.2,Upgrade
7,Operating Expenses,585.5,504.8,520.5,482.2,467.3,367,460.9,468.1,539.6,420.2,Upgrade
8,Operating Income,745.1,299,335,176,432.4,297.1,680.1,1025,450.5,-23.7,Upgrade
9,Interest Expense,-131.9,-179,-162,-162,-141.6,-133.1,-137.1,-156.4,-165.4,-207.3,Upgrade
10,Interest & Investment Income,8.6,13.6,20,4.3,11.6,3.4,4.7,0.7,0.7,1.2,Upgrade
11,Currency Exchange Gain (Loss),-,-,-,-,6.6,-,15.2,-,-35.1,-,Upgrade
12,Other Non Operating Income (Expenses),-56.1,9.5,-9.4,-8.7,-3,-3.9,-70.8,6.6,35.6,-5.8,Upgrade
13,EBT Excluding Unusual Items,565.7,143.1,183.6,9.6,306,163.5,492.1,875.4,286.3,-235.6,Upgrade
14,Merger & Restructuring Charges,-19.3,-,-1,-,-,-,-,-,8.1,-8.1,Upgrade
15,Gain (Loss) on Sale of Assets,-15.1,-,-2.6,-,-9,-,-,-,-2,-,Upgrade
16,Asset Writedown,-53,-,-,-,-,-,-,-,-,-,Upgrade
17,Other Unusual Items,-,-,-,-,-,-,136.3,-,3.7,-,Upgrade
18,Pretax Income,478.3,143.1,180,9.6,297,163.5,628.4,875.4,296.1,-243.7,Upgrade
19,Income Tax Expense,191.8,63.6,33,34.5,143.3,73.7,291.9,291.4,107.8,-61,Upgrade
20,Earnings From Continuing Operations,286.5,79.5,147,-24.9,153.7,89.8,336.5,584,188.3,-182.7,Upgrade
21,Net Income to Company,286.5,79.5,147,-24.9,153.7,89.8,336.5,584,188.3,-182.7,Upgrade
22,Minority Interest in Earnings,-145.7,-58.4,-79.2,-33.9,-60.8,-10.3,-69.5,-183.9,-95,24.7,Upgrade
23,Net Income,140.8,21.1,67.8,-58.8,92.9,79.5,267,400.1,93.3,-158,Upgrade
24,Net Income to Common,140.8,21.1,67.8,-58.8,92.9,79.5,267,400.1,93.3,-158,Upgrade
25,Net Income Growth,107.67%,-,-27.02%,-,-65.21%,-80.13%,186.17%,-,-,-,Upgrade
26,Shares Outstanding (Basic),11924,9199,9738,8643,8640,8639,8643,8142,8065,8055,Upgrade
27,Shares Outstanding (Diluted),12056,9279,9816,8643,8710,8684,8748,8226,8065,8055,Upgrade
28,Shares Change (YoY),22.83%,7.36%,12.69%,-0.47%,-0.44%,5.57%,8.47%,2.13%,0.13%,0.03%,Upgrade
29,EPS (Basic),0.01,0.00,0.01,-0.01,0.01,0.01,0.03,0.05,0.01,-0.02,Upgrade
30,EPS (Diluted),0.01,0.00,0.01,-0.01,0.01,0.01,0.03,0.05,0.01,-0.02,Upgrade
31,EPS Growth,68.53%,-,-34.60%,-,-65.32%,-81.07%,164.16%,-,-,-,Upgrade
32,Free Cash Flow,612.2,94.5,936.4,123.5,336.9,-69.3,947.6,1034,731.5,112.1,Upgrade
33,Free Cash Flow Per Share,0.05,0.01,0.10,0.01,0.04,-0.01,0.11,0.13,0.09,0.01,Upgrade
34,Operating Margin,29.09%,15.59%,13.67%,9.28%,23.42%,21.10%,37.38%,42.10%,24.31%,-2.01%,Upgrade
35,Profit Margin,5.50%,1.10%,2.77%,-3.10%,5.03%,5.65%,14.68%,16.44%,5.03%,-13.39%,Upgrade
36,Free Cash Flow Margin,23.90%,4.93%,38.22%,6.51%,18.25%,-4.92%,52.09%,42.50%,39.47%,9.50%,Upgrade
37,EBITDA,1283,766.9,819.3,621.9,859.3,648.2,1099,1479,933,383.2,Upgrade
38,D&A For EBITDA,537.8,467.9,484.3,445.9,426.9,351.1,419,454.1,482.5,406.9,Upgrade
39,EBIT,745.1,299,335,176,432.4,297.1,680.1,1025,450.5,-23.7,Upgrade
