,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2016,+7 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '16 Dec 31, 2016",+7 Quarters
0,Market Capitalization,3912,2689,2606,3317,4563,3151,2639,3000,2393,2402,2825,2373,2722,-,-,-,-,-,-,-,-,Upgrade
1,Market Cap Growth,-14.65%,-14.65%,-1.27%,10.58%,90.64%,31.18%,-6.57%,26.42%,-12.08%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,3257,2082,2054,2744,3984,2565,2058,2300,1739,1731,2132,1617,1966,-,-,-,-,-,-,-,-,Upgrade
3,Last Close Price,29.08,19.99,19.37,24.50,33.70,23.27,19.49,22.16,17.34,17.40,20.46,16.91,19.40,-,-,-,-,-,-,-,-,Upgrade
4,PE Ratio,60.51,41.37,36.79,42.55,48.89,29.94,24.22,27.92,22.38,27.41,34.56,33.24,41.06,-,-,-,-,-,-,-,-,Upgrade
5,Forward PE,-,19.99,19.37,19.42,28.44,18.74,15.14,18.47,16.82,19.59,-,-,-,-,-,-,-,-,-,-,-,Upgrade
6,PS Ratio,9.58,6.55,6.28,7.79,10.48,6.99,5.93,7.29,6.01,6.27,7.76,6.68,7.96,-,-,-,-,-,-,-,-,Upgrade
7,PB Ratio,3.45,2.37,2.32,2.95,4.10,2.88,2.46,2.86,2.21,2.29,2.76,2.28,2.69,-,-,-,-,-,-,-,-,Upgrade
8,P/TBV Ratio,2.49,2.49,2.44,3.10,4.31,3.04,2.59,3.03,2.34,2.43,2.92,2.42,2.85,-,-,-,-,-,-,-,-,Upgrade
9,P/FCF Ratio,45.09,31.00,72.06,-,-,-,-,-,60.33,-149.01,-101.90,-,-,-,-,-,-,-,-,-,-,Upgrade
10,P/OCF Ratio,22.49,22.49,36.31,-,204.77,-,27.81,24.04,18.11,22.88,25.25,25.77,36.03,-,-,-,-,-,-,-,-,Upgrade
11,EV/Sales Ratio,7.93,5.07,4.95,6.44,9.15,5.69,4.63,5.59,4.37,4.52,5.86,4.55,5.75,-,-,-,-,-,-,-,-,Upgrade
12,EV/EBITDA Ratio,35.62,25.41,24.61,30.28,38.45,22.91,18.20,21.33,16.17,19.71,24.79,19.36,24.94,-,-,-,-,-,-,-,-,Upgrade
13,EV/EBIT Ratio,59.26,37.89,34.11,38.78,45.53,25.77,20.39,23.46,17.75,22.03,27.79,21.76,28.26,-,-,-,-,-,-,-,-,Upgrade
14,EV/FCF Ratio,37.54,24.00,56.79,-,-,-,-,-,43.82,-107.42,-76.91,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Debt / Equity Ratio,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.07,-,0.06,0.06,0.06,-,-,-,Upgrade
16,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.85,-,0.24,0.30,-,-,-,-,Upgrade
17,Debt / FCF Ratio,-,-,-,-,-,-,-,-,0.00,-0.01,-0.01,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Asset Turnover,0.31,0.35,0.34,0.35,0.34,0.40,0.37,0.40,0.34,0.30,0.36,0.38,-,-,-,-,-,-,-,0.76,Upgrade,
19,Inventory Turnover,3.61,3.85,4.36,3.82,3.27,3.39,4.93,5.21,5.82,5.37,6.41,7.13,7.70,-,-,-,-,-,-,-,6.58,Upgrade
20,Quick Ratio,7.66,7.66,8.21,10.95,7.35,5.68,6.09,5.77,4.66,7.04,9.90,11.17,9.79,11.09,-,-,5.01,5.01,-,-,5.58,Upgrade
21,Current Ratio,8.47,8.47,9.12,12.36,8.51,6.51,6.67,6.37,4.94,7.61,10.38,11.63,10.33,11.68,-,-,5.65,5.65,-,-,6.38,Upgrade
22,Return on Equity (ROE),4.42%,6.53%,3.91%,8.41%,6.74%,9.61%,9.89%,13.19%,8.52%,9.28%,10.07%,6.27%,-,-,21.23%,-,-,-,-,16.02%,Upgrade,
23,Return on Assets (ROA),2.46%,2.16%,2.07%,4.62%,3.61%,4.46%,5.54%,7.16%,4.17%,4.08%,6.05%,3.37%,-,-,-,-,-,-,-,8.23%,Upgrade,
24,Return on Capital (ROIC),2.68%,2.32%,2.23%,5.08%,4.00%,4.94%,6.28%,8.09%,4.54%,4.37%,6.49%,3.63%,-,-,13.25%,-,-,-,-,9.12%,Upgrade,
25,Return on Capital Employed (ROCE),4.80%,4.80%,5.31%,6.23%,7.78%,9.07%,9.36%,9.33%,9.04%,7.50%,7.48%,7.14%,6.86%,6.71%,-,-,18.80%,16.43%,-,-,18.82%,Upgrade
26,Earnings Yield,1.66%,2.42%,2.72%,2.35%,2.05%,3.34%,4.13%,3.58%,4.47%,3.65%,2.89%,3.01%,2.44%,-,-,-,-,-,-,-,-,Upgrade
27,FCF Yield,2.22%,3.23%,1.39%,-1.05%,-1.04%,-0.27%,0.23%,0.65%,1.66%,-0.67%,-0.98%,-1.41%,-1.39%,-,-,-,-,-,-,-,-,Upgrade
28,Dividend Yield,0.48%,-,-,-,0.45%,-,-,-,2.66%,-,-,-,1.52%,-,-,-,-,-,-,-,-,Upgrade
29,Payout Ratio,31.04%,-,109.88%,-,-,-,12.49%,223.75%,-,-,166.17%,-,2.34%,4.20%,3.37%,1.70%,1.77%,0.98%,13.86%,13.86%,-,Upgrade
30,Buyback Yield / Dilution,-1.77%,0.53%,3.38%,-3.98%,-6.65%,-0.20%,-0.76%,3.21%,3.84%,-37.08%,-29.71%,-35.72%,-34.30%,-0.45%,-1.20%,1.21%,1.55%,0.82%,-97.34%,-97.34%,-99.31%,Upgrade
31,Total Shareholder Return,-1.29%,0.53%,3.38%,-3.98%,-6.21%,-0.20%,-0.76%,3.21%,6.50%,-37.08%,-29.71%,-35.72%,-32.78%,-0.45%,-1.20%,1.21%,1.55%,0.82%,-97.34%,-97.34%,-99.31%,Upgrade
