,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,37.49,38.09,31.41,29.89,31.64,43.61,21.12,44.02,31.08,56.11
1,Short-Term Investments,-,2.04,-,2.26,-,1.89,-,2.14,-,27.88
2,Trading Asset Securities,2.33,3.64,3.13,3.11,-,-,17.78,3.02,18.46,-
3,Cash & Short-Term Investments,39.81,43.77,34.53,35.26,31.64,45.51,38.89,49.19,49.54,83.99
4,Cash Growth,15.30%,24.14%,9.13%,-22.52%,-18.65%,-7.49%,-21.49%,-41.44%,-2.58%,295.37%
5,Accounts Receivable,16.16,14.57,5.27,0.86,1.29,1.37,0.17,1.83,14.88,34.07
6,Receivables,16.16,19.02,5.27,4.6,1.29,1.37,0.17,1.83,14.88,34.07
7,Inventory,1.11,1.27,1.85,1.6,2.42,4.22,4.22,4.16,2.97,1.71
8,Prepaid Expenses,-,-,-,-,-,1.15,-,1.92,-,0.4
9,Other Current Assets,29.12,8.78,14.08,4.41,12.01,4.42,10.55,5.09,22.86,15.54
10,Total Current Assets,86.2,72.83,55.73,45.88,47.37,56.67,53.82,62.19,90.25,135.7
11,"Property, Plant & Equipment",118.63,130.68,133.2,140.06,139.63,154.04,170.02,183.89,192.24,183.79
12,Long-Term Investments,0,0.01,0.01,0.01,5.07,3.18,16.34,12.05,4,4
13,Goodwill,-,-,-,-,0.05,0.05,-,0.05,12.53,12.53
14,Other Intangible Assets,0.29,0.33,0.35,0.4,0.4,0.48,0.56,0.62,1.12,0.56
15,Long-Term Deferred Tax Assets,4.61,4.9,7.45,7.58,7.96,8.29,12.07,10.26,2.51,0.01
16,Other Long-Term Assets,15,15,16.82,16.82,17.78,17.78,20.59,20.59,20.54,20.54
17,Total Assets,224.73,223.75,213.56,210.75,218.26,240.49,273.4,289.65,323.18,357.12
18,Accounts Payable,9.86,7.93,3.6,1.26,0.49,0.81,0.79,0.78,1.91,10.51
19,Accrued Expenses,-,4.97,-,4.21,-,6.49,-,4.71,-,4.37
20,Short-Term Debt,10,10,10,10,10,10,10,10,0.23,0.22
21,Current Portion of Long-Term Debt,12.77,14.9,17.14,17.5,16.86,18.57,16.13,19.01,5.3,5.04
22,Current Portion of Leases,0.95,1.05,0.41,1.15,1.09,1.35,0.3,1.41,1.49,1.53
23,Current Income Taxes Payable,0.58,0.58,0.55,0.59,1.64,1.64,1.58,1.59,1.06,9.53
24,Current Unearned Revenue,24.15,3.7,16.51,1,-,0.12,-,0.27,-,3.21
25,Other Current Liabilities,-,8.36,-,8.58,12.65,8.7,9.71,3.42,7.67,5.05
26,Total Current Liabilities,58.31,51.49,48.21,44.28,42.72,47.67,38.51,41.19,17.66,39.45
27,Long-Term Debt,27.96,31.22,29.31,31.6,30,33.45,36.69,38.17,54.2,54.16
28,Long-Term Leases,0.99,1.28,2.21,2.02,2.72,3.15,4.05,4.48,5.08,5.9
29,Long-Term Deferred Tax Liabilities,4.52,4.71,4.46,4.55,4.52,4.61,4.81,4.59,4.56,4.96
30,Total Liabilities,91.77,88.7,84.2,82.45,79.96,88.87,84.06,88.42,81.5,104.47
31,Common Stock,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8
32,Additional Paid-In Capital,91.12,91.12,91.12,91.12,91.12,91.12,91.12,91.12,91.12,91.12
33,Retained Earnings,-30.89,-35.48,-41.69,-44.41,-29.01,-25.4,3.26,15.19,46.63,60.48
34,Comprehensive Income & Other,61.73,68.39,69.19,70.84,65.41,75.1,84.19,84.04,92.96,90.05
35,Total Common Equity,130.76,132.83,127.41,126.35,136.32,149.62,187.36,199.15,239.5,250.45
36,Minority Interest,2.2,2.23,1.95,1.95,1.98,2,1.98,2.08,2.18,2.2
37,Shareholders' Equity,132.96,135.05,129.37,128.3,138.31,151.62,189.34,201.23,241.68,252.65
38,Total Liabilities & Equity,224.73,223.75,213.56,210.75,218.26,240.49,273.4,289.65,323.18,357.12
39,Total Debt,52.66,58.45,59.07,62.27,60.67,66.51,67.17,73.06,66.3,66.86
40,Net Cash (Debt),-12.85,-14.68,-24.54,-27.01,-29.03,-21.01,-28.28,-23.87,-16.76,17.14
41,Net Cash Per Share,-0.01,-0.01,-0.02,-0.03,-0.03,-0.02,-0.03,-0.02,-0.02,0.02
42,Filing Date Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
43,Total Common Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
44,Working Capital,27.89,21.34,7.52,1.6,4.64,9,15.31,21,72.59,96.25
45,Book Value Per Share,0.13,0.13,0.13,0.13,0.14,0.15,0.19,0.20,0.24,0.25
46,Tangible Book Value,130.47,132.5,127.06,125.96,135.86,149.09,186.81,198.48,225.86,237.36
47,Tangible Book Value Per Share,0.13,0.13,0.13,0.13,0.14,0.15,0.19,0.20,0.23,0.24
48,Land,-,153.45,-,155.82,-,165.68,-,184,-,185.99
49,Machinery,-,3.08,-,2.71,-,2.54,-,2.46,-,3.36
50,Leasehold Improvements,-,0.93,-,0.93,-,0.93,-,0.93,-,0.93
