,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+4 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+4 Quarters
0,Market Capitalization,7123,5278,4052,3267,4741,8141,6420,7998,8016,9297,8185,6918,6479,8642,7175,8371,7235,13749,11645,-,-,Upgrade
1,Market Cap Growth,-35.16%,-35.16%,-36.88%,-59.16%,-40.85%,-12.44%,-21.56%,15.61%,23.73%,7.58%,14.08%,-17.35%,-10.45%,-37.15%,-38.39%,-,-,-,-,-,-,Upgrade
2,Enterprise Value,7036,5350,4046,3251,4626,8025,6253,7825,7813,9093,7904,6554,5854,8017,6481,7529,6324,12838,11657,-,-,Upgrade
3,Last Close Price,42.46,33.11,25.42,20.49,29.71,51.01,40.23,49.96,50.02,58.01,51.08,42.91,40.11,53.50,44.42,51.83,44.79,85.13,72.10,-,-,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,169.52,-,355.29,-,71.60,-,64.28,58.27,68.61,63.47,128.43,135.32,-,-,Upgrade
5,Forward PE,114.76,-,12.16,10.70,15.08,30.78,22.13,30.24,33.87,39.33,37.25,34.05,29.74,42.70,38.51,36.84,36.47,77.54,-,-,-,Upgrade
6,PS Ratio,44.73,34.89,28.13,18.45,15.58,24.57,12.34,13.69,15.79,19.41,17.26,15.89,13.83,18.16,14.78,17.66,16.90,32.49,34.86,-,-,Upgrade
7,PB Ratio,4.08,3.10,2.49,1.91,2.73,4.63,3.53,4.42,4.56,5.23,4.66,3.94,3.65,4.75,4.13,4.83,4.40,8.36,7.42,-,-,Upgrade
8,P/TBV Ratio,3.26,3.26,2.67,2.12,3.04,5.17,3.89,4.87,5.04,5.79,5.15,4.37,4.04,5.25,4.60,5.38,4.51,8.59,7.64,-,-,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-36.54,-,-,-,-34.56,-,-,-,-74.60,-,-,-,-219.75,-,-,-,Upgrade
10,P/OCF Ratio,-,-,-,-,-,-95.17,-,62.48,-,226.36,403.59,-,-,110.52,-,-,-,199.01,-,-,-,Upgrade
11,EV/Sales Ratio,46.50,35.36,28.08,18.37,15.20,24.22,12.02,13.40,15.39,18.99,16.67,15.05,12.50,16.85,13.35,15.89,14.77,30.33,34.90,-,-,Upgrade
12,EV/EBITDA Ratio,-,-,-,-,-,-,78.53,108.88,-,193.14,-,61.64,-,55.69,43.34,47.72,44.15,91.42,106.28,-,-,Upgrade
13,EV/EBIT Ratio,-,-,-,-,-,-,-,262.66,-,537.69,-,80.05,-,66.58,-,56.12,-,103.72,124.12,-,-,Upgrade
14,EV/FCF Ratio,-,-,-,-,-,-36.02,-,-,-,-33.80,-,-,-,-69.20,-,-,-,-205.19,-,-,-,Upgrade
15,Debt / Equity Ratio,0.12,0.12,0.23,0.22,0.23,0.23,0.24,0.10,0.11,0.12,0.13,0.11,0.11,0.11,0.12,0.12,0.12,0.07,0.08,0.15,0.18,Upgrade
16,Debt / EBITDA Ratio,-,-,-,-,-,-,477.75,0.79,-,1.50,-,1.54,-,0.65,11.99,0.88,19.14,0.35,2.59,0.49,-,Upgrade
17,Debt / FCF Ratio,-,-,-,-,-,-1.81,-,-,-,-0.76,-,-,-,-1.81,-,-,-,-1.91,-,-,-,Upgrade
18,Asset Turnover,0.11,0.01,0.10,0.02,0.08,0.06,0.30,0.06,0.38,0.17,0.20,0.02,0.40,0.11,0.27,0.04,0.49,0.15,0.49,0.07,Upgrade,
19,Inventory Turnover,0.34,0.77,0.08,0.36,0.10,0.53,0.19,1.42,0.35,1.94,0.86,0.86,0.12,2.03,0.52,1.41,0.25,2.64,0.65,0.89,0.19,Upgrade
20,Quick Ratio,2.27,2.27,2.35,2.26,2.20,2.07,2.18,1.91,1.82,1.85,2.28,2.58,3.95,3.10,4.11,4.12,5.21,4.42,5.13,1.81,1.82,Upgrade
21,Current Ratio,3.26,3.26,3.43,3.15,3.07,2.72,2.84,2.38,2.42,2.33,2.90,3.17,4.74,3.48,4.86,4.75,5.72,4.84,5.91,2.52,2.52,Upgrade
22,Return on Equity (ROE),-34.32%,-20.28%,-4.96%,-5.10%,-13.61%,-3.92%,11.39%,-4.72%,4.14%,-0.24%,5.16%,-2.76%,18.71%,0.82%,11.16%,0.22%,17.90%,0.84%,29.15%,-4.65%,Upgrade,
23,Return on Assets (ROA),-10.28%,-2.37%,-4.13%,-2.45%,-8.98%,-1.06%,4.43%,-2.31%,2.06%,-1.29%,2.33%,-1.38%,7.79%,-0.20%,5.60%,-0.39%,9.67%,1.28%,12.18%,-1.34%,Upgrade,
24,Return on Capital (ROIC),-12.54%,-2.89%,-5.07%,-3.07%,-11.49%,-1.35%,5.70%,-3.02%,2.64%,-1.60%,2.76%,-1.65%,9.48%,-0.24%,6.66%,-0.47%,11.53%,1.57%,16.53%,-1.84%,Upgrade,
25,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,1.52%,-,0.87%,-,4.23%,-,5.95%,-,6.83%,-,6.91%,5.47%,13.96%,-,Upgrade
26,Earnings Yield,-3.76%,-5.07%,-4.82%,-3.99%,-1.24%,-0.69%,0.43%,0.59%,0.24%,0.28%,1.14%,1.40%,1.87%,1.56%,1.72%,1.46%,1.58%,0.78%,0.74%,-,-,Upgrade
27,FCF Yield,-,-4.56%,-5.53%,-3.80%,-2.74%,-1.94%,-1.14%,-2.08%,-2.89%,-4.00%,-5.13%,-5.04%,-1.34%,-0.93%,-1.10%,-1.01%,-0.46%,-1.07%,-,-,Upgrade,
28,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,0.48%,-,-,-,-,-,-,-,Upgrade
29,Payout Ratio,0.00%,-,-,-,-,-,-,3.68%,-,1.46%,-,21.18%,-,-,76.58%,5.27%,206.12%,-,2004.07%,2.52%,-,Upgrade
30,Buyback Yield / Dilution,-21.69%,10.26%,-551.05%,-1.11%,3.21%,-15.13%,83.53%,-4.43%,-1.54%,3.75%,6.32%,18.52%,-22.43%,1.09%,5.04%,-55.32%,-7.41%,-36.97%,-35.03%,1.03%,-1.76%,Upgrade
31,Total Shareholder Return,-21.69%,10.26%,-551.05%,-1.11%,3.21%,-15.13%,83.53%,-4.43%,-1.54%,3.75%,6.32%,18.52%,-22.43%,1.57%,5.04%,-55.32%,-7.41%,-36.97%,-35.03%,1.03%,-1.76%,Upgrade
