,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,47037,102795,115819,123828,148972,128678,100983,94636,110771,86226,68157,88118,65109,52758,68769,24703,42739,18828,8172,18741,Upgrade
1,Cash & Short-Term Investments,47037,102795,115819,123828,148972,128678,100983,94636,110771,86226,68157,88118,65109,52758,68769,24703,42739,18828,8172,18741,Upgrade
2,Cash Growth,-68.43%,-20.11%,14.69%,30.85%,34.49%,49.23%,48.16%,7.40%,70.13%,63.44%,-0.89%,256.71%,52.34%,180.22%,741.56%,31.81%,-15.61%,-80.57%,-83.89%,-75.95%,Upgrade
3,Accounts Receivable,199082,168643,107097,137360,132376,108781,129164,115150,132095,139796,115515,140465,132211,129145,126262,167467,118641,111177,97960,83858,Upgrade
4,Other Receivables,92019,67183,75852,51951,76203,80661,71347,152036,76765,73526,97180,55832,103998,237933,119652,231535,21099,128994,22165,95745,Upgrade
5,Receivables,291101,235827,182949,189310,222074,202938,214007,267186,208860,230123,235395,227697,269609,407377,285814,447802,186140,274149,166525,228503,Upgrade
6,Inventory,1726958,1746638,1697981,1710042,1701137,1700493,1720444,1721256,1715706,1643994,1765985,1775609,1738095,1828157,1801809,1788319,1837834,2276858,2112911,2062369,Upgrade
7,Prepaid Expenses,3024,2648,1480,17475,2103,22928,2695,5449,4346,13989,5913,2537,2052,6182,6017,6728,8615,18670,20237,21181,Upgrade
8,Other Current Assets,158021,105019,152017,145273,144855,160987,161879,143647,135822,142220,141034,220785,191976,205607,220136,239295,308106,159418,258707,169275,Upgrade
9,Total Current Assets,2226141,2192926,2150247,2185929,2219142,2216024,2200007,2232172,2175505,2116551,2216484,2314746,2266843,2500081,2382545,2506847,2383435,2747923,2566552,2500070,Upgrade
10,"Property, Plant & Equipment",646343,678804,691314,722533,736189,727428,750531,751608,778360,807664,817848,726820,707949,664432,669554,672178,657092,1052968,1049383,1497390,Upgrade
11,Long-Term Investments,61942,61942,62442,62442,62442,62793,62043,62529,62654,61453,61673,61673,61673,55569,52424,52424,68774,65522,68896,69316,Upgrade
12,Goodwill,-,-,-,-,-,-,-,-,-,-,1500,-,-,-,-,-,-,-,-,-,Upgrade
13,Other Intangible Assets,454321,455608,459001,458362,459681,456468,462518,459159,465214,466054,467364,468406,469708,471099,474103,475776,474011,38029,38029,38057,Upgrade
14,Long-Term Accounts Receivable,8015,20015,20015,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Long-Term Deferred Tax Assets,11619,11619,11619,11619,11619,13595,13595,14305,14305,20143,20640,17663,17663,21108,19698,21114,21114,17380,20850,18545,Upgrade
16,Other Long-Term Assets,641898,642702,650194,665675,661111,675112,661636,691361,679139,719573,713712,722491,681218,804262,794291,798580,807766,440596,430587,74636,Upgrade
17,Total Assets,4050279,4063616,4044833,4106561,4150184,4151420,4150329,4211135,4175177,4191438,4299371,4311800,4205054,4516551,4392615,4526919,4412192,4362417,4174296,4198014,Upgrade
18,Accounts Payable,388064,303368,116933,313245,110695,320156,121789,290927,139094,366133,153606,306544,135214,374941,114314,519086,118597,183743,112198,103377,Upgrade
19,Accrued Expenses,216947,251327,103148,217025,113047,286850,92267,276640,75692,248332,76142,362657,126406,430757,97605,412259,65091,214480,48685,166824,Upgrade
20,Short-Term Debt,334356,302764,359793,230100,313542,251217,336475,309422,299792,320414,390328,365514,417576,328938,553364,468890,309929,235218,375228,214098,Upgrade
21,Current Portion of Long-Term Debt,164647,120424,20867,120367,55315,171954,110676,158508,191547,60000,149999,71009,127462,160880,91356,88500,232982,257908,261182,370000,Upgrade
22,Current Income Taxes Payable,41082,20327,25677,65511,44844,55665,35164,49760,42765,62595,30662,52903,33921,30756,13415,73560,40981,23122,17216,12906,Upgrade
23,Current Unearned Revenue,236511,233516,232079,221887,221295,236812,241388,221796,236294,330399,367201,487655,403509,588976,660133,500932,603736,1088756,1072363,978200,Upgrade
24,Other Current Liabilities,30861,158061,512696,209511,608625,243399,568428,241490,603841,11848,693536,203081,539177,178478,492103,6050,627696,8844,195065,75093,Upgrade
25,Total Current Liabilities,1412468,1389786,1371192,1377646,1467364,1566052,1506187,1548544,1589025,1399720,1861475,1849365,1783264,2093726,2022290,2069277,1999011,2012072,2081938,1920498,Upgrade
26,Long-Term Debt,136691,170796,183771,207717,197717,170667,230638,229644,183477,184013,101031,177957,167512,217567,229067,285423,285423,182431,60000,160000,Upgrade
27,Long-Term Unearned Revenue,143648,144248,144248,144248,152850,144623,153225,153225,153225,155808,154478,178947,154478,170508,154478,169715,154478,168565,167679,265164,Upgrade
