,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Oct '21 Oct 1, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,457.66,366.23,340.38,316.91,356.25,278.7,315.39,315.91,407.61,395.6,323.44,354.43,354.43,288,288,237.82,237.82,158.24,158.24
1,Other Revenue,-45.38,45.38,-,63.86,-25.14,25.14,-,53.94,-26.83,26.83,-,21.34,21.34,-,-,-2.71,-2.71,2.71,2.71
2,Revenue,412.29,411.61,340.38,380.77,331.11,303.83,315.39,369.84,380.78,422.44,323.44,375.76,375.76,288,288,235.11,235.11,160.95,160.95
3,Revenue Growth (YoY),24.52%,35.47%,7.92%,2.95%,-13.04%,-28.08%,-2.49%,-1.58%,1.33%,46.68%,12.30%,59.83%,59.83%,78.93%,78.93%,-,-,-,-
4,Cost of Revenue,344.29,359.21,298.4,345.06,283.84,270.66,260.85,297.53,292.31,347.75,270.28,282.81,282.81,263.55,263.55,181.38,181.38,128.63,128.63
5,Gross Profit,67.99,52.4,41.97,35.71,47.27,33.18,54.54,72.31,88.47,74.69,53.16,92.95,92.95,24.45,24.45,53.73,53.73,32.32,32.32
6,"Selling, General & Admin",21.57,20.28,19.63,21.67,20.58,20.62,16.8,17.17,21.51,15.76,12.44,27.73,27.73,-,-,10.85,10.85,10.48,10.48
7,Research & Development,18.07,19.71,19.02,20.2,16.49,16.29,14.86,19.3,19.15,18.75,14.29,28.75,28.75,-,-,11.16,11.16,7.09,7.09
8,Other Operating Expenses,-17.48,-2.97,1.23,0.42,-0.08,0.06,0.69,8.09,-0.82,-2.49,0.43,2.09,2.09,-,-,-1.97,-1.97,0.32,0.32
