,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,8696,8493,10446,9336,8431,8902,9357,6121,7357,9252,7581,6739,6407,7320,7595,5177,6243,6943,5698,5459,Upgrade
1,Long-Term Investments,19.77,405.02,18.6,440.95,35.31,528.27,107.27,536.26,115.36,624.16,128.34,827.33,490.02,550.6,349.82,388.42,35.93,759.68,750.46,746.81,Upgrade
2,Trading Asset Securities,586.66,656.98,724.44,1193,1085,1031,983.29,719.34,969.57,1532,952.35,2007,1188,697.07,481.24,572.92,104.05,795.88,1270,1302,Upgrade
3,Loans & Lease Receivables,4.66,17960,135.07,20057,223.51,18262,310.92,19807,389.89,25784,448.29,39855,588.36,48876,638.08,56041,837.28,58846,994.83,61026,Upgrade
4,Other Receivables,43744,37487,46787,39218,48334,40363,49268,37105,47660,29292,50027,24083,50594,18705,48440,15419,48237,11504,41846,8931,Upgrade
5,"Property, Plant & Equipment",6868,7019,6890,7161,7034,7376,6942,7353,5608,5713,5197,5583,5907,5756,6953,7319,7311,7979,5771,4916,Upgrade
6,Other Intangible Assets,62.68,52.6,53.89,57.28,32.26,21.91,19.18,17.84,14.84,13.28,14.82,15.21,13.4,13.78,15.17,15.39,15.99,14.98,14.7,15.77,Upgrade
7,Other Current Assets,1262,175.94,983.6,142.22,983.11,237.99,985.27,248.71,923.19,220.38,1101,174.03,1083,1749,853.02,132.46,861.86,182.58,701.28,305.68,Upgrade
8,Long-Term Deferred Tax Assets,1735,1683,1921,1856,1756,1681,1597,1677,1499,1423,1490,1578,1459,1404,1441,1541,1410,1200,1069,1007,Upgrade
9,Long-Term Deferred Charges,8.37,-,11.6,-,23.59,-,34.08,-,43.18,-,55.64,-,66.39,-,76.41,-,78.07,-,85.53,-,Upgrade
10,Other Long-Term Assets,47649,38308,50775,42892,55786,49606,57312,50197,53835,41395,45710,33288,42493,24569,40606,21015,43440,16862,40020,13688,Upgrade
11,Total Assets,110638,113082,118746,123351,123724,128799,126916,124514,118415,116192,112705,114741,110289,110900,107448,108141,108574,106411,99444,99047,Upgrade
12,Accounts Payable,4264,1282,3998,1508,3649,1559,4535,2048,5158,1039,5791,1881,6206,1782,5342,1192,4602,513.13,541.01,727.87,Upgrade
13,Accrued Expenses,253.55,335.5,171.11,569.81,380.77,530.69,255.74,670.03,317.37,1186,188.55,550.95,309.23,999.46,171.08,1039,245.14,930.59,88.22,913.43,Upgrade
14,Short-Term Debt,4160,43.52,5425,5.72,5597,6.19,8201,76.17,7820,108.45,7386,231.25,7193,223.48,6049,359.91,7625,224.41,4420,98.81,Upgrade
15,Current Portion of Long-Term Debt,-,41578,-,47400,-,50853,42032,49532,40957,48250,40616,49147,-,41773,-,40553,-,44566,-,39725,Upgrade
16,Current Portion of Leases,-,17.05,-,18.35,-,20.87,-,23.86,-,59,-,59.43,-,58.87,-,61.45,-,58.28,-,50.17,Upgrade
17,Long-Term Debt,38029,40030,43286,43750,45498,45090,43792,41797,37549,36215,32625,32944,31798,36395,34328,35637,35087,31466,27907,29290,Upgrade
18,Long-Term Leases,11.46,10.56,11.27,12.95,17.55,13.2,16.82,20.01,22.15,51.22,58.46,66.43,75.94,84.5,96.14,110.34,122.64,130.93,142.5,138.87,Upgrade
19,Long-Term Unearned Revenue,-,317.48,-,360.89,59.15,400.31,95.42,566.83,67.54,403.38,38.26,435.45,47.77,500.05,27.98,592.92,62.43,662.28,1.34,666.49,Upgrade
20,Current Income Taxes Payable,376.23,289.34,670.26,568.11,461.42,349.45,670.33,679.52,400.14,311.89,703.17,743.75,543.64,329.15,528.17,663.9,456.76,323.74,599.31,494.85,Upgrade
21,Other Current Liabilities,38176,3864,39657,3349,42007,4538,1484,4319,2394,5082,1587,4767,38465,4748,35370,4208,36056,4143,41574,3990,Upgrade
22,Long-Term Deferred Tax Liabilities,20.46,17.4,15.39,13.15,18.69,18.14,15.17,13.36,15.59,15,17.18,16.3,20.58,18.72,19.52,18.3,7.41,9.94,9.65,10.81,Upgrade
23,Other Long-Term Liabilities,4777,4633,5275,5104,5700,5479,6191,5729,5710,5341,5988,6097,8033,6909,8977,7566,8712,7634,8661,7467,Upgrade
24,Total Liabilities,90069,92889,98509,103106,103387,109336,107288,105687,100411,98322,95000,97122,92692,94191,90909,92288,92977,91043,83958,83757,Upgrade
25,Common Stock,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,Upgrade
26,Additional Paid-In Capital,2466,-,2471,2458,2472,-,2485,2458,2491,-,2491,2458,2498,2493,2498,2458,2502,-,2502,2458,Upgrade
27,Retained Earnings,6749,6337,6333,5937,5972,5607,5738,5341,4974,4954,4852,4476,4516,4194,4012,3672,3706,3516,3596,3282,Upgrade
28,Comprehensive Income & Other,3065,5566,3144,3566,3610,5573,3124,2748,2265,4641,2088,2367,2270,1712,1720,1437,1118,3585,1125,1298,Upgrade
29,Total Common Equity,20514,20138,20183,20196,20289,19416,19583,18782,17965,17830,17666,17536,17519,16634,16465,15802,15562,15336,15458,15273,Upgrade
30,Minority Interest,55.11,54.31,53.45,49.44,47.91,47.1,45.18,44.28,39.8,39.45,39.23,83.68,77.91,74.53,73.73,51.73,35.32,31.29,27.45,16.66,Upgrade
31,Shareholders' Equity,20569,20193,20237,20245,20337,19463,19628,18827,18004,17870,17705,17620,17597,16709,16539,15854,15597,15367,15486,15290,Upgrade
32,Total Liabilities & Equity,110638,113082,118746,123351,123724,128799,126916,124514,118415,116192,112705,114741,110289,110900,107448,108141,108574,106411,99444,99047,Upgrade
33,Total Debt,42201,81679,48723,91187,51112,95983,94042,91449,86348,84683,80686,82448,39067,78535,40473,76721,42836,76446,32470,69303,Upgrade
34,Net Cash (Debt),-32919,-72529,-37552,-80458,-41596,-86050,-83702,-84608,-78022,-73599,-72153,-73702,-31472,-69918,-32397,-70972,-36488,-68082,-24279,-61388,Upgrade
35,Net Cash Per Share,-3.17,-9.41,-4.29,-11.54,-4.38,-10.96,-9.71,-12.86,-7.89,-8.79,-8.91,-10.40,-3.35,-9.46,-3.57,-8.56,-4.46,-8.30,-2.94,-7.78,Upgrade
36,Filing Date Shares Outstanding,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,Upgrade
37,Total Common Shares Outstanding,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,8235,Upgrade
38,Working Capital,7064,17734,9155,17079,6963,11250,3726,7172,252.39,10727,3837,15887,7143,28322,10547,29500,7298,28455,4497,32491,Upgrade
39,Book Value Per Share,2.49,2.45,2.45,2.45,2.46,2.36,2.38,2.28,2.18,2.17,2.15,2.13,2.13,2.02,2.00,1.92,1.89,1.72,1.88,1.85,Upgrade
40,Tangible Book Value,20451,20086,20130,20139,20256,19394,19563,18765,17950,17817,17651,17521,17505,16620,16450,15787,15546,15321,15443,15257,Upgrade
41,Tangible Book Value Per Share,2.48,2.44,2.44,2.45,2.46,2.35,2.38,2.28,2.18,2.16,2.14,2.13,2.13,2.02,2.00,1.92,1.89,1.71,1.88,1.85,Upgrade
