,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,7165,8400,5847,8647,6753,8071,7494,7741,7000,6012,7000,6671,8482,8812,11282,10953,11694,9800,12353,11365,13835,Upgrade
1,Market Cap Growth,4.08%,4.08%,-21.98%,11.70%,-3.53%,34.25%,7.06%,16.05%,-17.48%,-31.78%,-37.96%,-39.10%,-27.46%,-10.08%,-8.67%,-3.62%,-15.48%,-32.77%,-16.67%,-,-,Upgrade
2,PE Ratio,4.40,5.02,3.70,5.41,4.17,5.00,4.75,4.64,4.32,3.81,4.29,3.96,5.23,5.71,8.43,8.41,9.24,7.86,9.48,8.08,9.77,Upgrade
3,PS Ratio,1.81,2.06,1.35,1.89,1.40,1.78,1.58,1.70,1.57,1.45,1.69,1.53,2.08,2.73,3.16,3.26,3.70,2.62,4.00,3.35,4.21,Upgrade
4,PB Ratio,0.32,0.37,0.27,0.39,0.30,0.37,0.36,0.35,0.33,0.30,0.33,0.30,0.39,0.41,0.56,0.56,0.62,0.55,0.73,0.67,0.81,Upgrade
5,P/FCF Ratio,0.39,0.46,0.30,0.64,0.78,44.39,-,-0.98,-,-,-1.64,-0.81,-,-,-,-2.58,-1.60,-,-,-1.20,-,Upgrade
6,P/OCF Ratio,0.45,0.45,0.30,0.63,0.77,29.25,-,-1.30,-,-,-1.83,-0.89,-,-,-,-3.98,-2.89,-,-,-1.55,-,Upgrade
7,Debt / Equity Ratio,2.05,2.05,4.04,2.41,4.50,2.51,4.93,4.79,4.86,4.80,4.74,4.56,4.68,2.22,4.70,2.45,4.84,2.75,4.97,2.10,4.53,Upgrade
8,Debt / FCF Ratio,2.54,2.54,4.52,3.90,11.65,301.72,-,-13.66,-,-,-23.25,-12.03,-,-,-,-11.33,-12.44,-,-,-3.75,-,Upgrade
9,Quick Ratio,1.12,1.12,1.35,1.16,1.30,1.11,1.18,1.05,1.11,0.99,1.18,1.05,1.26,1.11,1.52,1.20,1.60,1.13,1.54,1.08,1.69,Upgrade
10,Current Ratio,1.15,1.15,1.37,1.18,1.32,1.13,1.19,1.07,1.12,1.00,1.19,1.07,1.28,1.14,1.56,1.22,1.61,1.15,1.56,1.10,1.70,Upgrade
11,Asset Turnover,0.11,0.01,0.06,-,0.11,0.01,0.06,-,0.12,0.00,0.06,-,0.12,0.00,0.06,-,0.13,-,0.06,-,Upgrade,
12,Return on Equity (ROE),8.72%,7.38%,8.68%,7.75%,8.17%,7.69%,8.99%,8.46%,8.44%,8.09%,9.18%,8.58%,8.17%,7.74%,8.97%,7.47%,5.20%,7.53%,8.60%,8.38%,Upgrade,
13,Return on Assets (ROA),1.59%,1.29%,1.45%,1.27%,1.29%,1.18%,1.37%,1.28%,1.29%,1.26%,1.43%,1.34%,1.27%,1.18%,1.35%,1.08%,0.75%,1.13%,1.33%,1.34%,Upgrade,
14,Earnings Yield,23.35%,21.72%,29.57%,20.21%,26.19%,21.29%,22.69%,22.99%,24.73%,27.90%,24.97%,26.93%,20.44%,18.21%,12.57%,12.43%,11.33%,13.31%,11.00%,12.85%,10.65%,Upgrade
15,Earnings Yield,23.35%,21.72%,29.57%,20.21%,26.19%,21.29%,22.69%,22.99%,24.73%,27.90%,24.97%,26.93%,20.44%,18.21%,12.57%,12.43%,11.33%,13.31%,11.00%,12.85%,10.65%,Upgrade
16,FCF Yield,257.06%,219.26%,332.05%,156.48%,127.72%,2.25%,-121.75%,-101.64%,-117.18%,-103.44%,-60.95%,-124.21%,-63.75%,-0.08%,-2.64%,-38.71%,-62.64%,-115.00%,-96.39%,-83.50%,-83.15%,Upgrade
17,Dividend Yield,10.49%,-,13.63%,-,13.62%,-,15.03%,-,16.89%,-,13.20%,-,13.25%,-,8.42%,-,6.84%,-,9.59%,-,10.37%,Upgrade
18,Payout Ratio,53.99%,87.12%,-,19.78%,105.85%,121.87%,1.91%,13.98%,85.59%,69.51%,2.02%,18.22%,105.60%,36.36%,1.14%,14.78%,106.53%,180.61%,0.00%,15.18%,128.27%,Upgrade
19,Buyback Yield / Dilution,-3.94%,-9.38%,1.78%,-1.62%,-5.94%,3.95%,6.25%,-6.46%,7.13%,-5.38%,-13.23%,10.77%,14.54%,-14.73%,9.84%,-9.76%,-5.00%,4.80%,-25.06%,-5.69%,-30.21%,Upgrade
20,Total Shareholder Return,6.56%,-9.38%,15.41%,-1.62%,7.68%,3.95%,21.28%,-6.46%,24.02%,-5.38%,-0.03%,10.77%,27.79%,-14.73%,18.26%,-9.76%,1.84%,4.80%,-15.47%,-5.69%,-19.84%,Upgrade
