,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,264.89,321.92,414.58,475.93,482.73,449.55,414.66,269.2,332.1,-,Upgrade
1,Revenue Growth (YoY),-36.11%,-32.36%,-14.12%,5.87%,16.41%,66.99%,24.86%,-,16.76%,-,Upgrade
2,Cost of Revenue,226.38,273.56,342.75,329.66,412.13,389.44,350.81,241.98,294.59,-,Upgrade
3,Gross Profit,38.51,48.36,71.83,146.26,70.6,60.11,63.86,27.22,37.51,-,Upgrade
4,"Selling, General & Admin",166.44,99.89,341.28,232.58,177.58,171.2,185.28,211.5,219.78,-,Upgrade
5,Operating Expenses,167.99,99.25,344.34,231.25,177.97,172.4,190.44,213.35,216.49,-,Upgrade
6,Operating Income,-129.48,-50.89,-272.51,-84.99,-107.36,-112.29,-126.59,-186.13,-178.98,-,Upgrade
7,Interest Expense,-14.52,-17.13,-18.21,-16.18,-12.2,-11.87,-12.91,-14.29,-14.93,-,Upgrade
8,Interest & Investment Income,-,6.84,-,2.13,-,5.95,-,5.63,-,-,Upgrade
9,Earnings From Equity Investments,-,-0.01,-0,-0,-0,-6.64,-17.74,-2.83,-7.72,-,Upgrade
10,Other Non Operating Income (Expenses),10.15,6.52,36.7,15.3,4.88,-66.22,55.52,33.88,84.94,-,Upgrade
11,EBT Excluding Unusual Items,-133.85,-54.68,-254.02,-83.74,-114.68,-191.06,-101.72,-163.75,-116.7,-,Upgrade
12,Impairment of Goodwill,-,-44.75,-,-,-,-16.17,-,-305.12,-,-,Upgrade
13,Gain (Loss) on Sale of Investments,21.68,3.75,-12.07,-16.65,-7.85,-174.93,-16.39,-,-,-,Upgrade
14,Gain (Loss) on Sale of Assets,-,2.46,-,-,-,-,-,-,-,-,Upgrade
15,Asset Writedown,-,-108.26,-,14.27,-,-216.3,-,-,-,-,Upgrade
16,Other Unusual Items,-1.12,-0.44,-2.49,-5.7,-4.73,-57.78,-3.95,-15.54,-,-,Upgrade
17,Pretax Income,-113.3,-201.92,-268.57,-91.82,-127.26,-656.25,-122.07,-484.41,-116.7,-,Upgrade
18,Income Tax Expense,1.71,2.17,3.11,-3.01,-0.81,2.51,-0.28,-0.42,0.19,-,Upgrade
19,Earnings From Continuing Operations,-115.01,-204.09,-271.68,-88.81,-126.45,-658.76,-121.79,-483.99,-116.89,-,Upgrade
20,Earnings From Discontinued Operations,-,-,-,-,-,-,-,5.45,-19.77,-,Upgrade
21,Net Income to Company,-115.01,-204.09,-271.68,-88.81,-126.45,-658.76,-121.79,-478.55,-136.66,-,Upgrade
22,Minority Interest in Earnings,5.58,7.08,74.13,0.95,8,40.55,18,7.24,9.43,-,Upgrade
23,Net Income,-109.43,-197.01,-197.56,-87.86,-118.46,-618.21,-103.8,-471.3,-127.22,-,Upgrade
24,Net Income to Common,-109.43,-197.01,-197.56,-87.86,-118.46,-618.21,-103.8,-471.3,-127.22,-,Upgrade
25,Shares Outstanding (Basic),7941,7285,5352,5290,4442,4293,4049,3663,3663,-,Upgrade
26,Shares Outstanding (Diluted),7941,7285,5352,5290,4442,4293,4049,3663,3663,-,Upgrade
27,Shares Change (YoY),48.37%,37.72%,20.50%,23.22%,9.70%,17.21%,10.54%,-,26.01%,-,Upgrade
28,EPS (Basic),-0.01,-0.03,-0.04,-0.02,-0.03,-0.14,-0.03,-0.13,-0.03,-,Upgrade
29,EPS (Diluted),-0.01,-0.03,-0.04,-0.02,-0.03,-0.14,-0.03,-0.13,-0.03,-,Upgrade
30,Free Cash Flow,-144.33,-105.93,-33.75,-30.21,-39.13,-70.21,-51.33,-24.05,-85.71,-,Upgrade
31,Free Cash Flow Per Share,-0.02,-0.01,-0.01,-0.01,-0.01,-0.02,-0.01,-0.01,-0.02,-,Upgrade
32,Operating Margin,-48.88%,-15.81%,-65.73%,-17.86%,-22.24%,-24.98%,-30.53%,-69.14%,-53.89%,-,Upgrade
33,Profit Margin,-41.31%,-61.20%,-47.65%,-18.46%,-24.54%,-137.52%,-25.03%,-175.07%,-38.31%,-,Upgrade
34,Free Cash Flow Margin,-54.49%,-32.91%,-8.14%,-6.35%,-8.11%,-15.62%,-12.38%,-8.93%,-25.81%,-,Upgrade
35,EBITDA,-118.64,-168.07,-109.84,-82.65,-70.27,-103.55,-96.34,-163.63,-111.08,-,Upgrade
36,D&A For EBITDA,10.84,-117.18,162.67,2.34,37.09,8.74,30.25,22.5,67.9,10.39,Upgrade
37,EBIT,-129.48,-50.89,-272.51,-84.99,-107.36,-112.29,-126.59,-186.13,-178.98,-,Upgrade
