,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,286.62,464.04,366.88,36.48,160.7,130.46,345.75,113.9,207.76,325.43,Upgrade
1,Short-Term Investments,2.55,0.67,0.66,0.68,3.71,5.36,3.34,2.75,5.15,5.31,Upgrade
2,Cash & Short-Term Investments,289.18,464.71,367.54,37.16,164.41,135.81,349.08,116.65,212.91,330.74,Upgrade
3,Cash Growth,-21.32%,1150.63%,123.56%,-72.64%,-52.90%,16.43%,63.96%,-64.73%,-22.45%,319.04%,Upgrade
4,Accounts Receivable,36.88,45.31,76.42,47.68,89.64,89.56,77.94,58.6,41.49,59.85,Upgrade
5,Other Receivables,29.62,25.46,21.63,37.14,48.49,39.56,84.62,66.7,60.57,14.56,Upgrade
6,Receivables,66.5,70.77,98.05,84.81,138.13,138.87,162.56,149.68,102.06,125.85,Upgrade
7,Inventory,14.3,-,-,-,-,-,-,-,30.88,22.97,Upgrade
8,Prepaid Expenses,23.55,13.43,28.34,27.38,28.51,21.05,25.24,20.03,110.67,51.69,Upgrade
9,Other Current Assets,242.05,171.82,117.61,117.07,-,117.3,-,-,-,-,Upgrade
10,Total Current Assets,635.58,720.73,611.55,266.42,331.04,413.02,536.88,286.36,456.51,531.25,Upgrade
11,"Property, Plant & Equipment",82.72,111.27,138.29,133.21,161.65,140.11,151.1,163.89,183.85,204.75,Upgrade
12,Long-Term Investments,157.15,60.13,59.42,71.41,89.07,104.95,339,265.15,83.03,79.98,Upgrade
13,Goodwill,249.66,249.45,294.23,294.34,294.06,293.88,309.88,310.05,810.77,810.53,Upgrade
14,Other Intangible Assets,94.87,91.4,97.2,227.87,238.4,240.12,450.12,426.98,494.22,535.51,Upgrade
