,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,3830,2394,2214,1484,1494,2035,2771,2372,2896,1601,2419,Upgrade
1,Market Cap Growth,61.34%,61.34%,48.23%,-27.08%,-46.09%,-14.21%,-4.34%,48.09%,19.72%,-56.18%,-12.13%,Upgrade
2,Enterprise Value,3828,2213,2134,1806,1643,2074,2876,2638,3156,1760,2692,Upgrade
3,Last Close Price,0.48,0.30,0.30,0.24,0.34,0.47,0.64,0.58,0.85,0.47,0.71,Upgrade
4,PS Ratio,6.04,4.08,3.01,1.67,1.56,2.18,3.21,3.47,4.82,4.82,-,Upgrade
5,PB Ratio,5.57,4.61,4.36,3.14,5.10,5.55,5.42,2.06,3.56,1.20,1.64,Upgrade
6,P/TBV Ratio,6.99,6.99,6.70,6.22,-,-,53.41,7.54,27.74,-,30.05,Upgrade
7,EV/Sales Ratio,6.52,3.77,2.90,2.03,1.71,2.22,3.33,3.86,5.25,5.30,-,Upgrade
8,EV/FCF Ratio,-15.30,-,-,-,-,-,-,-,-,-,-,Upgrade
9,Debt / Equity Ratio,0.88,0.88,0.88,0.94,1.51,1.08,0.72,0.33,0.51,0.33,0.30,Upgrade
10,Earnings Yield,-8.00%,-12.80%,-17.82%,-19.24%,-13.81%,-36.21%,-26.06%,-24.25%,-20.66%,-7.94%,-,Upgrade
11,FCF Yield,-6.53%,-10.45%,-6.31%,-4.31%,-4.64%,-5.37%,-4.39%,-3.18%,-3.79%,-5.35%,-,Upgrade
12,Buyback Yield / Dilution,-38.83%,-48.37%,-37.72%,-20.50%,-23.22%,-9.70%,-17.21%,-10.54%,-,-26.01%,-,Upgrade
13,Total Shareholder Return,-38.83%,-48.37%,-37.72%,-20.50%,-23.22%,-9.70%,-17.21%,-10.54%,-,-26.01%,-,Upgrade
