,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Revenue,140.05,107.27,127.56,-,10.79,-,4.47,3.57,8.65,32,Upgrade
1,Revenue Growth (YoY),9.79%,-,1081.98%,-,141.49%,-,-48.35%,-88.85%,-88.82%,-69.32%,Upgrade
2,Cost of Revenue,138.04,105.94,126.07,-,9.03,-,2.96,1.65,6.18,27.99,Upgrade
3,Gross Profit,2.01,1.34,1.49,-,1.77,-,1.51,1.92,2.47,4.01,Upgrade
4,"Selling, General & Admin",8.23,7.13,7.69,-,15.37,-,2.4,2.88,4.69,6.87,Upgrade
5,Other Operating Expenses,0.1,1.08,-1.08,-,4.29,-,-0.03,-0.44,-,1.62,Upgrade
6,Operating Expenses,8.33,8.21,6.61,-,19.66,-,2.37,2.44,4.69,8.49,Upgrade
7,Operating Income,-6.33,-6.87,-5.12,-,-17.89,-,-0.86,-0.52,-2.22,-4.48,Upgrade
8,Interest Expense,-0.03,-0.03,-0.08,-,-0.12,-,-0.09,-0.07,-0.09,-0.13,Upgrade
9,Interest & Investment Income,-,0.03,-,-,-,-,-,0.01,-,-,Upgrade
10,Currency Exchange Gain (Loss),-,0.27,-,-,-,-,-0,0.84,-,-0.46,Upgrade
11,Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-1.14,1.14,0.99,Upgrade
12,EBT Excluding Unusual Items,-6.35,-6.59,-5.2,-,-18.01,-,-0.95,-0.88,-1.17,-4.08,Upgrade
13,Gain (Loss) on Sale of Assets,-,-0,57.41,-,-1.18,-,-,0.14,-,0.23,Upgrade
14,Asset Writedown,-,-,-,-,-,-,-,-,-,-0.21,Upgrade
15,Other Unusual Items,-,-,-,-,-,-,-,-0.21,-,-0.87,Upgrade
16,Pretax Income,-6.35,-6.6,52.22,-,-19.2,-,-0.95,-0.95,-1.17,-4.93,Upgrade
17,Income Tax Expense,0.26,0.23,0.37,-,-0.87,-,0,-0.07,0.04,-0.08,Upgrade
18,Earnings From Continuing Operations,-6.61,-6.82,51.84,-,-18.33,-,-0.95,-0.88,-1.21,-4.85,Upgrade
19,Earnings From Discontinued Operations,-,-,-,-,-0.1,-,0.76,-,-,-,Upgrade
20,Net Income to Company,-6.61,-6.82,51.84,-,-18.43,-,-0.19,-0.88,-1.21,-4.85,Upgrade
21,Minority Interest in Earnings,-0.22,0.01,0.62,-,0.68,-,-0.3,-0.31,-0.13,-0.25,Upgrade
22,Net Income,-6.83,-6.82,52.46,-,-17.76,-,-0.49,-1.18,-1.34,-5.1,Upgrade
23,Net Income to Common,-6.83,-6.82,52.46,-,-17.76,-,-0.49,-1.18,-1.34,-5.1,Upgrade
24,Shares Outstanding (Basic),1327,1327,1327,-,1327,-,1327,1327,1327,1327,Upgrade
25,Shares Outstanding (Diluted),1327,1327,1327,-,1327,-,1327,1327,1327,1327,Upgrade
26,Shares Change (YoY),-,-,-,-,-,-,-,-,-,0.02%,Upgrade
27,EPS (Basic),-0.01,-0.01,0.04,-,-0.01,-,-0.00,-0.00,-0.00,-0.00,Upgrade
28,EPS (Diluted),-0.01,-0.01,0.04,-,-0.01,-,-0.00,-0.00,-0.00,-0.00,Upgrade
29,Free Cash Flow,-,-7.38,-2.57,-,5.05,-,3.76,3.19,-2.55,7.26,Upgrade
30,Free Cash Flow Per Share,-,-0.01,-0.00,-,0.00,-,0.00,0.00,-0.00,0.01,Upgrade
31,Operating Margin,-4.52%,-6.41%,-4.01%,-,-165.78%,-,-19.27%,-14.52%,-25.67%,-14.00%,Upgrade
32,Profit Margin,-4.87%,-6.35%,41.12%,-,-164.53%,-,-10.90%,-33.19%,-15.49%,-15.93%,Upgrade
33,Free Cash Flow Margin,-,-6.87%,-2.02%,-,46.83%,-,84.14%,89.51%,-29.44%,22.69%,Upgrade
34,EBITDA,-6.25,-6.78,-5.07,-,-11.42,-,0,0.19,-1.28,-3.98,Upgrade
35,D&A For EBITDA,0.07,0.1,0.05,5.73,6.47,6.13,0.86,0.71,0.94,0.5,Upgrade
36,EBIT,-6.33,-6.87,-5.12,-,-17.89,-,-0.86,-0.52,-2.22,-4.48,Upgrade
