,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,114.96,161.5,81.13,74.44,110.79,173.16,110.11,24.3,74.81,226.87,48.68,218.72,155.84,87.88,231.26,440.76,279.05,263.18,189.23,66.53,Upgrade
1,Other Revenue,-2.17,2.17,-,8.02,-2,2,-,15.85,-4.71,4.71,-,15.97,-7.11,7.11,-,15.1,-7.27,7.27,-,9.31,Upgrade
2,Revenue,112.79,163.68,81.13,82.46,108.8,175.16,110.11,40.14,70.1,231.58,48.68,234.69,148.73,94.99,231.26,455.86,271.79,270.45,189.23,75.84,Upgrade
3,Revenue Growth (YoY),3.67%,-6.56%,-26.32%,105.42%,55.20%,-24.36%,126.20%,-82.89%,-52.87%,143.80%,-78.95%,-48.52%,-45.28%,-64.88%,22.21%,501.09%,379.56%,89.08%,585.63%,-61.88%,Upgrade
4,Cost of Revenue,60.64,95.4,54.19,81.46,43.31,109.69,75.33,57.27,63.84,173.05,38.35,198.74,101.68,71.77,161.12,365.14,192.68,216.65,132.85,256.52,Upgrade
5,Gross Profit,52.15,68.27,26.94,1,65.49,65.47,34.79,-17.13,6.26,58.53,10.33,35.95,47.05,23.21,70.14,90.72,79.11,53.8,56.38,-180.68,Upgrade
6,"Selling, General & Admin",24.07,29.9,25.47,41.9,26.77,28.69,33.39,54.23,50.11,43.68,39.11,58.87,66.08,55.44,56.72,63.62,35.33,34.03,25.36,46.28,Upgrade
7,Research & Development,10.76,12.01,9.83,18.29,13.18,14.88,19.42,25.67,20.31,22.63,19.12,27.45,24.87,28.77,24.24,23.21,14.89,17.82,6.44,20.76,Upgrade
8,Other Operating Expenses,-0.03,-0.56,-1.84,2.79,-7.12,-0.12,-0.63,11.13,-7.88,-2.26,-1.74,6.22,-0.76,-4.25,1.01,8.4,-0.7,-1.99,-1.15,1.06,Upgrade
9,Operating Expenses,49.85,52.4,15.52,63.36,48.34,46.38,64.43,110.48,61.78,62.81,52.06,114.2,92.18,83.18,88.12,101.62,49.5,38.57,35.01,67.49,Upgrade
10,Operating Income,2.3,15.87,11.42,-62.36,17.15,19.08,-29.64,-127.61,-55.52,-4.28,-41.73,-78.25,-45.13,-59.96,-17.98,-10.9,29.6,15.23,21.37,-248.18,Upgrade
11,Interest Expense,-1.22,-0.23,-0.92,-1.36,-3.05,-3.48,-4.31,-6.44,-2.01,-4.46,-3.46,-9.48,-3.5,-5.28,-4.63,-5.94,-2.29,-2.52,-2.47,-2.76,Upgrade
12,Interest & Investment Income,0.02,0.03,0.03,30.78,-,187.19,0.06,0.38,0.08,-,0.08,0.08,0.08,0.04,0.1,0.15,0.21,0.02,0.1,16.05,Upgrade
13,Earnings From Equity Investments,-,0.67,-0.67,-,-,0.25,-0.25,-,-,-,-,-,-,-,-,0.13,0.04,-0.18,-,-0.1,Upgrade
14,Currency Exchange Gain (Loss),-0.3,0.3,-,0.01,0.02,-0.02,-,0.02,-0.04,0.04,-,0.17,0,-0,-,0.69,0.23,-0.23,-,0.28,Upgrade
15,Other Non Operating Income (Expenses),12.81,-13.13,0.21,-2.29,-1.38,-0.31,-0.87,2.76,-1.96,-0.09,-1.58,8.34,-10.26,0.78,-1.07,2.4,-1.85,-3.84,-0.63,-0.62,Upgrade
16,EBT Excluding Unusual Items,13.61,3.51,10.07,-35.21,12.75,202.71,-35.01,-130.88,-59.44,-8.79,-46.69,-79.15,-58.8,-64.43,-23.59,-13.47,25.94,8.48,18.37,-235.33,Upgrade
17,Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,-571.88,-,-,-,-,-,-,-,-381.72,Upgrade
18,Gain (Loss) on Sale of Investments,0.59,-0.86,-,-0.04,-,0.02,0.04,-127.01,0.51,-0.36,-0.64,113.15,0.08,0.02,-0.52,-0.27,-,-,-,-,Upgrade
19,Gain (Loss) on Sale of Assets,0,-,0,0.47,0.12,0.16,0.02,0.01,0.04,0.44,0.01,14.59,-4.12,0.76,0.01,0.1,0.02,0.08,-0,0.19,Upgrade
20,Asset Writedown,-10.18,2.21,-2.21,5.98,-12.03,0.13,-0.13,5.2,-10.82,2.4,-2.4,5.23,-5.23,-5.68,5.68,4.13,-4.13,0.64,-0.64,-16.39,Upgrade
21,Legal Settlements,-,-,-,-0.1,-,-,-,-0.64,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Other Unusual Items,-0.38,0.83,0.13,4.63,1.11,-1.11,-,12.07,0.89,-1.35,-,4.13,2.08,-2.08,-,4.7,2.36,-2.36,-,-3.81,Upgrade
23,Pretax Income,3.66,5.69,7.99,-24.27,1.95,201.92,-35.08,-241.25,-69.01,-7.47,-49.73,-513.93,-65.99,-71.4,-18.42,-4.81,24.19,6.84,17.74,-637.05,Upgrade
24,Income Tax Expense,1.14,2.67,0.76,-10.86,0.35,3.41,-5.25,-31.64,-6.5,-5.19,-0.58,-6.7,-3.47,-1.96,-0.93,0.34,3.48,2.57,-0.38,-30.03,Upgrade
25,Earnings From Continuing Operations,2.52,3.01,7.23,-13.41,1.6,198.51,-29.84,-209.61,-62.51,-2.28,-49.15,-507.23,-62.52,-69.44,-17.49,-5.14,20.72,4.27,18.12,-607.02,Upgrade
26,Minority Interest in Earnings,-,-,-,1.85,-,1.59,2.37,6.99,2.51,1.52,3.15,0.44,1.68,0.85,-0.55,-0.24,-2.69,0.71,0.49,0.89,Upgrade
27,Net Income,2.52,3.01,7.23,-11.56,1.6,200.1,-27.47,-202.62,-60,-0.76,-45.99,-506.79,-60.85,-68.59,-18.04,-5.38,18.03,4.98,18.61,-606.12,Upgrade
28,Net Income to Common,2.52,3.01,7.23,-11.56,1.6,200.1,-27.47,-202.62,-60,-0.76,-45.99,-506.79,-60.85,-68.59,-18.04,-5.38,18.03,4.98,18.61,-606.12,Upgrade
29,Net Income Growth,57.43%,-98.49%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
30,Shares Outstanding (Basic),354,271,241,277,290,301,275,291,281,297,287,287,288,277,301,249,342,214,310,235,Upgrade
31,Shares Outstanding (Diluted),354,271,241,277,290,301,275,291,281,297,287,287,288,277,301,249,342,214,310,235,Upgrade
32,Shares Change (YoY),21.95%,-9.84%,-12.33%,-4.85%,3.22%,1.26%,-4.44%,1.30%,-2.41%,7.25%,-4.39%,15.32%,-15.66%,29.31%,-3.07%,5.98%,18.40%,-25.44%,8.74%,-14.55%,Upgrade
33,EPS (Basic),0.01,0.01,0.03,-0.04,0.01,0.67,-0.10,-0.70,-0.21,-0.00,-0.16,-1.76,-0.21,-0.25,-0.06,-0.02,0.05,0.02,0.06,-2.58,Upgrade
34,EPS (Diluted),0.01,0.01,0.03,-0.04,0.01,0.67,-0.10,-0.70,-0.21,-0.00,-0.16,-1.76,-0.21,-0.25,-0.06,-0.02,0.05,0.02,0.06,-2.58,Upgrade
35,EPS Growth,29.09%,-98.33%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
36,Free Cash Flow,35.45,-17.32,13.6,-30.72,42.5,-90.99,19.01,6.48,8.34,-15.77,-28.28,-8.33,-9.19,-64.2,-23.95,21.83,-36.54,100.92,75.37,-48.03,Upgrade
37,Free Cash Flow Per Share,0.10,-0.06,0.06,-0.11,0.15,-0.30,0.07,0.02,0.03,-0.05,-0.10,-0.03,-0.03,-0.23,-0.08,0.09,-0.11,0.47,0.24,-0.20,Upgrade
38,Gross Margin,46.24%,41.71%,33.21%,1.21%,60.20%,37.38%,31.59%,-42.67%,8.93%,25.28%,21.22%,15.32%,31.64%,24.44%,30.33%,19.90%,29.11%,19.89%,29.79%,-238.24%,Upgrade
39,Operating Margin,2.04%,9.70%,14.08%,-75.62%,15.76%,10.89%,-26.92%,-317.87%,-79.19%,-1.85%,-85.73%,-33.34%,-30.34%,-63.12%,-7.77%,-2.39%,10.89%,5.63%,11.29%,-327.24%,Upgrade
40,Profit Margin,2.23%,1.84%,8.91%,-14.02%,1.47%,114.24%,-24.95%,-504.74%,-85.59%,-0.33%,-94.48%,-215.94%,-40.91%,-72.21%,-7.80%,-1.18%,6.63%,1.84%,9.84%,-799.22%,Upgrade
41,Free Cash Flow Margin,31.43%,-10.58%,16.76%,-37.25%,39.06%,-51.95%,17.26%,16.15%,11.89%,-6.81%,-58.10%,-3.55%,-6.18%,-67.59%,-10.36%,4.79%,-13.44%,37.32%,39.83%,-63.33%,Upgrade
42,EBITDA,4.74,18.8,13.86,-59.92,22.44,22.27,-24.35,-122.31,-49.27,-0.74,-35.48,-72,-38.54,-52.68,-11.39,-4.31,35.23,20.45,27,-242.55,Upgrade
43,EBITDA Margin,4.20%,11.48%,17.09%,-72.66%,20.63%,12.71%,-22.11%,-,-70.28%,-0.32%,-72.89%,-30.68%,-25.91%,-55.46%,-4.92%,-0.95%,12.96%,7.56%,14.27%,-,Upgrade
44,D&A For EBITDA,2.44,2.92,2.44,2.44,5.29,3.19,5.29,5.29,6.25,3.54,6.25,6.25,6.59,7.28,6.59,6.59,5.63,5.22,5.63,5.63,Upgrade
45,EBIT,2.3,15.87,11.42,-62.36,17.15,19.08,-29.64,-127.61,-55.52,-4.28,-41.73,-78.25,-45.13,-59.96,-17.98,-10.9,29.6,15.23,21.37,-248.18,Upgrade
46,EBIT Margin,2.04%,9.70%,14.08%,-75.62%,15.76%,10.89%,-26.92%,-,-79.19%,-1.85%,-85.73%,-33.34%,-30.34%,-63.12%,-7.77%,-2.39%,10.89%,5.63%,11.29%,-,Upgrade
47,Effective Tax Rate,31.15%,47.00%,9.56%,-,17.98%,1.69%,-,-,-,-,-,-,-,-,-,-,14.37%,37.59%,-,-,Upgrade
48,Revenue as Reported,112.79,163.68,81.13,82.46,108.8,175.16,110.11,40.14,70.1,231.58,48.68,234.69,148.73,94.99,231.26,455.86,271.79,270.45,189.23,75.84,Upgrade
