,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Operating Revenue,145.01,712.13,79.26,164.53,910.98,3.92,2.59,5,50.02,11.02,Upgrade
1,Other Revenue,29.44,32.29,38.52,67.26,73.81,73.15,75.33,86.92,84.13,79.41,Upgrade
2,Revenue,174.45,744.41,117.78,231.79,984.78,77.07,77.92,91.92,134.15,90.43,Upgrade
3,Revenue Growth (YoY),48.12%,221.16%,-88.04%,200.77%,1163.87%,-16.16%,-41.92%,1.65%,42.03%,-58.18%,Upgrade
4,Cost of Revenue,142.35,610.03,62.42,109.8,819.13,61.7,0.59,-37.6,35.58,181.36,Upgrade
5,Gross Profit,70.82,45.97,139.31,119.39,149.9,48.18,43.79,147.02,112.76,-115.37,Upgrade
6,"Selling, General & Admin",30.18,50.91,15.84,19.24,23.14,28.36,25.49,34.14,25.72,31.73,Upgrade
7,Operating Expenses,30.18,50.91,15.84,19.24,23.14,28.36,25.49,34.14,25.72,31.73,Upgrade
8,Operating Income,40.64,-4.94,123.46,100.15,126.76,19.82,18.3,112.89,87.04,-147.1,Upgrade
9,Interest Expense,-0.06,-0.05,-3.05,-53.45,-53.03,-50.83,-70.5,-85.84,-70.63,-72.23,Upgrade
10,Interest & Investment Income,0.08,0.08,0.34,0.17,0.16,0.26,0.46,0.47,0.16,0.04,Upgrade
11,Currency Exchange Gain (Loss),-,-,-,-,-,0,-,0.55,-,-,Upgrade
12,Other Non Operating Income (Expenses),0.23,0.44,0.26,0.19,0.13,0.66,0.11,0.63,-,-2.28,Upgrade
13,EBT Excluding Unusual Items,40.88,-4.47,121.02,47.07,74.03,-30.09,-51.64,28.69,16.56,-221.57,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,8.6,Upgrade
15,Other Unusual Items,0.23,-0.21,0.21,-0.12,0.48,-0.36,0.36,0.08,69.94,42.33,Upgrade
16,Pretax Income,41.11,-4.68,121.23,46.94,74.51,-30.45,-51.28,28.77,86.5,-170.64,Upgrade
17,Income Tax Expense,13.82,61.4,15.16,78.86,37.93,8.2,11.4,57.8,14.54,-24.03,Upgrade
18,Earnings From Continuing Operations,27.29,-66.08,106.07,-31.92,36.58,-38.65,-62.68,-29.03,71.96,-146.62,Upgrade
19,Net Income to Company,27.29,-66.08,106.07,-31.92,36.58,-38.65,-62.68,-29.03,71.96,-146.62,Upgrade
20,Net Income,27.29,-66.08,106.07,-31.92,36.58,-38.65,-62.68,-29.03,71.96,-146.62,Upgrade
21,Net Income to Common,27.29,-66.08,106.07,-31.92,36.58,-38.65,-62.68,-29.03,71.96,-146.62,Upgrade
22,Net Income Growth,-74.27%,-,189.94%,-,-,-,-,-,-,-,Upgrade
23,Shares Outstanding (Basic),771,740,732,740,732,736,736,736,736,733,Upgrade
24,Shares Outstanding (Diluted),771,740,732,740,732,736,736,736,736,733,Upgrade
25,Shares Change (YoY),5.36%,-,-,0.54%,-0.55%,-0.00%,-0.00%,0.42%,0.16%,3.20%,Upgrade
26,EPS (Basic),0.04,-0.09,0.14,-0.04,0.05,-0.05,-0.09,-0.04,0.10,-0.20,Upgrade
27,EPS (Diluted),0.04,-0.09,0.14,-0.04,0.05,-0.05,-0.09,-0.04,0.10,-0.20,Upgrade
28,EPS Growth,-75.58%,-,189.95%,-,-,-,-,-,-,-,Upgrade
29,Free Cash Flow,-71.05,-143.07,368.79,61.17,-42.32,13.24,302.6,70.12,165.68,-44.69,Upgrade
30,Free Cash Flow Per Share,-0.09,-0.19,0.50,0.08,-0.06,0.02,0.41,0.10,0.23,-0.06,Upgrade
31,Operating Margin,23.29%,-0.66%,104.83%,43.21%,12.87%,25.71%,23.48%,122.81%,64.88%,-162.67%,Upgrade
32,Profit Margin,15.64%,-8.88%,90.06%,-13.77%,3.71%,-50.15%,-80.44%,-31.58%,53.64%,-162.14%,Upgrade
33,Free Cash Flow Margin,-40.73%,-19.22%,313.13%,26.39%,-4.30%,17.18%,388.36%,76.28%,123.51%,-49.43%,Upgrade
34,EBITDA,41.58,-4.91,125.31,101.2,128.76,21.72,20.6,114.99,89.05,-144.21,Upgrade
35,D&A For EBITDA,0.94,0.03,1.85,1.04,2,1.9,2.31,2.1,2.01,2.89,Upgrade
36,EBIT,40.64,-4.94,123.46,100.15,126.76,19.82,18.3,112.89,87.04,-147.1,Upgrade
