,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1399,1096,1258,748.63,910.78,671.55,1221,1654,1864,1028,Upgrade
1,Short-Term Investments,-,57.01,-,60.44,-,58.49,-,55.03,-,51.62,Upgrade
2,Trading Asset Securities,11.59,12.42,12.62,14.33,14.19,10.2,11.71,9.63,9.85,13.39,Upgrade
3,Cash & Short-Term Investments,1410,1166,1270,823.4,924.97,740.24,1233,1718,1874,1093,Upgrade
4,Cash Growth,11.02%,41.56%,37.35%,11.23%,-24.98%,-56.92%,-34.22%,57.17%,61.39%,-19.69%,Upgrade
5,Accounts Receivable,789.49,1048,915.24,942.11,1009,959.26,1114,1493,1296,1501,Upgrade
6,Other Receivables,0.57,17.16,-,22.1,0.33,22.43,9.32,25.06,7.14,5.17,Upgrade
7,Receivables,790.06,1065,915.24,964.21,1009,981.69,1123,1518,1303,1506,Upgrade
8,Inventory,12053,12257,11851,12112,11109,11343,9843,8775,7587,8933,Upgrade
9,Prepaid Expenses,896.05,783.39,754.3,747.01,782,749.35,633.76,435.82,393.82,376.71,Upgrade
10,Other Current Assets,1.01,2.79,6.49,13.57,14.89,4.32,29.25,485.87,494.01,444.36,Upgrade
11,Total Current Assets,15150,15273,14797,14661,13840,13819,12862,12933,11652,12353,Upgrade
12,"Property, Plant & Equipment",2178,2255,2296,2050,1891,1949,1706,1813,2051,2285,Upgrade
13,Long-Term Investments,861.3,920.52,1019,1159,1321,1551,1576,596.08,1208,151.3,Upgrade
14,Other Intangible Assets,-,1.5,-,1.5,-,1.5,-,1.77,0.27,1.77,Upgrade
15,Long-Term Deferred Tax Assets,58.22,59.18,60.65,68.24,63.1,71.21,72.65,92.2,134.28,112.02,Upgrade
16,Other Long-Term Assets,649.78,647.05,688.6,711.86,702.6,696.63,668.69,1391,542.76,1333,Upgrade
17,Total Assets,18898,19156,18861,18651,17818,18089,16886,16826,15589,16236,Upgrade
18,Accounts Payable,106.74,135.4,176.03,132.51,165.57,185.19,203.29,704.86,654.41,619.43,Upgrade
19,Accrued Expenses,-,131.15,-,111.92,-,68.11,-,65.28,-,65.15,Upgrade
20,Short-Term Debt,2715,3524,2812,3620,2079,2368,1386,1300,981.45,1810,Upgrade
21,Current Portion of Long-Term Debt,1321,612.61,1003,478.81,909.37,475.73,623.95,401.44,608.79,440.55,Upgrade
22,Current Portion of Leases,525.67,517.22,520.92,466.24,451.09,483.74,499.48,554.4,584.88,572.89,Upgrade
23,Current Income Taxes Payable,247.02,166.19,156.66,37.27,100.44,66.37,114.21,168.76,113.64,160.44,Upgrade
24,Current Unearned Revenue,-,72.17,-,75.94,-,84.04,-,108.94,-,88.61,Upgrade
25,Other Current Liabilities,475.67,476.22,519.12,433.66,500.64,451.35,486.16,353.63,380.18,398.32,Upgrade
26,Total Current Liabilities,5391,5635,5188,5357,4206,4182,3313,3657,3323,4155,Upgrade
27,Long-Term Debt,402.47,429.03,615.66,540.76,395.29,372.02,252.46,380.91,582.75,440.33,Upgrade
28,Long-Term Leases,555.28,541.92,595.39,516.74,421.33,423.49,357.66,446.76,569.96,727.01,Upgrade
