,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,4695,4905,6083,5914,7005,5928,7384,9105,5961,5562,6564,Upgrade
1,Market Cap Growth,-17.07%,-17.07%,-13.15%,-0.23%,-5.14%,-34.90%,23.86%,63.70%,-9.18%,-28.61%,-16.61%,Upgrade
2,Enterprise Value,8764,9330,10333,10693,10322,9300,9268,10470,7415,8459,8770,Upgrade
3,Last Close Price,6.99,7.07,8.34,7.94,9.24,7.69,9.27,11.30,7.18,6.66,7.63,Upgrade
4,PE Ratio,6.46,6.89,6.01,7.15,-,12.56,-,16.98,-,23.18,10.20,Upgrade
5,Forward PE,6.79,4.03,4.90,6.31,6.40,5.68,6.31,8.64,6.98,6.93,6.34,Upgrade
6,PS Ratio,0.20,0.21,0.24,0.45,-,0.59,-,0.84,-,0.38,0.37,Upgrade
7,PB Ratio,0.39,0.40,0.50,0.49,0.59,0.48,0.58,0.72,0.50,0.51,0.62,Upgrade
8,P/TBV Ratio,0.40,0.40,0.50,0.49,0.59,0.48,0.58,0.72,0.50,0.51,0.62,Upgrade
9,P/FCF Ratio,2.52,3.36,-,4.49,-,9.94,-,-,-,2.77,-,Upgrade
10,P/OCF Ratio,2.32,3.14,-,3.69,-,7.94,-,173.96,-,2.36,9.78,Upgrade
11,PEG Ratio,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,Upgrade
12,EV/Sales Ratio,0.38,0.40,0.41,0.82,-,0.92,-,0.97,-,0.58,0.49,Upgrade
13,EV/EBITDA Ratio,4.29,6.61,6.04,9.07,-,12.16,-,14.07,-,8.14,5.69,Upgrade
14,EV/EBIT Ratio,8.10,8.62,7.50,10.65,-,15.66,-,17.66,-,10.82,6.71,Upgrade
15,EV/FCF Ratio,4.70,6.39,-,8.12,-,15.60,-,-,-,4.21,-,Upgrade
16,Debt / Equity Ratio,0.45,0.45,0.46,0.46,0.47,0.34,0.32,0.25,0.26,0.31,0.38,Upgrade
17,Debt / FCF Ratio,2.96,3.78,-,4.21,-,7.14,-,-,-,1.66,-,Upgrade
18,Return on Capital Employed (ROCE),8.01%,8.01%,10.19%,7.34%,-,4.36%,-,4.37%,-,6.37%,10.82%,Upgrade
19,Earnings Yield,15.15%,14.51%,16.65%,13.99%,-,7.96%,-,5.89%,-,4.31%,9.80%,Upgrade
20,FCF Yield,39.71%,29.76%,-,22.28%,-,10.06%,-,-0.67%,-,36.13%,3.91%,Upgrade
21,Dividend Yield,7.87%,7.78%,7.20%,2.52%,-,1.95%,-,1.24%,-,4.51%,5.11%,Upgrade
22,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,0.00%,Upgrade,
23,Total Shareholder Return,7.87%,7.78%,7.20%,2.52%,-,1.95%,-,1.24%,-,4.51%,5.11%,Upgrade
