,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,11313,12014,13000,-,10092,-,10825,-,6403,8196,Upgrade
1,Revenue Growth (YoY),-12.98%,-,28.81%,-,-6.77%,-,69.07%,-,-32.89%,-11.38%,Upgrade
2,Cost of Revenue,8115,9047,9363,-,7214,-,8415,-,4647,5993,Upgrade
3,Gross Profit,3198,2967,3637,-,2879,-,2410,-,1756,2203,Upgrade
4,"Selling, General & Admin",2490,2592,2633,-,2285,-,1817,-,1445,1733,Upgrade
5,Operating Expenses,2490,2592,2633,-,2285,-,1817,-,1445,1733,Upgrade
6,Operating Income,708,374.32,1004,-,594.01,-,592.7,-,311.14,470.63,Upgrade
7,Interest Expense,-70.27,-66.97,-62.93,-,-33.35,-,-30.09,-,-40.54,-49.8,Upgrade
8,Interest & Investment Income,28.82,23.84,22.47,-,21.56,-,24.43,-,-,95.31,Upgrade
9,Currency Exchange Gain (Loss),-17.77,19.22,-22.67,-,-47.48,-,6.57,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),-22.53,-58.01,124.31,-,70.44,-,133.61,-,30.79,-432.37,Upgrade
11,EBT Excluding Unusual Items,626.26,292.4,1065,-,605.19,-,727.22,-,301.39,83.77,Upgrade
12,Gain (Loss) on Sale of Investments,-0.73,-0.23,-1.56,-,0.01,-,-,-,-,-0.78,Upgrade
13,Gain (Loss) on Sale of Assets,-,5.9,-,-,-,-,-,-,-,-,Upgrade
14,Asset Writedown,-,-4.05,-,-,-,-,-,-,-,2.09,Upgrade
15,Other Unusual Items,-,-,-,-,26.58,-,-,-,-,-,Upgrade
16,Pretax Income,625.53,294.02,1063,-,631.78,-,727.22,-,301.39,85.08,Upgrade
17,Income Tax Expense,129.93,69.17,241.43,-,154.84,-,190.34,-,95.1,56.53,Upgrade
18,Earnings From Continuing Operations,495.6,224.86,822,-,476.94,-,536.88,-,206.3,28.55,Upgrade
19,Earnings From Discontinued Operations,24.18,-45.92,-1.76,-,-9.48,-,-0.92,-,5.08,-,Upgrade
20,Net Income to Company,519.78,178.94,820.24,-,467.46,-,535.96,-,211.38,28.55,Upgrade
21,Minority Interest in Earnings,6.21,6.53,6.97,-,4.3,-,0.14,-,-,-,Upgrade
22,Net Income,525.99,185.47,827.21,-,471.76,-,536.1,-,211.38,28.55,Upgrade
23,Net Income to Common,525.99,185.47,827.21,-,471.76,-,536.1,-,211.38,28.55,Upgrade
24,Net Income Growth,-36.41%,-,75.34%,-,-12.00%,-,153.62%,-,-65.63%,-92.98%,Upgrade
25,Shares Outstanding (Basic),677,677,677,-,677,-,677,-,677,677,Upgrade
26,Shares Outstanding (Diluted),677,677,677,-,677,-,677,-,677,677,Upgrade
27,Shares Change (YoY),-,-,-,-,-,-,-,-,-,-0.00%,Upgrade
28,EPS (Basic),0.78,0.27,1.22,-,0.70,-,0.79,-,0.31,0.04,Upgrade
29,EPS (Diluted),0.78,0.27,1.22,-,0.70,-,0.79,-,0.31,0.04,Upgrade
30,EPS Growth,-36.41%,-,75.34%,-,-12.00%,-,153.62%,-,-65.63%,-93.00%,Upgrade
31,Free Cash Flow,1459,-,1317,-,596.25,-,-60.75,-,2062,-52.52,Upgrade
32,Free Cash Flow Per Share,2.15,-,1.94,-,0.88,-,-0.09,-,3.04,-0.08,Upgrade
33,Dividend Per Share,0.150,0.400,0.200,-,0.150,-,0.140,-,0.050,0.250,Upgrade
34,Dividend Growth,-25.00%,-,33.33%,-,7.14%,-,180.00%,-,-64.29%,-43.18%,Upgrade
35,Operating Margin,6.26%,3.12%,7.72%,-,5.89%,-,5.48%,-,4.86%,5.74%,Upgrade
36,Profit Margin,4.65%,1.54%,6.36%,-,4.67%,-,4.95%,-,3.30%,0.35%,Upgrade
37,Free Cash Flow Margin,12.90%,-,10.13%,-,5.91%,-,-0.56%,-,32.21%,-0.64%,Upgrade
38,EBITDA,878.56,532.07,1179,-,764.71,-,744.19,-,446.54,592.72,Upgrade
39,D&A For EBITDA,170.56,171.17,175.55,162.61,170.69,159.16,151.49,142.5,135.4,122.08,Upgrade
40,EBIT,708,374.32,1004,-,594.01,-,592.7,-,311.14,470.63,Upgrade
41,Revenue as Reported,11313,12014,13000,-,10092,-,10825,-,6403,8196,Upgrade
