,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,0.62,0.98,1.28,0.16,1.3,3.26,0.42,5.76,30.15,51.01
1,Trading Asset Securities,0.36,0.37,-,-,-,-,-,-,-,-
2,Cash & Short-Term Investments,0.98,1.35,1.28,0.16,1.3,3.26,0.42,5.76,30.15,51.01
3,Cash Growth,-23.52%,763.46%,-1.61%,-95.21%,207.57%,-43.45%,-98.60%,-88.70%,-47.22%,5.61%
4,Accounts Receivable,26.22,24.47,56.78,63.55,66.79,71.65,86.73,88.87,140.04,174.49
5,Other Receivables,12.54,14.17,4.42,1.72,0.01,-,6.91,8.29,10.43,11.09
6,Receivables,38.75,38.64,61.2,65.27,66.8,71.65,93.63,97.16,150.47,185.58
7,Inventory,0.16,0.57,15.45,16.86,14.46,15.84,42.42,61.42,53.92,109.53
8,Prepaid Expenses,0.4,-,-,-,-,-,-,-,-,-
9,Total Current Assets,40.29,40.55,77.93,82.29,82.56,90.75,136.47,164.35,234.53,346.12
10,"Property, Plant & Equipment",7.39,7.6,7.96,20.42,20.86,44.78,63.86,65.39,126.02,146.95
11,Long-Term Investments,-,-,1.65,-,-,-,-,-,-,-
12,Other Intangible Assets,3.58,-,-,-,-,-,-,-,5.33,-
13,Long-Term Deferred Tax Assets,-,-,-,-,-,-,-,-,45,7.28
14,Other Long-Term Assets,33.39,34.13,65.53,65.94,67.27,45.16,45.18,45.88,-,2.35
15,Total Assets,84.65,82.28,153.07,168.64,170.68,180.69,245.51,275.62,410.88,502.69
16,Accounts Payable,0.31,0,0,0.03,0.03,0.34,0.88,0.71,1.88,0.83
17,Accrued Expenses,42.04,43.37,53.93,42.05,52.2,47.24,29.92,32.09,24.16,24.59
18,Short-Term Debt,21.16,22.42,36.82,35.08,35.75,34.79,26.31,28.9,29.7,29.8
19,Current Portion of Long-Term Debt,7.1,-,-,-,27.86,27.86,32.5,29.04,7.71,7.3
20,Current Portion of Leases,-,-,-,-,-,-,-,-,-,0.47
21,Current Income Taxes Payable,6.59,6.59,7.09,7.17,7.17,7.17,7.17,7.17,7.17,7.18
22,Current Unearned Revenue,2.33,2.93,2.58,0.03,0.03,0.27,-,0.03,-,-
23,Other Current Liabilities,10.44,16.43,16.17,18.27,13.04,12.65,11.86,8.12,8.5,4.86
24,Total Current Liabilities,89.97,91.74,116.58,102.62,136.08,130.3,108.63,106.05,79.11,75.04
25,Long-Term Debt,-,-,7.38,-,-,-,-,-,23.25,22.74
26,Long-Term Unearned Revenue,0.2,0.21,0.22,0.24,0.25,0.27,0.3,0.29,0.33,0.34
27,Total Liabilities,90.17,91.95,124.19,102.86,136.33,130.57,108.94,106.34,102.7,98.12
28,Common Stock,19.51,19.51,14.8,14.17,8.59,8.59,8.59,8.59,8.59,8.59
29,Additional Paid-In Capital,252.93,252.93,236.43,233.47,212.5,212.5,212.5,212.5,212.5,212.5
30,Retained Earnings,-326.93,-308.05,-274.93,-234.8,-239.68,-197.86,-137.46,-78.71,34.14,156.59
31,Comprehensive Income & Other,47.94,28.3,54.35,52.94,52.94,26.89,52.94,26.89,52.94,26.89
32,Total Common Equity,-6.55,-7.31,30.65,65.78,34.35,50.12,136.58,169.27,308.18,404.57
33,Minority Interest,1.04,-2.35,-1.76,-,-,-,-,-,-,-
34,Shareholders' Equity,-5.52,-9.66,28.89,65.78,34.35,50.12,136.58,169.27,308.18,404.57
35,Total Liabilities & Equity,84.65,82.28,153.07,168.64,170.68,180.69,245.51,275.62,410.88,502.69
36,Total Debt,28.26,22.42,44.2,35.08,63.61,62.65,58.81,57.94,60.66,60.31
37,Net Cash (Debt),-27.28,-21.08,-42.92,-34.93,-62.31,-59.39,-58.39,-52.17,-30.51,-9.3
38,Net Cash Per Share,-0.02,-0.02,-0.05,-0.05,-0.09,-0.10,-0.09,-,-0.06,-
39,Filing Date Shares Outstanding,1096,1096,845.68,809.13,487.2,487.2,487.2,487.2,487.2,487.2
40,Total Common Shares Outstanding,1096,1096,845.68,809.13,487.2,487.2,487.2,487.2,487.2,487.2
41,Working Capital,-49.68,-51.18,-38.65,-20.33,-53.52,-39.55,27.84,58.29,155.41,271.08
42,Book Value Per Share,-0.01,-0.01,0.04,0.08,0.07,0.10,0.28,0.35,0.63,0.83
43,Tangible Book Value,-10.13,-7.31,30.65,65.78,34.35,50.12,136.58,169.27,302.85,404.57
44,Tangible Book Value Per Share,-0.01,-0.01,0.04,0.08,0.07,0.10,0.28,0.35,0.62,0.83
45,Machinery,-,16.12,-,-,-,62.81,-,78.77,-,134.66
46,Construction In Progress,-,-,-,-,-,-,-,-,-,21.16
