,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Sep '19 Sep 30, 2019"
0,Market Capitalization,640,776,1041,58765,1809,565,455,560,390,-,-
1,Market Cap Growth,-57.09%,-98.68%,-42.43%,10300.84%,297.57%,0.89%,16.67%,-,-,-,-
2,Enterprise Value,563,729,1106,58712,1659,416,299,412,371,-,-
3,Last Close Price,0.56,1.00,1.61,90.85,3.02,1.13,0.89,1.10,0.74,-,-
4,PE Ratio,-,-6.27,-,-2067.46,-,29.90,36.28,47.57,39.19,-,-
5,PS Ratio,0.31,0.62,0.67,45.60,2.70,1.31,3.38,4.76,2.85,-,-
6,PB Ratio,0.60,1.05,1.70,77.59,3.68,2.32,1.89,3.73,2.81,-,-
7,P/TBV Ratio,1.37,1.37,2.44,133.34,5.57,2.43,2.00,3.93,2.98,-,-
8,P/FCF Ratio,-,-,-,-,-,21.06,24.21,18.18,21.96,-,-
9,P/OCF Ratio,-,-,-,-,64.62,16.46,20.22,16.77,18.79,-,-
10,EV/Sales Ratio,0.45,0.59,0.71,45.56,2.48,0.96,2.22,3.50,2.71,-,-
11,EV/EBITDA Ratio,-,-14.91,-,1072.25,-,18.87,23.16,25.01,15.37,-,-
12,EV/EBIT Ratio,-,-11.86,-,1269.90,-,24.18,33.68,31.99,17.98,-,-
13,EV/FCF Ratio,-17.60,-,-,-,-,15.51,15.94,13.39,20.88,-,-
14,Debt / Equity Ratio,0.05,0.05,0.07,0.11,0.06,0.13,0.14,0.16,0.16,0.30,0.34
15,Debt / FCF Ratio,-,-,-,-,-,1.20,1.86,0.79,1.23,0.82,0.49
16,Return on Capital Employed (ROCE),-,-8.04%,-,5.54%,-,6.61%,3.50%,8.04%,13.77%,40.75%,48.11%
17,Earnings Yield,-19.32%,-15.94%,-7.99%,-0.05%,-3.44%,3.34%,2.76%,2.10%,2.55%,-,-
18,FCF Yield,-4.99%,-4.12%,-5.65%,-0.07%,1.11%,4.75%,4.13%,5.50%,4.55%,-,-
19,Buyback Yield / Dilution,-37.33%,-17.71%,-25.98%,-26.56%,-2.70%,0.12%,-2.08%,-33.49%,-30.62%,-,-
20,Total Shareholder Return,-37.33%,-17.71%,-25.98%,-26.56%,-2.70%,0.12%,-2.08%,-33.49%,-30.62%,-,-
