,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Sep '19 Sep 30, 2019"
0,Cash & Equivalents,92.09,78.97,37.28,105.4,77.21,82.51,68.34,66.72,34.09,39.08
1,Short-Term Investments,28.65,24.6,31.12,52.07,79.5,80.56,41.2,38.65,2.64,3.85
2,Cash & Short-Term Investments,120.75,103.57,68.4,157.47,156.71,163.06,109.55,105.38,36.73,42.93
3,Cash Growth,76.53%,-34.23%,-56.35%,-3.43%,43.05%,54.74%,198.27%,145.46%,0.12%,-
4,Accounts Receivable,81.05,68.22,102.78,122.02,217.99,0.18,0.13,0.35,0.5,0.32
5,Other Receivables,93.34,75.39,118.83,2.73,5.59,6.19,0.67,3.33,0.82,1.18
6,Receivables,221.02,158.51,223.16,124.74,223.57,6.37,0.8,3.68,1.32,1.5
7,Inventory,34.79,35.83,41.04,38.43,36.9,31.88,20.54,29.14,31.06,27.02
8,Other Current Assets,60.83,60.79,85.13,76.3,17.24,13.7,8.36,8.39,11.3,7.47
9,Total Current Assets,437.38,358.7,417.73,396.95,434.42,215.01,139.24,146.59,80.4,78.92
10,"Property, Plant & Equipment",94.95,43.87,40.33,39.81,39.09,34.65,23.38,25.51,26.94,25.25
11,Long-Term Investments,118.5,115.9,107.35,-,-,-,-,-,-,-
12,Goodwill,83.85,83.85,172.12,140.89,-,-,-,-,-,-
13,Other Intangible Assets,59.85,63.6,68.59,-,0.25,-,-,-,-,-
14,Long-Term Deferred Tax Assets,0.73,1.04,1.23,1.88,1.85,1.96,1.25,0.48,0.48,0.3
15,Other Long-Term Assets,23.67,23.56,54.38,1.87,3.49,1.95,1.28,1.3,1.33,2.75
16,Total Assets,818.92,690.52,903.7,581.41,479.1,253.56,165.15,173.87,109.14,107.22
17,Accounts Payable,20.76,17.99,38.12,34.46,232.78,6.92,4.4,14.02,11.28,16.88
18,Accrued Expenses,58.07,51.81,67.3,29.92,13.23,11.3,8.81,7.47,6.51,5.86
19,Short-Term Debt,15.5,12.04,7.48,-,-,-,-,-,-,2.02
20,Current Portion of Long-Term Debt,-,-,-,-,-,-,0.11,0.07,0.07,0.06
21,Current Portion of Leases,9.89,14.93,14.56,14.86,14.48,19.88,12.59,10.51,10.98,10.88
22,Current Income Taxes Payable,-,0.01,0.64,-,-,-,0.91,0.94,0.56,1.82
23,Current Unearned Revenue,2.42,4.86,2.92,4.39,3.41,0.9,0.75,0.4,0.72,0.87
24,Other Current Liabilities,0.91,3.69,-,38.66,4.61,4.44,2.37,9.23,6.37,2.89
25,Total Current Liabilities,107.55,105.33,131.03,122.29,268.5,43.44,29.93,42.64,36.48,41.28
26,Long-Term Debt,-,-,43.14,-,-,-,1.18,1.27,1.31,1.32
27,Long-Term Leases,6.87,11.83,10.72,11.77,11.63,9.04,6.58,7.35,6.78,5.31
28,Long-Term Deferred Tax Liabilities,14.96,15.9,16.84,-,-,-,-,-,-,-
29,Other Long-Term Liabilities,0.81,1.11,1.09,1.68,1.64,1.56,1,0.96,0.97,0.97
30,Total Liabilities,130.19,134.16,202.82,135.74,281.77,54.05,38.69,52.22,45.54,48.88
31,Common Stock,6.96,5.77,5.77,5.35,4.47,4.23,2.75,2.75,-,-
32,Additional Paid-In Capital,654.12,520.97,520.97,351.58,94.6,89.49,58.08,58.08,-,-
33,Retained Earnings,14.27,12.93,129.4,49.15,116.35,107.73,67.06,61.12,63.85,59.12
34,Comprehensive Income & Other,-2.85,-5.53,-7.55,29.23,-27.34,-12.75,-7.72,-7.36,-7.16,-6.93
35,Total Common Equity,672.51,534.14,648.58,435.3,188.09,188.7,120.16,114.59,56.68,52.18
36,Minority Interest,16.22,22.22,52.3,10.37,9.25,10.81,6.3,7.06,6.92,6.16
37,Shareholders' Equity,688.73,556.36,700.88,445.67,197.33,199.52,126.46,121.65,63.6,58.34
38,Total Liabilities & Equity,818.92,690.52,903.7,581.41,479.1,253.56,165.15,173.87,109.14,107.22
39,Total Debt,32.26,38.8,75.9,26.62,26.11,28.92,20.46,19.2,19.13,19.59
40,Net Cash (Debt),88.49,64.77,-7.5,130.85,130.6,134.14,89.09,86.18,17.6,23.34
41,Net Cash Growth,-,-50.50%,-,-2.45%,46.60%,55.65%,406.30%,269.17%,29.08%,-
42,Net Cash Per Share,0.12,0.10,-0.01,0.25,0.26,0.27,0.18,0.18,0.05,0.06
43,Filing Date Shares Outstanding,776.2,646.83,646.83,598.99,500,500,500,500,500,375
44,Total Common Shares Outstanding,776.2,646.83,646.83,598.99,500,500,500,500,375,375
45,Working Capital,329.84,253.37,286.7,274.66,165.92,171.57,109.31,103.95,43.92,37.64
46,Book Value Per Share,0.87,0.83,1.00,0.73,0.38,0.38,0.24,0.23,0.15,0.14
47,Tangible Book Value,528.82,386.69,407.88,294.41,187.83,188.7,120.16,114.59,56.68,52.18
48,Tangible Book Value Per Share,0.68,0.60,0.63,0.49,0.38,0.38,0.24,0.23,0.15,0.14
49,Machinery,-,31.37,32.84,36.67,33.81,35.53,22.22,22.85,22.83,20.61
50,Leasehold Improvements,-,5.27,4,3.69,3.66,3.4,2.18,2.15,2.17,2.11
