,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Market Capitalization,1089,479,1271,1392,1383,127,170,201,228,238,319,Upgrade
1,Market Cap Growth,-65.58%,-65.58%,-8.09%,998.42%,715.33%,-36.97%,-25.52%,-15.60%,-28.66%,-19.35%,-23.22%,Upgrade
2,Enterprise Value,1011,423,1216,1333,1327,73,133,128,144,185,271,Upgrade
3,Last Close Price,1.08,0.47,1.26,1.38,1.45,0.13,0.18,0.21,0.24,0.25,0.34,Upgrade
4,PE Ratio,-,-,-,-,-,21.35,-44.01,-,-,-,-,Upgrade
5,Forward PE,-,1.92,1.92,1.92,1.92,1.92,1.92,1.92,2.17,2.27,3.27,Upgrade
6,PS Ratio,3.43,1.51,3.95,4.71,3.32,0.19,0.24,0.34,0.52,0.54,0.58,Upgrade
7,PB Ratio,9.55,11.58,14.92,8.10,8.50,0.61,0.77,0.95,1.06,0.97,1.17,Upgrade
8,P/TBV Ratio,4.31,4.31,9.14,7.57,8.30,0.62,0.79,0.99,1.09,1.03,1.24,Upgrade
9,P/FCF Ratio,-,-29.90,-,-,63.76,6.35,-11.66,-,-,4.85,10.27,Upgrade
10,P/OCF Ratio,-,-61.82,-,-,51.16,3.14,28.58,-,-,4.22,7.10,Upgrade
11,EV/Sales Ratio,3.18,1.33,3.78,4.51,3.18,0.11,0.19,0.21,0.33,0.42,0.49,Upgrade
12,EV/EBITDA Ratio,-,-,-,-,-,-,-,-3.31,-,-,-,Upgrade
13,EV/FCF Ratio,-63.12,-26.42,-,-,61.19,3.66,-9.16,-,-,3.77,8.72,Upgrade
14,Debt / Equity Ratio,0.81,0.81,0.61,0.27,0.19,0.25,0.28,0.33,0.23,0.19,0.23,Upgrade
15,Debt / FCF Ratio,-,-2.08,-,-,1.43,2.54,-4.29,-,-,0.94,2.04,Upgrade
16,Earnings Yield,-6.16%,-14.01%,-6.41%,-4.73%,-1.82%,4.68%,-2.27%,-25.70%,-28.12%,-28.76%,-25.79%,Upgrade
17,FCF Yield,-1.47%,-3.34%,-7.71%,-4.23%,1.57%,15.76%,-8.58%,-37.31%,-6.61%,20.62%,9.74%,Upgrade
18,Buyback Yield / Dilution,-4.14%,-2.50%,-5.84%,-3.28%,-0.05%,-,-,-,-0.06%,-2.92%,-,Upgrade
19,Total Shareholder Return,-4.14%,-2.50%,-5.84%,-3.28%,-0.05%,-,-,-,-0.06%,-2.92%,-,Upgrade
