,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,51486912,41014205,63747142,58628155,58063230,61162469,58125757,23022353,28778954,23954543,42177935,21295664,13268865,23541376,7866480,13214282,4254952,7996346,7948564,5737339,Upgrade
1,Investment Securities,50413769,57979034,28811550,44367813,61057821,52454018,50328901,73836434,40348177,49626647,48827484,51457731,44806725,43881241,40118246,37208982,41445185,30670070,31997385,44192877,Upgrade
2,Trading Asset Securities,821872,-,-,-,156721,258075,371403,49557,20958,133257,40934,31992,-,-,-,-,23753,36881,14521,48285,Upgrade
3,Total Investments,51235641,57979034,28811550,44367813,61214542,52712093,50700304,73885991,40369135,49759904,48868418,51489723,44806725,43881241,40118246,37208982,41468938,30706951,32011906,44241162,Upgrade
4,Gross Loans,379759531,340828048,331329054,303583265,278177455,260797075,257801856,250854645,256786713,252247490,239147159,229651512,217914612,198357737,194157335,185270737,171306915,150578130,139483343,136662554,Upgrade
5,Allowance for Loan Losses,-5693701,-5403623,-4909923,-4797879,-4270655,-3739866,-3374610,-3173757,-3065525,-2869901,-2935803,-2655346,-2401497,-2156802,-1976168,-1902390,-1750033,-1537682,-1626447,-1396304,Upgrade
6,Net Loans,374065830,335424425,326419131,298785386,273906800,257057209,254427246,247680888,253721188,249377589,236211356,226996166,215513115,196200935,192181167,183368347,169556882,149040448,137856896,135266250,Upgrade
7,"Property, Plant & Equipment",1059044,903186,953487,972732,971166,860623,778245,444290,463149,425867,370293,359749,353483,333868,339101,320255,298601,254752,255339,253159,Upgrade
8,Other Intangible Assets,302063,304490,303919,307611,289458,273862,281425,285200,291920,289586,297315,287964,302113,211756,215404,149089,143791,126565,131868,131294,Upgrade
9,Investments in Real Estate,2360,2395,2431,2466,2501,2537,2572,2607,2642,2677,2775,2811,2847,2883,2919,2955,2991,-,-,-,Upgrade
10,Accrued Interest Receivable,2572270,2420895,2622747,2979810,3663279,3817166,3434374,3234278,2432288,2731926,2104198,2384535,1856781,1960948,1735236,2003371,1798326,1765566,1459344,1808490,Upgrade
11,Other Receivables,1377591,1270225,1216673,3042262,2478792,3165373,3466403,2160206,5423269,7504069,10411859,10052800,7514174,8370388,8119340,2384654,1775420,3054870,3237784,2241287,Upgrade
12,Restricted Cash,9909074,4967982,5829972,3748410,8217767,4321283,6340776,5279665,10062633,5774042,6499569,19951730,24890710,9589369,25714102,18389868,24591537,19441008,18793718,2982262,Upgrade
13,Other Current Assets,927811,888320,910653,922928,980772,981102,1072240,1213428,1219686,1028973,1036647,978328,977150,897078,863398,779698,741002,642464,593420,595768,Upgrade
14,Long-Term Deferred Tax Assets,1002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,162,162,162,Upgrade
15,Other Real Estate Owned & Foreclosed,69474,62447,62447,50144,49240,32418,12551,12551,12551,12573,14351,14351,14351,22671,25103,27443,27423,39287,39287,39708,Upgrade
16,Other Long-Term Assets,149298,139990,81928,80098,43826,32966,20942,25708,21510,48594,28100,36422,16815,22742,19937,17098,15814,17927,41526,17486,Upgrade
17,Total Assets,493158370,445377594,430962080,413887815,409881373,384419101,378662835,357247165,342798925,340910343,348022816,333850243,309517129,285035255,277200433,257866042,244675677,213086346,202369814,193314367,Upgrade
18,Accounts Payable,-,-,-,-,-,-,-,-,-,-,482840,376737,-,384029,329365,269043,160826,319289,1471,-,Upgrade
19,Accrued Expenses,649748,605100,571536,463419,895394,773922,655342,592630,808943,616980,559657,537062,666411,726979,601819,535158,741574,529248,614495,440846,Upgrade
20,Interest Bearing Deposits,370822057,347307008,343361301,314610387,311332837,289031101,289254429,267160947,246081651,238938832,238218144,226355871,211584560,206498774,197931412,189916841,177235418,151125636,147212297,141273155,Upgrade
21,Non-Interest Bearing Deposits,-,-,-,-,-,-,-,-,-,1015,121,1335759,-,4029,1054,3141,-,343,24648,24642,Upgrade
22,Total Deposits,370822057,347307008,343361301,314610387,311332837,289031101,289254429,267160947,246081651,238939847,238218265,227691630,211584560,206502803,197932466,189919982,177235418,151125979,147236945,141297797,Upgrade
23,Short-Term Borrowings,-,262282,669968,71215,-,-,-,-,-,-,-,-,63933,304384,77044,11981,-,-,-,-,Upgrade
24,Current Portion of Long-Term Debt,519947,5710,6090,6954329,5900166,6884613,10017745,11107366,9888361,11492526,9445676,9496705,10810441,4049862,7000240,6100869,5179231,4030182,481700,482692,Upgrade
25,Current Income Taxes Payable,1309653,849747,870490,500791,1468046,1024069,590458,538422,1656035,1106731,549015,455784,533220,277049,429005,361297,341438,588941,470993,214989,Upgrade
26,Accrued Interest Payable,3193184,4150170,3616116,4375606,4023077,5272143,4214678,4994353,3515753,3570397,3466515,2848306,2519800,2687938,2911480,2903589,2802393,2894507,2925531,2697772,Upgrade
27,Other Current Liabilities,4777788,5927693,5974892,6052968,6431406,5891670,1740235,1207604,951192,2207595,1263134,1399739,830083,599451,717912,1044823,868249,633698,881684,745063,Upgrade
28,Long-Term Debt,70021741,46326342,37539903,42439258,41887850,39494899,37769440,38818414,47103279,52270123,65527139,64771960,57933189,46869437,45581255,37000200,38990919,35954919,34100022,32626999,Upgrade
29,Total Liabilities,451296561,405435509,392611651,375472090,371941786,348379345,344752989,324676749,310147883,310432602,319773142,307838772,285226389,262876686,256152093,238540305,226701863,196534446,187154218,179029563,Upgrade
30,Common Stock,29791278,29791278,25368075,25368075,25368075,25368075,25368075,21076730,21076730,21076730,21076730,15531430,15531430,15531430,15531430,11093879,11093879,9244914,9244914,9244914,Upgrade
31,Additional Paid-In Capital,1767,1767,1633,1633,1633,1633,1540,1540,1540,1540,1540,1480,1480,1480,1480,1350,1350,1332,1332,1332,Upgrade
32,Retained Earnings,12068764,10156768,12980798,13046760,12569879,10671099,8524112,11510896,11572772,9364381,7130974,10480966,8757830,6381450,5512076,8232042,6878585,7305289,5970405,5043647,Upgrade
33,Comprehensive Income & Other,-,-7728,-77,-743,-,-1051,16119,-18750,-,35090,40430,-2405,-,244209,3354,-1534,-,365,-1055,-5089,Upgrade
34,Shareholders' Equity,41861809,39942085,38350429,38415725,37939587,36039756,33909846,32570416,32651042,30477741,28249674,26011471,24290740,22158569,21048340,19325737,17973814,16551900,15215596,14284804,Upgrade
35,Total Liabilities & Equity,493158370,445377594,430962080,413887815,409881373,384419101,378662835,357247165,342798925,340910343,348022816,333850243,309517129,285035255,277200433,257866042,244675677,213086346,202369814,193314367,Upgrade
36,Total Debt,70541688,46594334,38215961,49464802,47788016,46379512,47787185,49925780,56991640,63762649,74972815,74268665,68807563,51223683,52658539,43113050,44170150,39985101,34581722,33109691,Upgrade
37,Net Cash (Debt),-18232904,-5580129,25531181,9163353,10431935,15041032,10709975,-26853870,-28191728,-39674849,-32753946,-52941009,-55538698,-27682307,-44792059,-29898768,-39891445,-31951874,-26618637,-27324067,Upgrade
38,Net Cash Growth,-,-,138.39%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
39,Net Cash Per Share,-6121.32,-1873.80,8090.87,3295.49,3501.67,5051.27,3609.67,-9047.60,-9498.35,-13361.16,-11030.58,-17844.76,-18768.32,-9359.67,-15128.47,-10103.93,-15896.20,-10847.89,-9047.18,-9281.80,Upgrade
40,Filing Date Shares Outstanding,2979,2979,2968,2968,2968,2968,2968,2959,2959,2959,2959,2944,2944,2944,2944,2944,2944,2944,2944,2944,Upgrade
