,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Interest Income on Loans,8425555,8044821,7671230,7665791,8713956,9043221,9396200,9088709,7780419,7107264,6568790,6052866,5674154,5049258,5261388,4990211,4799367,4406027,4135049,4096663,Upgrade
1,Interest Paid on Deposits,4351857,3985082,3725636,3629951,4058141,4370034,4994338,4784603,3869378,3271236,2869195,2536975,2274426,2370829,2301783,2211826,2238104,2172610,2233113,2297172,Upgrade
2,Net Interest Income,4073698,4059739,3945594,4035840,4655815,4673187,4401862,4304106,3911041,3836028,3699595,3515891,3399728,2678429,2959605,2778385,2561263,2233417,1901936,1799491,Upgrade
3,Net Interest Income Growth (YoY),-12.50%,-13.13%,-10.37%,-6.23%,19.04%,21.82%,18.98%,22.42%,15.04%,43.22%,25.00%,26.54%,32.74%,19.93%,55.61%,54.40%,52.69%,37.99%,24.14%,29.91%,Upgrade
4,Income From Trading Activities,-,-,-,-,-,-,-,-,-,-,-,-,196796,-,-56068,56068,-47386,-8951,30540,51037,Upgrade
5,Gain (Loss) on Sale of Investments,145103,65932,24085,12847,30545,113469,-3957,-10327,-97208,-65840,-15146,2316,-95157,-3766,98928,894,777,-,6766,-,Upgrade
6,Other Non-Interest Income,1056571,810309,1069511,1269823,1156136,1237840,965999,635818,872735,856329,924153,617909,1000843,405556,804414,667147,855748,806776,621809,409834,Upgrade
7,Total Non-Interest Income,1201674,876241,1093596,1282670,1186681,1351309,962042,625491,775527,790489,909007,620225,1102482,401790,847274,724109,809139,797825,659115,460871,Upgrade
8,Non-Interest Income Growth (YoY),1.26%,-35.16%,13.67%,105.07%,53.02%,70.95%,5.83%,0.85%,-29.66%,96.74%,7.29%,-14.35%,36.25%,-49.64%,28.55%,57.12%,35.77%,35.49%,58.27%,40.23%,Upgrade
9,Revenues Before Loan Losses,5275372,4935980,5039190,5318510,5842496,6024496,5363904,4929597,4686568,4626517,4608602,4136116,4502210,3080219,3806879,3502494,3370402,3031242,2561051,2260362,Upgrade
10,Provision for Loan Losses,1122516,1155569,1129885,945488,1692682,1624784,860152,668187,353355,165640,363332,397282,732314,266931,313854,334043,287985,238378,265389,155883,Upgrade
11,Revenue,4152856,3780411,3909305,4373022,4149814,4399712,4503752,4261410,4333213,4460877,4245270,3738834,3769896,2813288,3493025,3168451,3082417,2792864,2295662,2104479,Upgrade
12,Revenue Growth (YoY),0.07%,-14.08%,-13.20%,2.62%,-4.23%,-1.37%,6.09%,13.98%,14.94%,58.56%,21.54%,18.00%,22.30%,0.73%,52.16%,50.56%,42.73%,39.07%,28.60%,35.12%,Upgrade
13,Salaries and Employee Benefits,1170209,-,-,2420566,1179183,-,-,1037186,1033294,-,-,1944471,678124,-,1015738,1900030,976871,-,1523939,731556,Upgrade
14,Occupancy Expenses,327184,-,-,696103,342444,-,-,322384,346413,-,-,550598,263841,-,237353,441267,201925,-,337689,163119,Upgrade
15,Federal Deposit Insurance,62290,-,-,118662,53839,-,-,47166,45922,-,-,85211,41962,-,41005,75948,33507,-,65822,31438,Upgrade
16,"Selling, General & Administrative",172041,-,-,411684,179220,-,-,149509,120091,-,-,358965,103040,-,122589,274114,-294297,-,294297,-,Upgrade
17,Other Non-Interest Expense,20022,1782264,1806190,-1775923,15881,1716919,1555747,11265,20463,1669754,1501223,-1479326,10672,1428619,-70844,-1329810,385989,1124746,-1207241,103055,Upgrade
18,Total Non-Interest Expense,1751746,1782264,1806190,1871092,1770567,1716919,1555747,1567510,1566183,1669754,1501223,1459919,1097639,1428619,1345841,1361549,1303995,1124746,1014506,1029168,Upgrade
19,EBT Excluding Unusual Items,2401110,1998147,2103115,2501930,2379247,2682793,2948005,2693900,2767030,2791123,2744047,2278915,2672257,1384669,2147184,1806902,1778422,1668118,1281156,1075311,Upgrade
20,Pretax Income,2401110,1998147,2103115,2501930,2379247,2682793,2948005,2693900,2767030,2791123,2744047,2278915,2672257,1384669,2147184,1806902,1778422,1668118,1281156,1075311,Upgrade
21,Income Tax Expense,479918,398974,420153,500787,476608,535890,589605,538789,550114,557716,548739,455779,534554,276616,429402,360690,356144,333234,256233,215062,Upgrade
22,Net Income,1921192,1599173,1682962,2001143,1902639,2146903,2358400,2155111,2216916,2233407,2195308,1823136,2137703,1108053,1717782,1446212,1422278,1334884,1024923,860249,Upgrade
23,Preferred Dividends & Other Adjustments,-,-,-,100000,-,-,-,110717,-,-,-,100000,2,-,-,92952,-1,-,98165,-,Upgrade
24,Net Income to Common,1921192,1599173,1682962,1901143,1902639,2146903,2358400,2044394,2216916,2233407,2195308,1723136,2137701,1108053,1717782,1353260,1422279,1334884,926758,860249,Upgrade
25,Net Income Growth,0.98%,-25.51%,-28.64%,-7.14%,-14.18%,-3.87%,7.43%,18.21%,3.71%,101.56%,27.80%,26.06%,50.30%,-16.99%,67.60%,68.12%,52.24%,52.38%,26.79%,32.80%,Upgrade
26,Basic Shares Outstanding,2979,2978,3156,2781,2979,2978,2967,2968,2968,2969,2969,2967,2959,2958,2961,2959,2509,2945,2942,2944,Upgrade
27,Diluted Shares Outstanding,2979,2978,3156,2781,2979,2978,2967,2968,2968,2969,2969,2967,2959,2958,2961,2959,2509,2945,2942,2944,Upgrade
28,Shares Change (YoY),-0.02%,0.01%,6.35%,-6.32%,0.37%,0.28%,-0.08%,0.04%,0.30%,0.40%,0.29%,0.26%,17.92%,0.41%,0.63%,0.52%,-41.06%,17.55%,12.56%,22.77%,Upgrade
29,EPS (Basic),645.00,537.00,533.33,683.72,638.66,721.00,794.87,688.80,746.92,752.14,739.32,580.82,722.40,374.64,580.18,457.32,566.76,453.20,314.99,292.22,Upgrade
30,EPS (Diluted),645.00,537.00,533.33,683.72,638.66,721.00,794.87,688.80,746.92,752.14,739.32,580.82,722.40,374.64,580.18,457.32,566.76,453.20,314.99,292.22,Upgrade
31,EPS Growth,0.99%,-25.52%,-32.90%,-0.74%,-14.50%,-4.14%,7.51%,18.59%,3.39%,100.76%,27.43%,27.00%,27.46%,-17.33%,84.19%,56.50%,158.31%,29.63%,1.85%,20.58%,Upgrade
32,Dividend Per Share,-,-,-,-,555.556,-,512.821,-,356.125,-,-,-,-,-,-,-,-,-,-,-,Upgrade
33,Dividend Growth,-,-,-,-,56.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
34,Effective Tax Rate,19.99%,19.97%,19.98%,20.02%,20.03%,19.98%,20.00%,20.00%,19.88%,19.98%,20.00%,20.00%,20.00%,19.98%,20.00%,19.96%,20.03%,19.98%,20.00%,20.00%,Upgrade
