,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,258,210,180,148,150,140,108,134,110,93,102
1,Market Cap Growth,41.89%,41.89%,20.00%,5.71%,38.89%,4.48%,-1.82%,44.09%,7.84%,-32.61%,-39.29%
2,Enterprise Value,135,85,29,19,9,19,-15,18,8,18,25
3,Last Close Price,1.29,0.95,0.76,0.63,0.59,0.55,0.42,0.52,0.43,0.36,0.40
4,PE Ratio,9.85,8.02,11.06,14.92,10.87,6.43,7.01,8.79,7.86,6.53,8.08
5,PS Ratio,0.86,0.70,0.77,0.70,0.58,0.42,0.37,0.48,0.44,0.39,0.39
6,PB Ratio,1.20,0.98,0.86,0.74,0.72,0.66,0.53,0.70,0.60,0.56,0.63
7,P/TBV Ratio,0.98,0.98,0.86,0.74,0.72,0.66,0.53,0.70,0.60,0.56,0.63
8,P/FCF Ratio,-,-19.82,-,5.66,7.13,5.80,3.99,3.07,2.54,3.00,6.17
9,P/OCF Ratio,75.38,75.38,-,5.37,6.56,4.45,3.24,2.58,2.15,2.69,3.71
10,EV/Sales Ratio,0.45,0.29,0.13,0.09,0.03,0.06,-,0.06,0.03,0.08,0.10
11,EV/EBITDA Ratio,3.31,1.97,0.87,0.77,0.25,0.38,-,0.50,0.26,0.60,0.90
12,EV/EBIT Ratio,4.28,2.24,1.03,0.99,0.31,0.46,-,0.65,0.35,0.85,1.31
13,EV/FCF Ratio,-12.71,-8.07,-,0.73,0.42,0.77,-,0.41,0.19,0.57,1.51
14,Debt / Equity Ratio,0.04,0.04,0.01,0.02,0.03,0.04,0.01,0.02,0.03,0.05,0.04
15,Debt / FCF Ratio,-,-0.76,-,0.14,0.29,0.34,0.07,0.09,0.14,0.25,0.43
16,Return on Capital Employed (ROCE),17.02%,17.02%,13.25%,9.56%,13.17%,18.57%,14.46%,14.34%,12.74%,12.35%,11.36%
17,Earnings Yield,10.15%,12.47%,9.05%,6.70%,9.20%,15.56%,14.27%,11.38%,12.73%,15.32%,12.37%
18,FCF Yield,-4.11%,-5.05%,2.81%,17.68%,14.02%,17.23%,25.05%,32.58%,39.42%,33.30%,16.22%
19,Dividend Yield,10.08%,3.17%,-,-,-,-,-,-,-,-,-
20,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,0.00%,
21,Total Shareholder Return,10.08%,3.17%,-,-,-,-,-,-,-,-,0.00%
