,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,411.99,434.67,408.83,320.44,349.8,311.55,565.33,379.36,-,463.53,414.67,278.61,310.03,306.13,354.45,266.65,406.51,487.22,267.32,452.76,Upgrade
1,Cash & Short-Term Investments,411.99,434.67,408.83,320.44,349.8,311.55,565.33,379.36,-,463.53,414.67,278.61,310.03,306.13,354.45,266.65,406.51,487.22,267.32,452.76,Upgrade
2,Cash Growth,17.78%,39.52%,-27.68%,-15.53%,-,-32.79%,36.33%,36.16%,-,51.42%,16.99%,4.49%,-23.73%,-37.17%,32.59%,-41.11%,55.78%,64.23%,-27.78%,0.37%,Upgrade
3,Accounts Receivable,1706,1710,1779,1885,1862,1828,1749,1797,-,1623,1499,1678,1483,1530,1582,1616,1837,1827,1644,1630,Upgrade
4,Other Receivables,75.96,66.19,67.02,61.15,58.08,75.08,58.44,74.46,-,56.29,62.68,252.52,79.44,48.67,57.63,64.58,49.46,66.05,142.51,126.89,Upgrade
5,Receivables,1782,1776,1846,1946,1920,1903,1807,1871,-,1679,1562,1930,1562,1579,1639,1680,1886,1893,1786,1757,Upgrade
6,Inventory,1130,1179,1154,1166,1236,1271,1284,1221,-,1156,1164,1079,1208,1182,1190,1133,1265,1187,1271,1044,Upgrade
7,Other Current Assets,131.97,132.15,158.18,152.34,192.94,187.43,171.97,143.07,-,128.36,141.87,109.47,165.07,110.44,150.67,157.16,229.02,264.4,188.45,105.8,Upgrade
8,Total Current Assets,3455,3522,3567,3585,3699,3673,3829,3615,-,3427,3282,3397,3246,3177,3335,3238,3787,3832,3513,3360,Upgrade
9,"Property, Plant & Equipment",841.03,846.04,839.44,847.48,825.28,806.2,808.96,785,-,734.01,736.85,743.24,747.69,756.22,754.07,763.56,771.7,773.26,775.77,783.63,Upgrade
