,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1861,1825,1803,1973,1542,1683,1009,731.1,889.62,974.75,Upgrade
1,Cash & Short-Term Investments,1861,1825,1803,1973,1542,1683,1009,731.1,889.62,974.75,Upgrade
2,Cash Growth,3.17%,-7.47%,16.96%,17.21%,52.73%,130.21%,13.47%,-25.00%,-6.48%,7.90%,Upgrade
3,Accounts Receivable,68.45,57.67,56.7,53.78,61.76,48.4,174.9,195.34,208.38,245.44,Upgrade
4,Other Receivables,115.1,106.98,96.79,189.37,103.69,79.98,114.91,103.09,109.11,98.07,Upgrade
5,Receivables,183.55,164.65,153.48,243.16,191.46,154.38,289.8,298.43,317.49,343.5,Upgrade
6,Inventory,1803,1802,1801,1691,1460,1340,1281,1231,1180,1162,Upgrade
7,Total Current Assets,3847,3792,3757,3907,3193,3177,2580,2261,2387,2481,Upgrade
8,"Property, Plant & Equipment",64.19,65.65,71.27,79.68,86.88,51.99,49.34,51.37,53.11,52.28,Upgrade
9,Long-Term Investments,799.43,813.94,869.2,1067,636.8,638.57,1361,1694,1572,1619,Upgrade
10,Long-Term Accounts Receivable,84.7,88.49,93.39,96.37,101.78,104.72,-,-,-,-,Upgrade
11,Long-Term Deferred Tax Assets,3.49,3.51,3.51,6.36,4.14,3.53,3.53,3.53,3.55,3.53,Upgrade
12,Other Long-Term Assets,2527,2525,2501,2379,2317,2293,2247,2209,2213,2224,Upgrade
13,Total Assets,7326,7289,7296,7535,6340,6269,6241,6219,6228,6379,Upgrade
14,Accounts Payable,112.52,132.27,164.52,115.9,118.79,96.97,90.28,97.27,68.43,83.37,Upgrade
15,Accrued Expenses,-,-,0.46,-,-,-,-,-,-,-,Upgrade
16,Short-Term Debt,-,-,-,0.7,-,-,-,-,-,-,Upgrade
17,Current Portion of Leases,7.25,6.88,7.26,8.4,8.59,2.12,2.1,1.83,1.47,0.64,Upgrade
18,Current Income Taxes Payable,20.53,19.87,38.69,37.91,26.01,18.91,19.84,16.24,18.44,41.44,Upgrade
19,Other Current Liabilities,87.08,81.7,90.14,68.03,70.39,66.92,61.84,55.28,54.42,54.24,Upgrade
20,Total Current Liabilities,227.38,240.73,301.07,230.93,223.78,184.91,174.05,170.62,142.75,179.69,Upgrade
21,Long-Term Leases,3.57,2.88,6.38,9.22,13.47,2.05,3.12,3.73,3.1,0.59,Upgrade
22,Long-Term Deferred Tax Liabilities,85.71,81.03,81.02,76.21,79.22,75.03,71,68.45,67.03,64.51,Upgrade
23,Total Liabilities,316.66,324.63,388.54,316.36,319.56,264.71,252.88,246.92,214.35,245.65,Upgrade
24,Common Stock,1755,1755,1755,1755,1755,1755,1755,1755,1755,1755,Upgrade
25,Retained Earnings,5265,5229,5167,5487,4285,4274,4258,4246,4343,4424,Upgrade
26,Comprehensive Income & Other,-3.25,-13.52,-11.59,-23.69,-19.58,-24,-25.57,-28.8,-83.98,-45.71,Upgrade
27,Total Common Equity,7017,6971,6911,7218,6021,6005,5988,5972,6014,6133,Upgrade
28,Minority Interest,-8.05,-5.94,-3.45,-,-,-,-,-,-,-,Upgrade
29,Shareholders' Equity,7009,6965,6907,7218,6021,6005,5988,5972,6014,6133,Upgrade
30,Total Liabilities & Equity,7326,7289,7296,7535,6340,6269,6241,6219,6228,6379,Upgrade
31,Total Debt,10.82,9.76,13.64,18.33,22.07,4.17,5.22,5.56,4.57,1.23,Upgrade
32,Net Cash (Debt),1850,1816,1790,1954,1520,1679,1004,725.54,885.05,973.51,Upgrade
33,Net Cash Growth,3.36%,-7.10%,17.76%,16.41%,51.33%,131.39%,13.47%,-25.47%,-6.79%,7.77%,Upgrade
34,Net Cash Per Share,5.19,5.10,5.02,5.49,4.27,4.71,2.82,2.04,2.48,2.73,Upgrade
35,Filing Date Shares Outstanding,356.27,356.27,356.27,356.27,356.27,356.27,356.27,356.27,356.27,356.27,Upgrade
36,Total Common Shares Outstanding,356.27,356.27,356.27,356.27,356.27,356.27,356.27,356.27,356.27,356.27,Upgrade
37,Working Capital,3620,3551,3456,3676,2970,2993,2406,2090,2244,2301,Upgrade
38,Book Value Per Share,19.70,19.57,19.40,20.26,16.90,16.85,16.81,16.76,16.88,17.22,Upgrade
39,Tangible Book Value,7017,6971,6911,7218,6021,6005,5988,5972,6014,6133,Upgrade
40,Tangible Book Value Per Share,19.70,19.57,19.40,20.26,16.90,16.85,16.81,16.76,16.88,17.22,Upgrade
41,Buildings,-,111.23,-,113.53,-,81.29,-,82.51,-,74.2,Upgrade
42,Machinery,-,424.19,-,420.57,-,410.63,-,402.93,-,401.94,Upgrade
