,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,269.01,364.11,627.6,497.66,669.45,593.32,814.72,973.25,919.44,1033,Upgrade
1,Short-Term Investments,298.58,271.2,10.15,-,24.98,59.08,46.25,267.88,486.35,108.08,Upgrade
2,Trading Asset Securities,410.06,313.41,324.12,583.28,806.15,1024,1100,697.29,615.12,746.94,Upgrade
3,Cash & Short-Term Investments,977.66,948.72,961.87,1081,1501,1676,1961,1938,2021,1888,Upgrade
4,Cash Growth,1.64%,-12.23%,-35.90%,-35.52%,-23.49%,-13.52%,-2.95%,2.67%,29.68%,33.20%,Upgrade
5,Accounts Receivable,2.67,3.4,6.3,10.15,10.35,5.31,5.83,6.01,23.58,27.07,Upgrade
6,Other Receivables,29.59,14.34,6.04,10.25,2.81,1.8,20.58,10.75,2.93,11.28,Upgrade
7,Receivables,53.83,34.03,30.84,43.06,70.8,73.3,107.71,111.77,114.78,71.92,Upgrade
8,Prepaid Expenses,0.05,0.84,1.44,1.42,5.46,6.22,8.73,13.59,19.21,9.1,Upgrade
9,Other Current Assets,88.75,70.36,47.63,119.17,27.2,21.81,40.23,309.1,10.84,15.11,Upgrade
10,Total Current Assets,1120,1054,1042,1245,1604,1778,2118,2373,2166,1984,Upgrade
11,"Property, Plant & Equipment",52.49,57.42,91.39,94.8,135.25,129.77,170.09,169.21,168,172.97,Upgrade
12,Long-Term Investments,1293,1299,1451,1383,1529,1398,1292,840.61,963.39,953.91,Upgrade
13,Goodwill,-,-,-,2.15,8.49,29.72,51.73,29.76,233.68,233.65,Upgrade
14,Other Intangible Assets,-,-,2.23,0.31,13.07,13.37,19.94,44.11,47.44,52.18,Upgrade
15,Long-Term Deferred Tax Assets,0.05,0.05,15.88,15.9,16.32,16.26,17.89,14.36,16.08,19.4,Upgrade
16,Other Long-Term Assets,126.12,149.19,135.47,145.07,130.15,133.39,98.66,57.27,67.63,75.62,Upgrade
17,Total Assets,2593,2560,2744,2905,3465,3527,3801,3546,3672,3503,Upgrade
18,Accounts Payable,1.44,1.14,1.14,0.9,0.98,1.58,1.27,1.37,2.47,2.48,Upgrade
19,Accrued Expenses,-,13.45,8,16.87,18.62,24.1,26.72,33.79,26.8,32.36,Upgrade
20,Short-Term Debt,128.33,135.08,116.98,318.61,436.64,287.17,397.64,141.35,114.04,-,Upgrade
21,Current Portion of Leases,1.13,1.5,4.67,3.01,4.01,4.63,7.99,7.91,4.09,3.93,Upgrade
22,Current Income Taxes Payable,76.65,77.91,77.99,78.24,80.28,78.57,101.96,103.14,79.1,118.5,Upgrade
23,Current Unearned Revenue,0.94,0.77,9.71,10.72,11.47,11.82,12.21,17.69,22.16,27.64,Upgrade
24,Other Current Liabilities,75.76,55.09,54.63,78.38,51.73,26.46,66.15,286.74,352.53,334.45,Upgrade
25,Total Current Liabilities,284.25,284.94,273.12,506.72,603.71,434.31,613.93,591.99,601.18,519.35,Upgrade
26,Long-Term Leases,0.12,1.13,0.51,0.56,1.98,0.18,1.3,5.08,1,2,Upgrade
27,Long-Term Deferred Tax Liabilities,18.3,19.29,24.47,23.89,27.2,27.61,30.22,34.93,98.61,113.94,Upgrade
28,Other Long-Term Liabilities,1.72,1.74,1.76,1.79,1.81,1.09,1.11,1.13,1.16,2.74,Upgrade
29,Total Liabilities,304.4,307.1,299.86,532.96,634.7,463.19,646.56,633.13,701.95,638.02,Upgrade
30,Common Stock,0.76,0.76,0.76,0.76,0.78,0.78,0.79,0.8,0.79,0.78,Upgrade
31,Additional Paid-In Capital,1374,1387,1400,1400,1721,1721,1721,1763,1761,1761,Upgrade
32,Retained Earnings,344.34,300.26,442.72,434.93,654.41,967.58,1011,838.75,794.05,758.13,Upgrade
33,Treasury Stock,-67.48,-53.95,-53.74,-53.74,-53.74,-32.47,-,-,-,-,Upgrade
34,Comprehensive Income & Other,637.04,618.94,655.02,590.55,507.16,405.89,422.45,195.76,303.83,235.33,Upgrade
35,Total Common Equity,2289,2253,2444,2372,2830,3063,3155,2798,2860,2755,Upgrade
36,Minority Interest,0.01,-0.38,-0.19,-0.03,0.72,0.68,-0.2,114.61,110.58,109.79,Upgrade
37,Shareholders' Equity,2289,2253,2444,2372,2831,3064,3155,2913,2970,2865,Upgrade
38,Total Liabilities & Equity,2593,2560,2744,2905,3465,3527,3801,3546,3672,3503,Upgrade
39,Total Debt,129.58,137.71,122.17,322.19,442.63,291.98,406.93,154.34,119.13,5.93,Upgrade
40,Net Cash (Debt),848.08,811.01,839.7,758.76,1058,1384,1554,1784,1902,1882,Upgrade
41,Net Cash Growth,1.00%,6.89%,-20.63%,-45.19%,-31.93%,-22.40%,-18.27%,-5.21%,22.20%,32.78%,Upgrade
42,Net Cash Per Share,0.72,0.69,0.71,0.63,0.87,-,1.21,-,1.49,-,Upgrade
43,Filing Date Shares Outstanding,1139,1174,1179,1179,1212,1233,1267,1281,1275,1259,Upgrade
44,Total Common Shares Outstanding,1139,1174,1179,1179,1212,1233,1267,1281,1275,1259,Upgrade
45,Working Capital,836.04,769.02,768.65,737.86,1000,1343,1504,1781,1565,1465,Upgrade
46,Book Value Per Share,2.01,1.92,2.07,2.01,2.33,2.48,2.49,2.18,2.24,2.19,Upgrade
47,Tangible Book Value,2289,2253,2442,2370,2808,3020,3083,2724,2579,2469,Upgrade
48,Tangible Book Value Per Share,2.01,1.92,2.07,2.01,2.32,2.45,2.43,2.13,2.02,1.96,Upgrade
49,Buildings,-,60.71,-,95.48,129.92,129.17,175.57,175.46,176.7,176.47,Upgrade
50,Machinery,-,33.38,-,41.39,51.39,48.55,47.04,37.09,50.88,49.68,Upgrade
51,Construction In Progress,-,-,-,-,-,-,0.04,0.04,-,-,Upgrade
52,Leasehold Improvements,-,9.97,-,9.95,10.21,9.79,7.99,7.99,9.67,9.63,Upgrade
