,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,379.44,406.35,333.92,410.9,400.49,-,1032,-,2684,-,Upgrade
1,Revenue Growth (YoY),13.63%,-1.11%,-16.62%,-,-61.19%,-,-61.56%,-,34.28%,-,Upgrade
2,Cost of Revenue,294.28,1014,108.9,651.56,376.43,-,740.84,-,2441,-,Upgrade
3,Gross Profit,85.15,-607.84,225.02,-240.66,24.06,-,291.04,-,243.58,-,Upgrade
4,"Selling, General & Admin",81.43,167.64,97.09,228.65,118.34,-,212.08,-,234.16,-,Upgrade
5,Other Operating Expenses,-3.2,-5.24,-3.11,-87.13,-19.4,-,-12.59,-,-55.74,-,Upgrade
6,Operating Expenses,90.89,172.39,93.98,141.64,99,-,199.74,-,234.22,-,Upgrade
7,Operating Income,-5.74,-780.23,131.04,-382.3,-74.94,-,91.29,-,9.36,-,Upgrade
8,Interest Expense,-65.05,-41.5,-51.36,-76.03,-22.06,-,-29.65,-,-141.01,-,Upgrade
9,Interest & Investment Income,54.08,41.41,20.45,71.52,68.12,-,18.99,-,2.91,-,Upgrade
10,Earnings From Equity Investments,-31.35,-14.56,-3.91,-111.66,2.17,-,8.51,-,17.52,-,Upgrade
11,Other Non Operating Income (Expenses),-86.62,-21.58,-,8.93,-,-,-,-,1.23,-,Upgrade
12,EBT Excluding Unusual Items,-134.68,-816.45,96.21,-489.54,-26.7,-,89.14,-,-109.98,-,Upgrade
13,Gain (Loss) on Sale of Investments,-,259.12,-,-,-,-,-,-,-,-,Upgrade
14,Gain (Loss) on Sale of Assets,-60.21,-3.27,2.68,0.05,-,-,-,-,519.62,-,Upgrade
15,Asset Writedown,32.23,-19.5,-1.21,298.32,-290.08,-,346.28,-,-538.57,-,Upgrade
16,Other Unusual Items,-,-3.36,553.88,-,-,-,-,-,-,-,Upgrade
17,Pretax Income,-162.66,-583.46,651.56,-191.18,-316.78,-,435.42,-,-128.93,-,Upgrade
18,Income Tax Expense,-19.44,-11.06,23.88,87.98,-58.59,-,111.52,-,-66.32,-,Upgrade
19,Earnings From Continuing Operations,-143.22,-572.4,627.68,-279.16,-258.19,-,323.9,-,-62.61,-,Upgrade
20,Earnings From Discontinued Operations,-,-,-,-,-,-,-78.22,-,-,-,Upgrade
21,Net Income to Company,-143.22,-572.4,627.68,-279.16,-258.19,-,245.68,-,-62.61,-,Upgrade
22,Minority Interest in Earnings,63.45,26.21,21.01,-38.76,24.59,-,-75.62,-,167.5,-,Upgrade
23,Net Income,-79.77,-546.19,648.69,-317.92,-233.6,-,170.06,-,104.88,-,Upgrade
24,Net Income to Common,-79.77,-546.19,648.69,-317.92,-233.6,-,170.06,-,104.88,-,Upgrade
25,Net Income Growth,-,-,-,-,-,-,62.15%,-,-71.69%,-,Upgrade
26,Shares Outstanding (Basic),2680,2578,1743,1569,1569,-,1569,-,1502,-,Upgrade
27,Shares Outstanding (Diluted),2680,2578,1743,1569,1569,-,1569,-,1502,-,Upgrade
28,Shares Change (YoY),53.78%,64.28%,11.04%,-,0.00%,-,4.49%,-,13.96%,-,Upgrade
29,EPS (Basic),-0.03,-0.21,0.37,-0.20,-0.15,-,0.11,-,0.07,-,Upgrade
30,EPS (Diluted),-0.03,-0.21,0.37,-0.20,-0.15,-,0.11,-,0.07,-,Upgrade
31,EPS Growth,-,-,-,-,-,-,54.89%,-,-75.10%,-,Upgrade
32,Free Cash Flow,29.05,-58.27,193.93,172.06,358.78,-,-52.2,-,-1114,-,Upgrade
33,Free Cash Flow Per Share,0.01,-0.02,0.11,0.11,0.23,-,-0.03,-,-0.74,-,Upgrade
34,Operating Margin,-1.51%,-192.01%,39.24%,-93.04%,-18.71%,-,8.85%,-,0.35%,-,Upgrade
35,Profit Margin,-21.02%,-134.41%,194.27%,-77.37%,-58.33%,-,16.48%,-,3.91%,-,Upgrade
36,Free Cash Flow Margin,7.66%,-14.34%,58.08%,41.87%,89.59%,-,-5.06%,-,-41.49%,-,Upgrade
37,EBITDA,4.25,-788.42,149.74,-387.97,-57.3,-,132.53,-,43.33,-,Upgrade
38,D&A For EBITDA,9.99,-8.19,18.7,-5.68,17.64,-7.62,41.23,38.39,33.97,46.19,Upgrade
39,EBIT,-5.74,-780.23,131.04,-382.3,-74.94,-,91.29,-,9.36,-,Upgrade
