,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,587111,481699,810101,810101,600911,471286,728368,406474,368882,303907,765389,478992,493441,303186,822856,518701,352581,152332,436305,508944,Upgrade
1,Revenue Growth (YoY),-2.30%,2.21%,11.22%,99.30%,62.90%,55.08%,-4.84%,-15.14%,-25.24%,0.24%,-6.98%,-7.66%,39.95%,99.03%,88.60%,1.92%,-24.19%,-46.55%,-39.25%,105.28%,Upgrade
2,Cost of Revenue,533081,424796,708069,708069,516193,417955,666932,357209,337003,266177,704180,408414,452887,264486,760844,466251,329851,125861,394579,467485,Upgrade
3,Gross Profit,54030,56903,102031,102031,84718,53331,61436,49265,31879,37731,61209,70579,40555,38699,62012,52450,22730,26471,41726,41459,Upgrade
4,"Selling, General & Admin",27923,20350,46156,46156,34384,22656,31815,31336,29259,24467,21596,54978,31244,26604,32844,38264,20334,18730,27661,26364,Upgrade
5,Operating Expenses,27923,20350,46156,46156,34384,22656,31815,31336,29259,24467,21596,54978,31244,26604,32844,38264,20334,18730,27661,26364,Upgrade
6,Operating Income,26107,36553,55875,55875,50334,30675,29621,17929,2620,13263,39613,15601,9310,12095,29167,14187,2396,7741,14064,15095,Upgrade
7,Interest Expense,-17356,-9482,-13873,-13873,-12120,-10580,-8705,-8181,-3593,-5815,-15596,-2286,-1579,-3133,-1608,-7026,-495.23,-6588,-7374,-7800,Upgrade
8,Interest & Investment Income,-,868.69,2594,2594,-,776.43,-,1329,235.89,2036,-,1202,1973,1473,566.75,1130,1212,1055,-,1153,Upgrade
9,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.44,-,-,-44.44,-126.45,-,Upgrade
10,Currency Exchange Gain (Loss),-,-,-132.55,-132.55,-,-,-,-,-,-,-,-,-,-,837.16,-,-,-,-,-,Upgrade
11,Other Non Operating Income (Expenses),10136,-895.39,-6017,-6017,5295,1053,-2234,-1580,81.04,34.67,-425.16,-4586,-2450,-1273,-4660,-3101,316.56,-684.08,-2007,-244.06,Upgrade
12,EBT Excluding Unusual Items,18888,27045,38446,38446,43509,21924,18683,9497,-655.78,9520,23592,9931,7254,9162,24348,5190,3429,1480,4556,8203,Upgrade
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-10002,-,-,-,2419,-,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,717.54,717.54,-,-,1874,-,825.18,-,-,-,-,-,3639,-,-,-,163.64,-,Upgrade
15,Pretax Income,18888,27045,39163,39163,43509,21924,20557,9497,169.4,9520,23592,9931,7254,9162,17985,5190,3429,1480,7139,8203,Upgrade
16,Income Tax Expense,2914,4173,6910,6910,3668,4912,6791,698.78,196.89,1928,-238.83,2742,1032,1731,3131,544.64,936.56,618.64,2604,770.22,Upgrade
17,Earnings From Continuing Operations,15974,22872,32253,32253,39841,17012,13766,8799,-27.49,7592,23831,7189,6222,7431,14854,4645,2493,861.23,4535,7433,Upgrade
18,Minority Interest in Earnings,703.71,-179.66,-1887,-1887,257.36,389.62,1102,-1727,-349.6,448.64,1142,-1361,100.62,-54.58,1440,-1678,82.66,32.95,225.53,-345.96,Upgrade
19,Net Income,16678,22692,30366,30366,40098,17402,14868,7071,-377.09,8041,24973,5828,6323,7376,16294,2967,2575,894.19,4761,7087,Upgrade
20,Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,4255,-,-,-,2556,-,-,-,2476,-,Upgrade
21,Net Income to Common,16678,22692,30366,30366,40098,17402,14868,7071,-377.09,8041,20717,5828,6323,7376,13738,2967,2575,894.19,2285,7087,Upgrade
22,Net Income Growth,-58.41%,30.40%,104.23%,329.43%,-,116.42%,-40.46%,21.34%,-,9.01%,53.26%,96.41%,145.50%,724.92%,242.26%,-58.13%,-66.35%,38.68%,-45.69%,-20.23%,Upgrade
23,Shares Outstanding (Basic),75,86,86,86,63,86,86,86,86,86,79,86,88,83,82,82,83,82,82,82,Upgrade
24,Shares Outstanding (Diluted),75,86,86,86,63,86,86,86,86,86,79,86,88,83,82,82,83,82,82,82,Upgrade
25,Shares Change (YoY),17.68%,-0.01%,-0.01%,-0.01%,-26.05%,-0.00%,8.54%,-0.00%,-2.80%,2.96%,-3.39%,4.04%,6.85%,1.23%,-0.36%,0.42%,0.59%,0.25%,-,-,Upgrade
26,EPS (Basic),223.50,264.65,354.16,354.16,632.38,202.94,173.39,82.46,-4.40,93.77,262.23,67.96,71.67,88.57,168.00,36.00,31.19,10.87,27.84,86.36,Upgrade
27,EPS (Diluted),223.50,264.65,354.16,354.16,632.38,202.94,173.30,82.46,-4.40,93.77,262.23,67.96,71.67,88.57,167.63,36.00,31.19,10.87,27.84,86.36,Upgrade
28,EPS Growth,-64.66%,30.41%,104.36%,329.47%,-,116.42%,-33.91%,21.34%,-,5.87%,56.44%,88.77%,129.75%,714.94%,502.14%,-58.31%,-66.55%,38.33%,-64.30%,-20.23%,Upgrade
29,Free Cash Flow,-270013,146294,-69218,-69218,-388226,438012,-39183,-136606,-4466,87128,-15723,-46468,26283,-28769,-107454,11485,-64753,-509.71,16572,-5134,Upgrade
30,Free Cash Flow Per Share,-3618.45,1706.16,-807.30,-807.30,-6122.66,5108.08,-456.95,-1593.10,-52.08,1016.06,-199.02,-541.89,297.93,-345.43,-1314.02,139.35,-784.34,-6.19,201.92,-62.56,Upgrade
31,Gross Margin,9.20%,11.81%,12.59%,12.59%,14.10%,11.32%,8.43%,12.12%,8.64%,12.42%,8.00%,14.73%,8.22%,12.76%,7.54%,10.11%,6.45%,17.38%,9.56%,8.15%,Upgrade
32,Operating Margin,4.45%,7.59%,6.90%,6.90%,8.38%,6.51%,4.07%,4.41%,0.71%,4.36%,5.18%,3.26%,1.89%,3.99%,3.54%,2.74%,0.68%,5.08%,3.22%,2.97%,Upgrade
33,Profit Margin,2.84%,4.71%,3.75%,3.75%,6.67%,3.69%,2.04%,1.74%,-0.10%,2.65%,2.71%,1.22%,1.28%,2.43%,1.67%,0.57%,0.73%,0.59%,0.52%,1.39%,Upgrade
34,Free Cash Flow Margin,-45.99%,30.37%,-8.54%,-8.54%,-64.61%,92.94%,-5.38%,-33.61%,-1.21%,28.67%,-2.05%,-9.70%,5.33%,-9.49%,-13.06%,2.21%,-18.37%,-0.33%,3.80%,-1.01%,Upgrade
35,EBITDA,54651,54214,95993,95993,74750,62161,47499,112072,51392,24781,50834,137029,52742,53037,44773,134676,20387,17541,23417,104403,Upgrade
36,EBITDA Margin,9.31%,11.25%,11.85%,11.85%,12.44%,13.19%,6.52%,27.57%,13.93%,8.15%,6.64%,28.61%,10.69%,17.49%,5.44%,25.96%,5.78%,11.51%,5.37%,20.51%,Upgrade
37,D&A For EBITDA,28544,17660,40118,40118,24416,31486,17877,94143,48771,11518,11221,121428,43431,40941,15606,120490,17991,9800,9353,89308,Upgrade
38,EBIT,26107,36553,55875,55875,50334,30675,29621,17929,2620,13263,39613,15601,9310,12095,29167,14187,2396,7741,14064,15095,Upgrade
39,EBIT Margin,4.45%,7.59%,6.90%,6.90%,8.38%,6.51%,4.07%,4.41%,0.71%,4.36%,5.18%,3.26%,1.89%,3.99%,3.54%,2.73%,0.68%,5.08%,3.22%,2.97%,Upgrade
40,Effective Tax Rate,15.43%,15.43%,17.64%,17.64%,8.43%,22.40%,33.03%,7.36%,116.23%,20.25%,-,27.61%,14.22%,18.89%,17.41%,10.49%,27.31%,41.80%,36.47%,9.39%,Upgrade
41,Revenue as Reported,587111,481699,810101,810101,600911,471286,728368,406474,368882,303907,765389,478992,493441,303186,822856,518701,352581,152332,436305,508944,Upgrade
