,Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,62833,37142,61219,61219,129971,-,16662,27555,47655,26791,47752,23824,48950,49672,33956,51785,-,54585,32664,20316,Upgrade
1,Short-Term Investments,40515,47115,49966,49966,30558,-,9858,-,2033,-,795.3,3092,735,-,6936,-,-,100,157.08,-,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,-,-,1004,-,-,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,103348,84257,111184,111184,160529,26519,26519,27555,49688,27796,48548,26916,49685,49672,40892,51785,-,54685,32821,20316,Upgrade
4,Cash Growth,-35.62%,217.72%,319.26%,303.50%,223.07%,-4.59%,-45.37%,2.37%,0.01%,-44.04%,18.72%,-48.02%,-,-9.17%,24.59%,154.89%,-,354.20%,-2.25%,1.71%,Upgrade
5,Accounts Receivable,108160,32790,215439,215439,158623,-,137397,95271,46021,78453,146981,221031,87752,70662,148410,192809,-,19962,92934,121357,Upgrade
6,Other Receivables,7871,48561,12581,12581,12510,-,5833,20233,10672,34110,13904,17758,5933,110375,19528,34087,-,45077,15069,36724,Upgrade
7,Receivables,116031,81351,228019,228019,171134,-,143230,115505,56694,112562,160886,261045,93686,181036,167938,226896,-,65039,108003,160089,Upgrade
8,Inventory,1368325,901176,1078651,1078651,638969,-,759830,1066878,817302,516498,640741,1010777,600139,443463,498141,673978,-,267204,249052,442908,Upgrade
9,Prepaid Expenses,38953,30884,3663,3663,59294,-,4480,22161,22127,27419,5007,10028,58974,49817,6085,20539,-,21153,5629,5910,Upgrade
10,Other Current Assets,147854,258793,171915,171915,233557,-,183164,145902,37507,165451,136242,68120,127581,232767,166895,161322,-,219930,239103,147953,Upgrade
11,Total Current Assets,1774511,1356461,1593433,1593433,1263483,-,1117223,1378001,983317,849726,991422,1376886,930064,956755,879951,1134519,-,628011,634608,777177,Upgrade
12,"Property, Plant & Equipment",1159798,1141877,1156177,1156177,1230991,-,1300829,1301972,1375170,1412771,1421284,1403479,1462731,1497749,1508772,1469763,-,1424544,1431215,1391787,Upgrade
13,Long-Term Investments,55836,85836,85836,85836,85836,-,35836,35850,35850,36251,36251,36251,36251,36251,36251,50754,-,50754,50754,50880,Upgrade
14,Goodwill,-,-,-,-,845.83,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Other Intangible Assets,42979,43526,44073,44073,45167,-,46261,46808,47355,47902,48473,46907,47412,34542,34643,34742,-,44225,34932,35041,Upgrade
16,Long-Term Deferred Tax Assets,-,122.04,122.04,122.04,444.3,-,1397,3421,3421,3421,3421,122.04,122.04,122.04,316.9,122.04,-,122.04,122.04,-,Upgrade
17,Long-Term Deferred Charges,-,-,-,-,-,-,-,-,-,-,5599,-,5599,-,11197,-,-,-,-,-,Upgrade
18,Other Long-Term Assets,73315,90442,90618,90618,91727,-,40517,47218,47062,47073,52039,51777,44687,54675,47065,47053,-,50376,50797,54418,Upgrade
19,Total Assets,3106438,2718263,2970259,2970259,2718493,-,2542062,2813270,2492175,2397144,2558489,2915423,2526866,2580095,2518196,2736953,-,2198031,2202427,2309303,Upgrade
20,Accounts Payable,102284,43778,55089,55089,63400,-,79897,140939,81848,62034,106480,240081,51715,81809,132331,290522,-,62356,87618,160272,Upgrade
21,Accrued Expenses,96260,57948,114135,114135,39413,-,44975,95649,104852,51223,97509,132254,120889,82890,107518,123710,-,35625,58142,85518,Upgrade
22,Short-Term Debt,942648,688121,855520,855520,776305,-,651871,612248,494662,473307,582451,613830,522944,578672,547947,476519,-,446017,425240,436432,Upgrade
23,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,958.29,1917,-,Upgrade
24,Current Income Taxes Payable,-,26236,19962,19962,6555,-,7431,3964,1966,26273,8301,7871,2575,19689,5195,6078,-,10388,-,8061,Upgrade
25,Other Current Liabilities,178843,80699,125513,125513,63626,-,45990,245820,101055,68197,53023,242782,147986,165966,93433,226615,-,36705,29748,51046,Upgrade
