,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,930297,953607,985661,1001688,879666,823755,913213,887121,542709,476362,686000,665700,1085000,1092000,1000432,754567,867585,526580,434127,328275,256591,Upgrade
1,Market Cap Growth,15.76%,15.76%,7.93%,12.91%,62.09%,72.93%,33.12%,33.26%,-49.98%,-56.38%,-31.43%,-11.78%,25.06%,107.38%,130.45%,129.86%,238.12%,68.31%,29.60%,-8.58%,-37.62%,Upgrade
2,Enterprise Value,1806759,1595338,1767684,2038332,1529356,1480067,1569525,1507476,1021619,955459,1253938,1287882,1592074,1653115,1539548,1203083,1265951,924946,835363,749989,668045,Upgrade
3,Last Close Price,10850.00,10646.22,11004.07,11183.00,9820.24,9196.07,10194.74,9903.46,6058.59,5317.91,7658.02,7431.40,12112.17,12190.31,11408.88,8712.95,10119.52,6142.04,5063.67,3829.01,2992.88,Upgrade
4,PE Ratio,9.60,9.53,7.98,8.47,8.56,10.37,23.44,29.97,15.31,-,16.77,16.54,32.62,35.92,37.53,37.40,99.48,41.01,24.23,18.58,11.78,Upgrade
5,Forward PE,-,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,16.19,Upgrade
6,PS Ratio,0.36,0.35,0.36,0.37,0.34,0.37,0.46,0.49,0.29,0.25,0.34,0.33,0.52,0.51,0.50,0.41,0.59,0.36,0.28,0.19,0.13,Upgrade
7,PB Ratio,0.47,0.54,0.55,0.57,0.50,0.48,0.55,0.54,0.33,0.29,0.42,0.41,0.67,0.68,0.64,0.49,0.57,-,0.29,0.22,0.17,Upgrade
8,P/TBV Ratio,0.57,0.57,0.57,0.59,0.52,0.50,0.58,0.56,0.35,0.31,0.44,0.43,0.70,0.71,0.66,0.51,0.59,-,0.30,0.22,0.17,Upgrade
9,P/FCF Ratio,-,-,-2.59,-,-,-,3.54,-,-,-,13.39,-,-,-11.09,-,-,-23.32,-,-,17.49,-,Upgrade
10,P/OCF Ratio,-,-,-2.73,-,-,-,2.97,-,-,4.42,4.57,11.83,-,19.00,-34.58,-,2.74,-,1.11,0.91,-,Upgrade
11,EV/Sales Ratio,0.67,0.59,0.65,0.76,0.59,0.67,0.79,0.83,0.55,0.50,0.61,0.63,0.76,0.77,0.77,0.65,0.87,0.64,0.53,0.44,0.34,Upgrade
12,EV/EBITDA Ratio,6.02,5.30,5.51,6.20,5.45,4.99,5.75,6.39,4.27,3.62,4.72,4.39,5.54,5.80,6.09,5.53,6.46,5.58,4.36,3.91,3.21,Upgrade
13,EV/EBIT Ratio,10.36,9.15,8.90,10.57,9.19,11.51,19.41,23.76,13.91,13.44,16.12,16.81,24.06,25.53,26.62,22.49,32.98,23.54,16.32,14.40,11.71,Upgrade
14,EV/FCF Ratio,-6.89,-,-4.65,-,-,-,6.09,-,-,-,24.48,-,-,-16.79,-,-,-34.03,-,-,39.95,-,Upgrade
15,Debt / Equity Ratio,0.54,0.54,0.39,0.49,0.49,0.46,0.40,0.40,0.38,0.31,0.29,0.36,0.38,0.33,0.37,0.36,0.31,-,0.30,0.29,0.29,Upgrade
16,Debt / EBITDA Ratio,3.16,4.34,3.20,2.24,2.24,2.62,2.63,3.45,1.38,2.44,4.84,2.90,1.13,2.51,2.75,3.08,0.89,-,6.42,4.60,1.05,Upgrade
17,Debt / FCF Ratio,-,-,-1.83,-,-,-,2.54,-,-,-,9.36,-,-,-5.38,-,-,-12.93,-,-,22.97,-,Upgrade
18,Asset Turnover,0.81,0.68,1.09,-,-,-,1.09,0.61,0.60,0.49,1.12,0.70,0.77,0.48,1.25,-,-,0.28,0.77,0.90,Upgrade,
19,Inventory Turnover,2.37,1.88,1.72,2.63,-,-,-,2.92,1.52,2.02,1.84,3.41,2.03,3.47,2.25,5.19,-,-,1.95,4.56,5.48,Upgrade
20,Quick Ratio,0.17,0.17,0.18,0.29,0.29,0.35,-,0.20,0.13,0.14,0.21,0.25,0.21,0.17,0.25,0.24,0.25,-,0.20,0.23,0.24,Upgrade
21,Current Ratio,1.34,1.34,1.51,1.36,1.36,1.33,-,1.35,1.25,1.25,1.25,1.17,1.11,1.10,1.03,0.99,1.01,-,1.06,1.05,1.05,Upgrade
22,Return on Equity (ROE),3.60%,5.14%,7.30%,-,9.49%,4.12%,3.34%,2.15%,-0.01%,1.85%,5.86%,1.79%,1.57%,1.90%,3.85%,-,-,0.23%,1.20%,1.98%,Upgrade,
