,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,186.86,170.68,170.73,171.35,172.15,177.37,159.46,121.59,139.82,142.59
1,Revenue Growth (YoY),9.45%,-0.39%,-0.82%,-3.39%,7.96%,45.88%,14.05%,-14.73%,6.74%,-
2,Cost of Revenue,145.79,156.13,123.59,153.41,123.06,139.88,107.31,112.67,85.26,95.76
3,Gross Profit,41.07,14.55,47.14,17.94,49.09,37.48,52.15,8.92,54.56,46.83
4,"Selling, General & Admin",22.88,26.21,26.94,26.62,24.44,25.65,19.02,18.56,17.06,21.78
5,Operating Expenses,29.97,28.08,30.9,32.86,27.2,27.24,20.69,18.15,17.06,21.94
6,Operating Income,11.09,-13.53,16.24,-14.92,21.89,10.24,31.46,-9.24,37.5,24.89
7,Interest Expense,-,-0,-0.01,-0.03,-0.01,-0.01,-0.05,-0.06,-0.05,-0.09
8,Interest & Investment Income,0.67,0.56,0.59,0.64,0.87,1.2,1.17,2.55,5.89,0.04
9,Currency Exchange Gain (Loss),0.11,-0.18,0.34,0.51,0.61,-0.29,-0.22,-1.78,1.09,0.3
10,Other Non Operating Income (Expenses),-1.41,-17.58,-0.59,-55.04,-11.76,0.15,2.92,0.01,-4.05,-4.56
11,EBT Excluding Unusual Items,10.47,-30.72,16.59,-68.85,11.6,11.3,35.28,-8.52,40.38,20.59
12,Gain (Loss) on Sale of Assets,-,-0,-,-0.01,-,-2.41,-,0,-,-
13,Asset Writedown,-,-,-,-,-,-,-,1.24,-1.24,-
14,Other Unusual Items,-,0.08,-,1.24,-,-,-,-,-,-
15,Pretax Income,10.47,-30.64,16.59,-67.62,11.6,8.89,35.28,-7.27,39.13,20.59
16,Income Tax Expense,3.74,-3.55,3.24,-6.39,2.24,4.9,8.07,2.02,9.08,7.65
17,Earnings From Continuing Operations,6.73,-27.09,13.35,-61.23,9.36,4,27.21,-9.29,30.05,12.94
18,Minority Interest in Earnings,-0.09,-0.29,-0.01,0.04,-0.08,-0.41,-0.07,-0.06,-,-
19,Net Income,6.64,-27.38,13.34,-61.19,9.28,3.59,27.14,-9.35,30.05,12.94
20,Net Income to Common,6.64,-27.38,13.34,-61.19,9.28,3.59,27.14,-9.35,30.05,12.94
21,Net Income Growth,-50.22%,-,43.69%,-,-65.80%,-,-9.70%,-,132.18%,-
22,Shares Outstanding (Basic),405,405,405,405,405,405,405,406,363,300
23,Shares Outstanding (Diluted),405,405,405,405,405,405,405,406,363,300
24,Shares Change (YoY),-,-,-,-,-,-0.19%,11.67%,35.17%,46.58%,-
25,EPS (Basic),0.02,-0.07,0.03,-0.15,0.02,0.01,0.07,-0.02,0.08,0.04
26,EPS (Diluted),0.02,-0.07,0.03,-0.15,0.02,0.01,0.07,-0.02,0.08,0.04
27,EPS Growth,-50.23%,-,43.69%,-,-65.80%,-,-19.13%,-,58.40%,-
28,Free Cash Flow,-4.44,-15,16.96,-23.57,-10.63,-62.37,-0.67,34.94,-32.78,-13.21
29,Free Cash Flow Per Share,-0.01,-0.04,0.04,-0.06,-0.03,-0.15,-0.00,0.09,-0.09,-0.04
30,Operating Margin,5.94%,-7.93%,9.51%,-8.71%,12.71%,5.77%,19.73%,-7.60%,26.82%,17.46%
31,Profit Margin,3.55%,-16.04%,7.81%,-35.71%,5.39%,2.02%,17.02%,-7.69%,21.49%,9.07%
32,Free Cash Flow Margin,-2.38%,-8.79%,9.94%,-13.75%,-6.17%,-35.17%,-0.42%,28.74%,-23.44%,-9.26%
33,EBITDA,15.88,-10.02,20.84,-10.8,26.64,13.47,33.56,-8.61,37.92,25.24
34,D&A For EBITDA,4.79,3.51,4.6,4.12,4.75,3.23,2.11,0.63,0.42,0.35
35,EBIT,11.09,-13.53,16.24,-14.92,21.89,10.24,31.46,-9.24,37.5,24.89
