,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,71,73,68,73,97,101,255,280,413,592,-
1,Market Cap Growth,-0.55%,-0.55%,-30.42%,-27.60%,-61.90%,-63.77%,-38.24%,-52.74%,-,-,-
2,Enterprise Value,-74,-80,-98,-79,-99,-102,-32,-49,253,563,-
3,Last Close Price,0.18,0.18,0.17,0.18,0.24,0.25,0.63,0.69,1.02,1.46,-
4,PE Ratio,-,-3.27,-,-1.42,-,6.72,6.77,13.07,-,12.55,-
5,PS Ratio,0.19,0.19,0.18,0.20,0.25,0.25,0.62,0.83,1.33,1.91,-
6,PB Ratio,0.27,0.28,0.26,0.30,0.40,0.32,0.79,0.89,1.49,2.22,-
7,P/TBV Ratio,0.34,0.34,0.32,0.37,0.52,0.38,0.96,0.91,1.52,2.27,-
8,P/FCF Ratio,-,-,-,-10.28,-,-,-,-,160.87,-,-
9,P/OCF Ratio,-,-,-,-17.78,-,-,-,-,19.22,-,-
10,EV/Sales Ratio,-,-,-,-,-,-,-,-,0.82,1.82,-
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,8.12,-
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,8.22,-
13,EV/FCF Ratio,3.54,-,-,-,-,-,-,-,98.47,-,-
14,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.02
15,Debt / FCF Ratio,-,-,-,-0.02,-,-,-,-,0.45,-,-
16,Return on Capital Employed (ROCE),-,-0.99%,-,0.57%,-,11.56%,15.60%,8.52%,-,25.46%,74.04%
17,Earnings Yield,-31.25%,-30.55%,-22.86%,-70.48%,-60.33%,14.87%,14.77%,7.65%,5.95%,7.97%,-
18,FCF Yield,-29.29%,-28.64%,3.19%,-9.72%,-39.73%,-84.39%,-30.31%,14.74%,0.62%,-8.53%,-
19,Buyback Yield / Dilution,-,-,-,-,-,0.19%,-11.67%,-35.17%,-46.58%,-,
20,Total Shareholder Return,-,-,-,-,-,0.19%,-11.67%,-35.17%,-46.58%,-,
