,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 30, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,12360,12360,13382,41871,5478,4306,3423,17487,16983,14719,16935,18721,17432,-,33579,37528,9313,17199,2273,4489,Upgrade
1,Short-Term Investments,2000,2000,14000,14000,12000,12000,17100,26100,11000,9000,12400,19868,-,-,-,-,-,-,14500,16200,Upgrade
2,Cash & Short-Term Investments,14360,14360,27382,55871,17478,16306,20523,43587,27983,23719,29335,38590,17432,-,33579,37528,9313,17199,16773,20689,Upgrade
3,Cash Growth,-17.84%,-11.93%,33.42%,28.18%,-37.54%,-31.25%,-30.04%,12.95%,60.53%,-,-12.64%,2.83%,87.19%,-,100.20%,81.39%,43.11%,425.96%,-,-5.38%,Upgrade
4,Accounts Receivable,6224,6224,14996,13731,5583,11300,14618,11200,7567,13239,20557,13562,13255,-,16222,29471,10311,15971,21324,27013,Upgrade
5,Other Receivables,1341,1341,888.46,1681,1570,1924,1274,792.53,1042,3831,500.98,1987,1763,-,359.09,365.32,292.37,256.68,203.06,1923,Upgrade
6,Receivables,7565,7565,15885,15412,7153,13225,15892,11993,8609,17070,21058,15548,15017,-,16581,29837,10603,16228,21527,28936,Upgrade
7,Inventory,108903,108903,108388,116550,119673,126151,136234,132102,122622,98761,101795,129026,101378,-,79517,102370,96714,74395,84600,107428,Upgrade
8,Prepaid Expenses,155.71,155.71,150.11,190.97,260.67,87.78,96.44,79.22,96.19,101.69,153.21,201.16,260.23,-,227.37,162.25,220.85,58.14,48.33,51.71,Upgrade
9,Other Current Assets,2200,2200,2551,1427,1007,272.51,1389,3321,3042,1800,1353,6052,9901,-,4757,2544,3299,1139,102.02,2386,Upgrade
10,Total Current Assets,133184,133184,154356,189451,145572,156042,174134,191083,162352,141451,153695,189417,143988,-,134661,172441,120150,109020,123049,159490,Upgrade
11,"Property, Plant & Equipment",40104,40104,42509,43920,45070,45441,46571,46464,47834,45803,47217,47921,49391,-,53028,54649,54793,56001,57931,58915,Upgrade
12,Long-Term Investments,20039,20039,20039,20039,20039,20039,20039,20039,20039,20039,20039,20039,20039,-,20039,20039,20039,20039,20039,20039,Upgrade
