,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 30, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,114856,113906,106313,104414,106313,106313,94922,116754,104414,119602,109160,100617,121500,128145,105363,102516,98719,93973,90176,92074,93024,Upgrade
1,Market Cap Growth,7.14%,7.14%,12.00%,-10.57%,1.82%,-11.11%,-13.04%,16.04%,-14.06%,-6.67%,3.60%,-1.85%,23.08%,36.36%,16.84%,11.34%,6.12%,19.28%,0%,-3.00%,-2.00%,Upgrade
2,Enterprise Value,104369,92119,84525,48544,110210,118563,105355,86744,105646,107233,99981,62278,125875,100339,77558,65968,97491,80400,75067,72627,114917,Upgrade
3,Last Close Price,12100.00,11500.00,10733.33,10541.67,10266.67,9849.32,8794.04,10816.67,9283.38,10211.72,9320.22,8590.81,9977.87,10136.64,8334.57,8109.31,7454.01,6740.86,6468.50,6264.24,6328.82,Upgrade
4,PE Ratio,8.83,8.87,7.79,7.66,8.44,8.33,9.01,9.93,7.74,8.61,7.96,8.34,9.96,10.35,8.09,7.77,8.59,7.96,7.52,7.32,7.43,Upgrade
5,PS Ratio,0.48,0.48,0.44,0.44,0.47,0.46,0.44,0.49,0.40,0.45,0.40,0.41,0.49,0.49,0.42,0.38,0.40,0.35,0.34,0.32,0.32,Upgrade
6,PB Ratio,0.66,0.65,0.61,0.62,0.63,0.62,0.56,0.70,0.62,0.71,0.65,0.61,0.74,0.78,-,0.63,0.61,0.58,0.56,0.56,0.58,Upgrade
7,P/TBV Ratio,0.65,0.65,0.61,0.62,0.63,0.62,0.56,0.70,0.62,0.71,0.65,0.61,0.74,0.78,-,0.63,0.61,0.58,0.56,0.56,0.58,Upgrade
8,P/FCF Ratio,5.28,-,-,-,3.25,21.58,-,-,-286.45,-,3.87,-,4.10,-,-,-,3.85,-,2.87,-,4.31,Upgrade
9,P/OCF Ratio,5.11,-,-,-,3.00,14.35,-,-,27.23,-,3.58,-,3.90,-,-,-,3.45,-,2.62,-,3.99,Upgrade
10,EV/Sales Ratio,0.44,0.39,0.35,0.20,0.48,0.52,0.48,0.37,0.40,0.41,0.37,0.25,0.51,0.38,0.31,0.25,0.39,0.30,0.28,0.26,0.40,Upgrade
11,EV/EBIT Ratio,6.28,5.84,4.87,2.60,5.99,6.85,7.47,5.80,6.16,-,5.73,4.01,7.85,-,4.16,3.49,6.14,5.18,4.95,4.49,7.21,Upgrade
12,EV/FCF Ratio,4.79,-,-,-,3.37,24.07,-,-,-289.82,-,3.55,-,4.25,-,-,-,3.81,-,2.39,-,5.32,Upgrade
13,Debt / Equity Ratio,0.02,0.02,0.02,0.03,-,0.12,0.17,0.19,0.08,0.17,0.07,0.12,0.00,0.13,-,0.04,0.01,0.05,0.02,0.01,0.01,Upgrade
14,Debt / FCF Ratio,0.18,-,-,-,-,4.34,-,-,-37.25,-,0.40,-,0.01,-,-,-,0.04,-,0.12,-,0.06,Upgrade
15,Asset Turnover,0.77,0.75,1.55,1.18,0.77,0.63,1.27,1.15,0.56,1.02,1.76,1.21,-,-,1.87,1.55,0.57,0.95,1.60,1.86,Upgrade,
16,Inventory Turnover,1.77,1.27,1.22,2.85,1.90,1.20,0.87,2.06,1.82,1.04,1.80,3.19,2.03,-,-,4.10,2.94,1.08,1.96,3.29,3.37,Upgrade
17,Quick Ratio,1.10,1.10,1.10,0.90,0.84,0.61,0.54,0.48,0.61,0.58,1.00,0.87,0.57,0.65,-,1.08,0.78,0.60,1.38,1.02,0.63,Upgrade
18,Current Ratio,6.66,6.66,6.66,3.20,2.24,3.58,2.85,2.28,2.09,2.58,3.47,2.65,2.00,2.90,-,2.90,2.00,3.62,4.50,3.29,2.03,Upgrade
19,Return on Equity (ROE),5.23%,5.69%,11.53%,7.55%,7.30%,5.80%,9.27%,8.05%,2.08%,8.79%,13.64%,9.20%,-,-,14.16%,9.76%,3.30%,5.36%,9.98%,10.61%,Upgrade,
20,Return on Assets (ROA),1.64%,2.59%,4.62%,8.57%,3.29%,3.74%,4.06%,7.03%,-0.39%,5.04%,6.52%,8.06%,-,-,7.42%,8.88%,2.05%,3.44%,4.25%,8.38%,Upgrade,
21,Return on Capital (ROIC),1.79%,3.02%,6.33%,11.03%,3.68%,4.42%,5.39%,9.10%,-0.45%,5.98%,8.99%,10.88%,-,-,10.26%,11.84%,2.33%,4.05%,5.74%,10.75%,Upgrade,
22,Return on Capital Employed (ROCE),9.55%,9.05%,9.96%,11.03%,10.85%,10.10%,8.38%,9.03%,10.26%,-,10.41%,9.46%,9.79%,-,-,11.65%,9.81%,9.54%,9.38%,9.84%,9.90%,Upgrade
23,Earnings Yield,11.32%,11.27%,12.84%,13.05%,11.85%,12.00%,11.10%,10.07%,12.92%,11.62%,12.56%,11.99%,10.04%,9.66%,12.35%,12.87%,11.65%,12.56%,13.30%,13.66%,13.46%,Upgrade
24,FCF Yield,18.95%,19.11%,33.64%,37.41%,30.72%,4.63%,-21.97%,-9.58%,-0.35%,8.86%,25.81%,8.82%,24.39%,-,10.19%,25.24%,25.95%,33.73%,34.82%,30.80%,23.21%,Upgrade
25,Dividend Yield,8.26%,-,-,4.74%,-,-,-,9.24%,-,9.79%,-,11.64%,-,4.93%,-,-,-,7.42%,-,-,-,Upgrade
26,Payout Ratio,72.99%,5.18%,4.82%,92.23%,147.39%,-,-,123.00%,140.50%,-,12.93%,76.45%,125.57%,-,11.77%,78.74%,120.12%,-,218.06%,-,111.57%,Upgrade
27,Total Shareholder Return,8.26%,-,-,4.74%,-,-,-,9.24%,-,9.79%,-,11.64%,-,4.93%,-,-,-,7.42%,-,-,-,Upgrade
