,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 30, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Operating Revenue,37235,38704,91494,68880,42056,36773,79638,70462,30706,55117,105804,71596,37812,30874,107002,86137,27445,46210,88487,104383,Upgrade
1,Revenue,37235,38704,91494,68880,42056,36773,79638,70462,30706,55117,105804,71596,37812,30874,107002,86137,27445,46210,88487,104383,Upgrade
2,Revenue Growth (YoY),-11.46%,5.25%,14.89%,-2.25%,36.96%,-33.28%,-24.73%,-1.58%,-18.79%,78.52%,-1.12%,-16.88%,37.78%,-33.19%,20.92%,-17.48%,-8.50%,-25.16%,-5.69%,11.33%,Upgrade
3,Cost of Revenue,34445,33230,80250,56007,36739,28450,69008,57923,28818,45053,92013,58337,36187,23989,93307,73261,23042,38861,78903,90672,Upgrade
4,Gross Profit,2790,5475,11244,12872,5317,8323,10630,12540,1889,10064,13791,13259,1626,6885,13695,12875,4403,7349,9585,13711,Upgrade
5,"Selling, General & Admin",1516,3340,6877,4881,2451,4846,6557,5649,2232,5720,7527,5634,2402,4474,6912,4992,2838,4678,5832,6177,Upgrade
6,Operating Expenses,1516,3340,6877,4881,2451,4846,6557,5649,2232,5720,7527,5634,2402,4474,6912,4992,2838,4678,5832,6177,Upgrade
7,Operating Income,1273,2135,4367,7992,2865,3478,4073,6890,-343.05,4344,6264,7625,-776.15,2410,6783,7884,1565,2671,3753,7534,Upgrade
8,Interest Expense,-7.05,-6.46,-1.38,-148,-459.72,-595.17,-466.3,-238.42,-286.41,-160.53,-126.92,-113.23,-111.15,-31.5,-42.06,-54.26,-68.05,-151.03,-87.21,-270.17,Upgrade
9,Interest & Investment Income,1243,782.09,894.81,237.67,1274,405.08,1291,388.19,1604,588.38,515.96,170.59,1599,114.67,398.77,111.82,187.4,173.56,255.66,51.37,Upgrade
10,Other Non Operating Income (Expenses),89.94,23.98,851.49,-4056,-56.26,-260.68,-74.94,-2818,18.08,-212.01,336.4,-2958,3.27,12.67,20.34,-3003,-17.57,26.97,1125,-1998,Upgrade
11,Pretax Income,2599,2934,6112,4025,3623,3027,4823,4222,992.12,4560,6990,4724,714.95,2506,7160,4939,1667,2721,5046,5317,Upgrade
12,Income Tax Expense,319.73,486.85,1222,805.04,524.62,605.41,964.63,844.49,118.42,911.98,1398,944.89,22.99,501.22,1432,987.76,333.39,544.12,1009,1063,Upgrade
13,Earnings From Continuing Operations,2279,2447,4890,3220,3098,2422,3859,3378,873.69,3648,5592,3780,691.96,2005,5728,3951,1334,2176,4037,4254,Upgrade
14,Net Income,2279,2447,4890,3220,3098,2422,3859,3378,873.69,3648,5592,3780,691.96,2005,5728,3951,1334,2176,4037,4254,Upgrade
