,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,98576,35334,89298,43790,57099,35649,82050,39596,47907,37464,121209,24483,37040,24534,28426,32516,30569,21489,49196,22107,Upgrade
1,Investment Securities,1126311,696001,1026057,927697,954959,812189,912170,795420,807933,638494,763636,642396,659192,489133,572050,451136,537889,458917,499684,407791,Upgrade
2,Trading Asset Securities,340363,755438,371150,370633,419780,458580,413829,388223,386051,348047,366290,374501,342856,340717,353085,338572,297709,262455,290492,269152,Upgrade
3,Total Investments,1466674,1451439,1397207,1298330,1374739,1270769,1325999,1183643,1193984,986541,1129926,1016897,1002048,829850,925135,789708,835598,721372,790176,676943,Upgrade
4,Gross Loans,1441235,1411110,1345549,1254635,1198027,1169405,1080516,1046002,1019315,1013977,916418,862709,815515,799451,710431,691020,634157,631720,566505,532695,Upgrade
5,Allowance for Loan Losses,-,-44255,-,-42913,-,-42337,-,-38564,-,-38361,-,-33717,-,-31388,-,-26942,-,-24243,-,-21121,Upgrade
6,Net Loans,1441235,1366855,1345549,1211722,1198027,1127068,1080516,1007438,1019315,975616,916418,828992,815515,768063,710431,664078,634157,607476,566505,511574,Upgrade
7,"Property, Plant & Equipment",11751,11949,11998,12086,11720,11996,11825,11792,12096,11644,11574,11535,11219,11267,10981,7593,8030,7764,7747,7772,Upgrade
8,Goodwill,293,293,293,293,293,293,293,293,293,293,-,-,-,-,-,-,-,-,-,-,Upgrade
9,Other Intangible Assets,3645,3214,2976,2912,2666,2557,2460,2421,1687,1704,1272,1302,1098,1115,1103,1199,473.99,480.32,372.45,381,Upgrade
10,Investments in Real Estate,-,12,14,14,24,24,24,24,32,32,32,32,39,39,39,39,39.28,39.28,39.28,39,Upgrade
11,Accrued Interest Receivable,-,10786,-,10288,-,7982,-,8272,-,7579,-,7484,-,3388,-,5135,-,5056,-,2208,Upgrade
12,Other Receivables,-,5662,-,3534,-,3985,-,2516,-,3645,-,1959,-,3196,-,1485,-,15199,-,1038,Upgrade
13,Restricted Cash,-,114665,-,109972,-,111412,-,98009,-,95111,-,88089,-,92008,-,86841,-,84617,-,76965,Upgrade
14,Other Current Assets,28338,21406,17202,10440,11126,13589,5300,4011,24597,26974,22617,24815,25726,25946,29762,23292,21645,23275,17678,12543,Upgrade
15,Long-Term Deferred Tax Assets,3843,4548,5927,6260,6276,6722,7970,6941,6050,7278,7798,7318,7312,7997,7465,7393,6404,4889,4404,4858,Upgrade
16,Other Real Estate Owned & Foreclosed,-,9,-,8,-,8,-,8,-,10,-,11,-,12,-,43,-,48.99,-,49,Upgrade
17,Other Long-Term Assets,13311,6667,17742,1089,8258,7281,9358,157,9719,84922,8346,1719,7679,65455,9381,6666,4911,17962,2830,394,Upgrade
18,Total Assets,3067666,3033744,2888206,2711662,2670228,2600260,2525795,2366097,2315680,2239708,2219192,2015548,1907676,1833721,1722723,1626749,1541827,1510470,1438948,1317717,Upgrade
19,Accounts Payable,-,10196,-,10171,-,14521,-,13485,-,13766,-,11164,-,11104,-,7316,-,-,-,-,Upgrade
20,Accrued Expenses,4195,2766,3014,4794,4604,2470,4344,5011,5676,3508,3840,4946,2738,2460,777,3521,1300,1508,538.69,3208,Upgrade
21,Interest Bearing Deposits,2010735,1378313,1913454,1146286,1672776,1081115,1685097,919539,1358199,879043,1422976,716200,1161072,649035,1116431,618836,1011820,575702,989424,469107,Upgrade
22,Non-Interest Bearing Deposits,-,563597,-,501938,-,546732,-,465742,-,479477,-,431415,-,480879,-,414283,-,405103,-,338015,Upgrade
23,Total Deposits,2010735,1941910,1913454,1648224,1672776,1627847,1685097,1385281,1358199,1358520,1422976,1147615,1161072,1129914,1116431,1033119,1011820,980805,989424,807122,Upgrade
24,Short-Term Borrowings,92308,354761,76565,382388,167019,357931,54517,371119,112776,360133,42221,111934,86287,85369,81124,66181,70061,92438,47258,83062,Upgrade
25,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,-,23500,-,12000,-,-,-,-,-,-,-,-,Upgrade
26,Current Portion of Leases,-,738,-,760,-,752,-,729,-,749,-,718,-,8,-,-,-,-,-,-,Upgrade
27,Current Income Taxes Payable,1614,1029,2072,402,1178,1203,2843,518,1324,813,2646,1449,1662,2562,4140,2902,2689,642.15,3116,2491,Upgrade
28,Accrued Interest Payable,-,27409,-,22434,-,16677,-,13331,-,11504,-,9608,-,8407,-,8211,-,8621,-,7860,Upgrade
29,Other Current Liabilities,21567,17097,11798,14236,21788,34350,23763,25653,20648,21552,20313,23372,24554,26499,26370,22118,23859,24229,19418,13938,Upgrade
30,Long-Term Debt,696488,448113,649402,417826,584270,352313,556095,367888,606146,254322,530889,534025,452660,408073,366976,339500,316285,257412,246738,282909,Upgrade
31,Long-Term Leases,2654,1985,2752,2059,2941,2204,2961,2159,2996,23239,3061,2284,3033,27055,3159,19285,-,22680,-,10452,Upgrade
32,Long-Term Unearned Revenue,-,-,-,-,-,558,-,-,-,331,-,267,-,366,-,327,-,303.87,-,364,Upgrade
33,Pension & Post-Retirement Benefits,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.12,-,-,Upgrade
34,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,-,-,-,-,13,30,-,-,-,-,-,-,-,-,Upgrade
35,Other Long-Term Liabilities,14845,7912,17939,6158,19365,5831,20887,12397,42079,5699,37333,6201,42694,2489,-,5276,-,4454,26038,5575,Upgrade
36,Total Liabilities,2844406,2813916,2676996,2509452,2473941,2416657,2350507,2197571,2149844,2077636,2063292,1865613,1774700,1704306,1598977,1507756,1426013,1393094,1332531,1216981,Upgrade
37,"Preferred Stock, Convertible",14810,14810,14810,14810,14810,14810,14810,14810,14810,14810,14810,14810,14810,14810,14810,14810,14810,14810,14810,14810,Upgrade
38,Common Stock,6604,6604,6604,6604,6604,6604,6604,6604,6604,6604,6604,6604,6008,6008,6008,6008,6008,6008,5628,5628,Upgrade
39,Additional Paid-In Capital,37611,37611,37611,37611,37611,37611,37666,37666,37666,37695,37695,37695,26403,26403,26403,26403,26403,26403,18785,18785,Upgrade
40,Retained Earnings,142769,140018,133382,126369,120940,117842,111493,104895,99834,97212,91664,85879,81462,79678,74894,70159,67132,66708,62867,58866,Upgrade
41,Comprehensive Income & Other,20387,19727,17768,15801,15311,5740,3794,3651,6048,4822,4553,4371,3742,1963,1114,1100,940.75,2969,3885,2220,Upgrade
42,Total Common Equity,207371,203960,195365,186385,180466,167797,159557,152816,150152,146333,140516,134549,117615,114052,108419,103670,100484,102087,91165,85499,Upgrade
43,Minority Interest,1079,1058,1035,1015,1011,996,921,900,874,929,574,576,551,553,517,513,519.54,478.36,441.14,427,Upgrade
44,Shareholders' Equity,223260,219828,211210,202210,196287,183603,175288,168526,165836,162072,155900,149935,132976,129415,123746,118993,115814,117376,106417,100736,Upgrade
45,Total Liabilities & Equity,3067666,3033744,2888206,2711662,2670228,2600260,2525795,2366097,2315680,2239708,2219192,2015548,1907676,1833721,1722723,1626749,1541827,1510470,1438948,1317717,Upgrade
46,Total Debt,791450,805597,728719,803033,754230,713200,613573,741895,721918,661943,576171,660961,541980,520505,451259,424966,386345,372530,293996,376423,Upgrade
47,Net Cash (Debt),-235948,97278,-163257,-333514,-165769,-176122,-10350,-243454,-191051,-235100,5998,-227685,-70087,-146122,20295,-39654,33720,1184,142744,-58012,Upgrade
48,Net Cash Growth,-,-,-,-,-,-,-,-,-,-,-70.45%,-,-,-,-85.78%,-,-53.32%,-95.60%,60.07%,-,Upgrade
49,Net Cash Per Share,-33.76,14.82,-24.68,-50.50,-25.12,-26.63,-1.57,-37.00,-28.71,-35.59,0.91,-37.96,-11.71,-24.13,3.39,-6.60,5.61,0.20,25.32,-10.34,Upgrade
50,Filing Date Shares Outstanding,6604,6604,6604,6604,6604,6604,6604,6604,6604,6604,6604,6604,6008,6008,6008,6008,6008,6008,5628,5628,Upgrade
51,Total Common Shares Outstanding,6604,6604,6604,6604,6604,6604,6604,6604,6604,6604,6604,6604,6008,6008,6008,6008,6008,6008,5628,5628,Upgrade
52,Book Value Per Share,29.89,29.37,28.07,26.71,25.81,25.41,24.16,23.14,22.74,22.16,21.28,20.38,19.58,18.98,18.05,17.26,16.72,16.99,16.20,15.19,Upgrade
53,Tangible Book Value,203433,200453,192096,183180,177507,164947,156804,150102,148172,144336,139244,133247,116517,112937,107316,102471,100010,101607,90793,85118,Upgrade
54,Tangible Book Value Per Share,29.29,28.84,27.58,26.23,25.37,24.98,23.75,22.73,22.44,21.86,21.09,20.18,19.39,18.80,17.86,17.06,16.65,16.91,16.13,15.12,Upgrade
