,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Aug '21 Aug 31, 2021","Feb '21 Feb 28, 2021","Aug '20 Aug 31, 2020","Feb '20 Feb 29, 2020",+2 Quarters
0,Market Capitalization,198,268,282,296,307,332,409,565,607,480,416,Upgrade
1,Market Cap Growth,-9.52%,-9.52%,-8.05%,-10.64%,-25.00%,-41.25%,-32.56%,17.65%,45.76%,15.25%,-34.44%,Upgrade
2,Enterprise Value,-187,-138,-147,-116,-144,-167,-146,-344,-31,-88,-34,Upgrade
3,Last Close Price,0.28,0.38,0.36,0.33,0.34,0.37,0.46,0.63,0.46,0.33,0.29,Upgrade
4,PE Ratio,-,-,-,-,-,-,110.93,-,4.77,-,-,Upgrade
5,Forward PE,-,11.12,11.12,11.12,11.12,11.12,11.12,11.12,11.12,11.12,11.12,Upgrade
6,PS Ratio,0.52,0.71,0.65,0.67,0.66,0.58,0.58,0.77,0.85,0.68,0.51,Upgrade
7,PB Ratio,0.33,0.45,0.42,0.41,0.41,0.42,0.47,0.66,0.50,0.46,0.39,Upgrade
8,P/TBV Ratio,0.45,0.45,0.42,0.42,0.41,0.42,0.47,0.67,0.51,0.46,0.39,Upgrade
9,P/FCF Ratio,11.63,15.79,7.91,-17.41,-,-10.90,-,14.03,5.81,3.98,5.67,Upgrade
10,P/OCF Ratio,9.78,9.78,6.14,442.54,-,-54.85,-,11.66,5.39,3.45,4.54,Upgrade
11,PEG Ratio,42.90,42.90,42.90,42.90,42.90,42.90,42.90,42.90,42.90,42.90,42.90,Upgrade
12,EV/FCF Ratio,-10.99,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Debt / Equity Ratio,0.03,0.03,0.03,0.05,0.06,0.08,0.10,0.11,0.03,0.03,0.03,Upgrade
14,Debt / FCF Ratio,1.03,1.03,0.62,-1.94,-,-2.06,-,2.31,0.31,0.24,0.49,Upgrade
15,Return on Capital Employed (ROCE),-,-,-,-,-,-,2.15%,-,0.92%,-1.04%,-,Upgrade
16,Earnings Yield,-26.56%,-19.57%,-9.08%,-14.86%,-18.53%,-6.23%,0.90%,28.51%,20.95%,-14.78%,-8.17%,Upgrade
17,FCF Yield,8.60%,6.33%,12.64%,-5.75%,-10.78%,-9.17%,-7.76%,7.13%,17.22%,25.14%,17.64%,Upgrade
18,Dividend Yield,35.71%,-,-,-,-,-,-,-,32.94%,-,-,Upgrade
19,Total Shareholder Return,35.71%,-,-,-,-,-,-,-,32.94%,-,-,Upgrade
