,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Operating Revenue,31.06,8.68,29.9,42.74,63.68,34.73,15.5,46.51,64.74,38.64,44.79,-0.23,59.76,46.96,59.29,177.13,125.12,217.1,52.3,440.53,Upgrade
1,Other Revenue,-,-,-,2.61,-,-,-,1.07,-0.1,0.1,-,0.44,-0.37,0.37,-,0.38,-0.31,0.31,-,0.34,Upgrade
2,Revenue,31.06,8.68,29.9,45.35,63.68,34.73,15.5,47.58,64.64,38.75,44.79,0.22,59.39,47.32,59.29,177.51,124.81,217.41,52.3,440.86,Upgrade
3,Revenue Growth (YoY),-51.22%,-75.01%,92.92%,-4.68%,-1.48%,-10.36%,-65.40%,21873.21%,8.84%,-18.12%,-24.46%,-99.88%,-52.42%,-78.23%,13.37%,-59.74%,-43.39%,-32.12%,-79.33%,30.40%,Upgrade
4,Cost of Revenue,27.24,5.82,37.57,32.14,46.03,30.54,13.19,28.06,51.85,25.09,34.61,133.94,66.65,52.32,50.71,125.4,79.75,138.4,36.38,356.85,Upgrade
5,Gross Profit,3.83,2.86,-7.67,13.21,17.66,4.19,2.31,19.52,12.79,13.65,10.18,-133.73,-7.26,-5,8.58,52.11,45.06,79.01,15.92,84.02,Upgrade
6,"Selling, General & Admin",20.06,15.08,13.6,45.85,23.28,19.33,17.72,37.46,20.79,21,22.74,39.28,21.61,22.91,21.32,23.93,30.62,31.57,24.23,31.28,Upgrade
7,Research & Development,-,-,-,-1.88,0.52,0.58,0.78,2.2,1.89,2.31,1.26,12.51,2.14,5.28,6.09,9.58,5.86,8.62,3.75,10.64,Upgrade
8,Other Operating Expenses,0.13,0.09,0.22,1.3,0.23,0.12,0.23,4.14,-2.33,1.65,-0.92,-1.35,-0.33,1.15,-2.01,4.64,-1.77,-1.24,0.2,5.85,Upgrade
