,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1618,2553,2589,2966,2876,2903,2750,3748,2454,2750,3883,Upgrade
1,Market Cap Growth,-13.94%,-13.94%,-10.00%,2.17%,4.58%,-22.54%,12.09%,36.27%,-36.81%,-37.55%,-17.56%,Upgrade
2,Enterprise Value,16805,16896,15848,15538,14881,14723,14557,16127,15680,15412,15420,Upgrade
3,Last Close Price,1.80,2.84,2.88,3.30,3.20,3.23,3.06,4.17,2.73,3.06,4.24,Upgrade
4,PE Ratio,-,-,-,-,-,-14.97,-,-,-,-,11.42,Upgrade
5,PS Ratio,1.02,1.61,1.61,2.04,1.57,1.71,2.71,6.17,5.55,1.95,1.68,Upgrade
6,PB Ratio,0.22,0.27,0.23,0.24,0.21,0.21,0.19,0.25,0.16,0.18,0.25,Upgrade
7,P/FCF Ratio,5.33,5.33,4.65,7.54,13.73,9.46,15.78,-,2.25,4.29,4.89,Upgrade
8,P/OCF Ratio,5.33,5.33,4.65,7.54,13.73,9.46,15.78,-,2.25,4.29,4.89,Upgrade
9,EV/Sales Ratio,10.59,10.64,9.84,10.70,8.10,8.68,14.32,26.54,35.48,10.95,6.66,Upgrade
10,EV/EBITDA Ratio,99.03,-,-,-,-,38.39,-,-,-,-,23.71,Upgrade
11,EV/EBIT Ratio,-,-,-,-,-,221.40,-,-,-,-,43.39,Upgrade
12,EV/FCF Ratio,35.25,35.25,28.50,39.51,71.03,47.96,83.52,-,14.39,24.03,19.44,Upgrade
13,Debt / Equity Ratio,1.67,1.67,1.46,1.27,1.17,1.06,1.08,1.09,1.06,1.01,1.02,Upgrade
14,Debt / FCF Ratio,32.61,32.61,29.11,40.24,74.47,48.39,87.47,-,14.72,24.63,19.95,Upgrade
15,Earnings Yield,-169.54%,-102.97%,-69.22%,-42.45%,-12.46%,-2.75%,-17.98%,-8.24%,-36.10%,-28.28%,11.71%,Upgrade
16,FCF Yield,18.78%,18.78%,21.48%,13.26%,7.28%,10.57%,6.34%,13.14%,44.41%,23.32%,20.43%,Upgrade
17,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,2.48%,Upgrade
18,Total Shareholder Return,-,-,-,-,-,-,-,-,-,2.48%,Upgrade,
