,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,"Property, Plant & Equipment",6190,6140,6299,6358,5647,5682,5823,7307,7623,7167,Upgrade
1,Cash & Equivalents,5121,5528,5097,4247,4502,5913,14833,16917,21202,11237,Upgrade
2,Accounts Receivable,448,375,500,424,385,378,397,354,427,345,Upgrade
3,Other Receivables,3642,3071,2890,2519,2364,2371,1743,2171,2154,2152,Upgrade
4,Investment In Debt and Equity Securities,703,728,680,758,556,1203,572,1046,1130,289,Upgrade
5,Goodwill,-,1306,1341,1419,-,-,-,-,-,-,Upgrade
6,Other Intangible Assets,1444,190,214,201,208,190,203,184,198,185,Upgrade
7,Other Current Assets,17880,9906,9857,10349,10459,8977,8303,2486,4163,4989,Upgrade
8,Trading Asset Securities,-,-,-,-,-,-,19,1,-,-,Upgrade
9,Deferred Long-Term Tax Assets,108,65,88,64,64,80,78,73,73,80,Upgrade
10,Other Long-Term Assets,319890,326540,327522,319946,312977,310277,307686,304598,300399,304900,Upgrade
11,Total Assets,355426,353849,354488,346285,337162,335071,339674,335137,337387,331362,Upgrade
12,Current Portion of Long-Term Debt,8781,8352,7563,300,956,3142,9336,8184,1820,3202,Upgrade
13,Current Portion of Leases,86,85,80,77,79,51,49,59,70,57,Upgrade
14,Long-Term Debt,41990,34413,33628,32808,22135,18139,15751,17219,25385,24479,Upgrade
15,Long-Term Leases,434,484,527,576,535,522,517,487,510,462,Upgrade
16,Accounts Payable,933,859,1046,906,812,583,721,523,655,557,Upgrade
17,Accrued Expenses,-,-,-,-,113,61,-,101,-,102,Upgrade
18,Current Income Taxes Payable,261,520,378,455,185,405,348,567,576,338,Upgrade
19,Current Unearned Revenue,1040,14,6,60,15,100,130,96,81,16,Upgrade
20,Other Current Liabilities,8679,8666,8716,8972,8826,7860,8279,7146,7287,6728,Upgrade
21,Long-Term Unearned Revenue,-,268,268,-,-,-,-,-,-,-,Upgrade
22,Long-Term Deferred Tax Liabilities,14776,14368,14082,13732,11248,10763,10746,10485,10094,9425,Upgrade
23,Other Long-Term Liabilities,19,-,-,-,-,-,-,-,-,-,Upgrade
24,Total Liabilities,76999,69694,66339,57886,44904,41835,46064,45288,46707,45631,Upgrade
25,Common Stock,10449,10449,10449,10449,10449,10449,10449,10449,10449,10449,Upgrade
26,Retained Earnings,269080,274273,276689,278253,280008,278536,277439,274660,276245,274867,Upgrade
27,Comprehensive Income & Other,-4203,-3647,-2056,-3294,-1246,1216,3736,2742,2042,-1456,Upgrade
28,Total Common Equity,275326,281075,285082,285408,289211,290201,291624,287851,288736,283860,Upgrade
29,Minority Interest,3101,3080,3067,2991,3047,3035,1986,1998,1944,1871,Upgrade
30,Shareholders' Equity,278427,284155,288149,288399,292258,293236,293610,289849,290680,285731,Upgrade
31,Total Liabilities & Equity,355426,353849,354488,346285,337162,335071,339674,335137,337387,331362,Upgrade
32,Total Debt,51291,44946,41798,33761,23705,21854,25653,26223,27879,28283,Upgrade
33,Net Cash / Debt,-46170,-39418,-36701,-29514,-19203,-15941,-10801,-9305,-6677,-17046,Upgrade
34,Net Cash Per Share,-7.90,-6.74,-6.27,-5.05,-3.28,-2.72,-1.85,-1.59,-1.14,-2.91,Upgrade
35,Filing Date Shares Outstanding,5841,5850,5850,5850,5850,5850,5850,5850,5850,5850,Upgrade
36,Total Common Shares Outstanding,5841,5850,5850,5850,5850,5850,5850,5850,5850,5850,Upgrade
37,Book Value Per Share,47.14,48.05,48.73,48.79,49.44,49.61,49.85,49.21,49.36,48.52,Upgrade
38,Tangible Book Value,273882,279579,283527,283788,289003,290011,291421,287667,288538,283675,Upgrade
39,Tangible Book Value Per Share,46.89,47.79,48.47,48.51,49.40,49.57,49.82,49.17,49.32,48.49,Upgrade
40,Land,-,-,4537,-,4165,-,4307,-,5479,-,Upgrade
