,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+13 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+13 Quarters
0,Cash & Equivalents,7458,7458,3044,-,2868,1794,2298,2029,3943,4500,3556,3180,6970,-,5867,1831,1943,5779,2174,2511,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,-,-,Upgrade
2,Cash & Short-Term Investments,7458,7458,3044,2868,2868,1794,2298,2029,3943,4500,3556,3180,6970,-,5867,1831,1943,5879,2174,2511,Upgrade
3,Cash Growth,160.00%,315.81%,32.43%,41.38%,-27.25%,-60.14%,-35.36%,-36.20%,-43.43%,-,-39.39%,73.67%,258.68%,-,169.94%,-27.09%,7.89%,4.29%,-22.69%,-27.07%,Upgrade
4,Accounts Receivable,155692,155692,34448,-,77455,45327,39872,47618,54912,60152,76286,56794,85600,-,140152,163131,116182,94807,100428,97476,Upgrade
5,Other Receivables,7354,7354,15507,-,15605,15497,15478,15860,15900,17391,15547,15271,14795,-,25487,25536,15311,14685,13030,13108,Upgrade
6,Receivables,163046,163046,49955,-,93061,60823,55350,63478,70812,77543,91833,72066,100395,-,165639,188667,131492,109492,113458,110584,Upgrade
7,Inventory,582600,582600,621680,-,638540,609419,586141,579676,577495,575529,540407,565321,520170,-,526915,525191,513386,536799,518034,496566,Upgrade
8,Prepaid Expenses,12279,12279,14743,-,16817,17585,17646,18104,18709,19309,20272,20967,20480,-,19811,19455,19863,19444,18248,17176,Upgrade
9,Other Current Assets,14922,14922,8292,-,3448,620.88,3656,6290,1086,3899,2343,3870,3229,-,3288,3013,3452,3810,3448,3237,Upgrade
10,Total Current Assets,780305,780305,697714,-,754734,690242,665092,669578,672045,680780,658411,665403,651244,-,721520,738157,670137,675424,655362,630074,Upgrade
11,"Property, Plant & Equipment",119980,119980,125639,-,132313,134056,134713,138043,141089,144553,146164,149430,151929,-,156043,159715,162379,164083,166259,183866,Upgrade
12,Other Long-Term Assets,12680,12680,13981,-,14865,15424,13059,13667,14496,15462,15777,16680,17798,-,19402,18542,19084,17844,18225,3503,Upgrade
13,Total Assets,912965,912965,837333,-,901912,839721,812864,821288,827630,840795,820352,831513,820970,-,896965,916414,851601,857350,839846,817443,Upgrade
14,Accounts Payable,159116,159116,65607,-,131042,76523,64344,62626,78702,76104,64170,68398,66203,-,126827,123454,82927,94993,90282,74577,Upgrade
15,Accrued Expenses,5310,5310,5667,-,5377,4668,3824,4105,3675,3150,2851,3667,4477,-,5224,4394,5338,5476,5660,4211,Upgrade
16,Short-Term Debt,489650,489650,503861,-,515090,506196,492789,501185,499115,511943,506040,508446,498118,-,513848,536652,512050,504245,498997,495663,Upgrade
17,Current Income Taxes Payable,741.7,741.7,-,-,2595,786.46,3697,1590,965.16,1137,2566,1564,2155,-,1625,2191,4184,345.75,145.75,146.8,Upgrade
18,Other Current Liabilities,13811,13811,18377,-,5166,7419,4198,8648,1949,5297,2510,8369,7609,-,5162,1943,1604,9225,2839,2577,Upgrade
19,Total Current Liabilities,668628,668628,593513,-,659270,595592,568853,578155,584406,597631,578138,590445,578561,-,652686,668634,606103,614285,597923,577173,Upgrade
20,Long-Term Debt,1264,1264,1532,-,1692,2564,2418,2473,3123,3197,3455,3345,2721,-,2421,2535,2531,4365,4421,4476,Upgrade
21,Long-Term Leases,188.92,188.92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Other Long-Term Liabilities,4769,4769,4894,-,4652,4675,4645,4182,4264,4305,3914,3594,3455,-,2766,2133,2031,-,-,-,Upgrade
23,Total Liabilities,674851,674851,599938,-,665614,602830,575915,584810,591793,605133,585506,597383,584737,-,657872,673302,610665,618650,602344,581649,Upgrade
24,Common Stock,206934,206934,206934,-,206934,206934,206934,206934,206934,206934,206934,206934,206934,-,206934,206934,206934,206934,206934,206934,Upgrade
25,Additional Paid-In Capital,980.39,980.39,980.39,-,980.39,980.39,980.39,980.39,980.39,980.39,980.39,980.39,980.39,-,980.39,980.39,980.39,980.39,980.39,980.39,Upgrade
26,Retained Earnings,30200,30200,29480,-,28383,28976,29034,28564,27923,27748,26931,26215,28319,-,31178,35197,33021,30786,29587,27879,Upgrade
27,Shareholders' Equity,238114,238114,237395,236240,236298,236891,236949,236478,235837,235662,234846,234130,236233,-,239093,243112,240936,238700,237502,235794,Upgrade
