,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+13 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+13 Quarters
0,Revenue,366054,323743,229244,182754,328987,228870,294707,216035,335984,227228,307234,230673,253657,206829,349980,229414,297429,194645,208533,158825,Upgrade
1,Revenue Growth (YoY),11.27%,41.45%,-22.21%,-15.41%,-2.08%,0.72%,-4.08%,-6.35%,32.46%,9.86%,-12.21%,0.55%,-14.72%,6.26%,67.83%,44.44%,44.83%,1.80%,-36.37%,-25.46%,Upgrade
2,Cost of Revenue,351533,310220,223157,172883,307887,215058,278295,202172,322945,207890,296212,221098,250271,188910,323871,211010,280847,181032,193928,148688,Upgrade
3,Gross Profit,14521,13523,6088,9871,21100,13812,16412,13863,13040,19337,11022,9575,3386,17920,26109,18405,16582,13613,14605,10137,Upgrade
4,"Selling, General & Admin",6039,5288,-3219,0.44,10134,3103,4776,3871,4840,3700,4574,2909,5339,3075,12070,7736,4832,2835,2752,2239,Upgrade
5,Operating Expenses,6039,5288,-3219,0.44,10134,3103,4776,3871,4840,3700,4574,2909,5339,3075,12070,7736,4832,2835,2752,2239,Upgrade
6,Operating Income,8482,8235,9307,9871,10966,10709,11637,9992,8200,15638,6448,6666,-1953,14844,14039,10669,11750,10777,11852,7898,Upgrade
7,Interest Expense,-7268,-7400,-8937,-9487,-10210,-10154,-11232,-9232,-7677,-15369,-5430,-5112,-4862,-8869,-10240,-7955,-9182,-9325,-9534,-9472,Upgrade
8,Interest & Investment Income,370.44,197.6,171.85,87.05,120.5,25,57.86,36.98,224.92,44.83,93.96,1.23,341.62,425,6.15,0.86,276.69,10.27,1.97,2.38,Upgrade
9,Earnings From Equity Investments,-,30.7,-61.4,-30.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),-949.35,-486.59,589.84,316.4,-285.14,-27.66,128.95,5.05,111.05,661.25,-182.43,4.73,71.81,-373.2,-29.6,4.64,373.51,52.82,-539.72,115.11,Upgrade
11,Pretax Income,634.97,576.61,1071,756.24,591.06,552.05,591.61,801.1,858.79,974.46,928.73,1560,-6402,6027,3775,2720,3218,1516,1781,-1456,Upgrade
12,Income Tax Expense,310.05,216.85,262.27,178.8,136.25,110.54,120.72,160.22,175.4,212.91,212.91,352.93,-,1274,767.17,543.93,643.69,317.12,72.66,-,Upgrade
13,Net Income,324.92,359.76,808.53,577.44,454.81,441.51,470.89,640.88,683.38,761.55,715.82,1207,-6402,4753,3008,2176,2575,1198,1708,-1456,Upgrade
14,Net Income to Common,324.92,359.76,808.53,577.44,454.81,441.51,470.89,640.88,683.38,761.55,715.82,1207,-6402,4753,3008,2176,2575,1198,1708,-1456,Upgrade
15,Net Income Growth,-28.56%,-18.52%,71.70%,-9.90%,-33.45%,-42.02%,-34.22%,-46.90%,-,-83.98%,-76.20%,-44.53%,-,296.57%,76.12%,-,611.57%,246.81%,1406.38%,-,Upgrade
16,Free Cash Flow,9257,9257,5783,5783,-,-14056,8721,-3334,10922,-4701,2617,-13204,-,-7456,26954,-24067,-9807,-1489,-3617,-1509,Upgrade
17,Gross Margin,3.97%,4.18%,2.66%,5.40%,6.41%,6.03%,5.57%,6.42%,3.88%,8.51%,3.59%,4.15%,1.33%,8.66%,7.46%,8.02%,5.58%,6.99%,7.00%,6.38%,Upgrade
18,Operating Margin,2.32%,2.54%,4.06%,5.40%,3.33%,4.68%,3.95%,4.62%,2.44%,6.88%,2.10%,2.89%,-0.77%,7.18%,4.01%,4.65%,3.95%,5.54%,5.68%,4.97%,Upgrade
19,Profit Margin,0.09%,0.11%,0.35%,0.32%,0.14%,0.19%,0.16%,0.30%,0.20%,0.34%,0.23%,0.52%,-2.52%,2.30%,0.86%,0.95%,0.87%,0.62%,0.82%,-0.92%,Upgrade
20,Free Cash Flow Margin,2.53%,2.86%,2.52%,3.16%,-,-6.14%,2.96%,-1.54%,3.25%,-2.07%,0.85%,-5.72%,-,-3.60%,7.70%,-10.49%,-3.30%,-0.76%,-1.73%,-0.95%,Upgrade
21,EBITDA,12102,11854,12920,13483,14489,14232,15122,13461,11665,19070,9821,10028,1428,18243,17395,14021,15233,14213,15419,11443,Upgrade
22,EBITDA Margin,3.31%,3.66%,5.64%,7.38%,4.40%,6.22%,5.13%,6.23%,3.47%,8.39%,3.20%,4.35%,0.56%,8.82%,4.97%,6.11%,5.12%,7.30%,7.39%,7.20%,Upgrade
23,D&A For EBITDA,3619,3619,3612,3612,3523,3523,3485,3469,3465,3432,3374,3363,3382,3399,3356,3353,3484,3436,3566,3545,Upgrade
24,EBIT,8482,8235,9307,9871,10966,10709,11637,9992,8200,15638,6448,6666,-1953,14844,14039,10669,11750,10777,11852,7898,Upgrade
25,EBIT Margin,2.32%,2.54%,4.06%,5.40%,3.33%,4.68%,3.95%,4.62%,2.44%,6.88%,2.10%,2.89%,-0.77%,7.18%,4.01%,4.65%,3.95%,5.54%,5.68%,4.97%,Upgrade
26,Effective Tax Rate,48.83%,37.61%,24.49%,23.64%,23.05%,20.02%,20.41%,20.00%,20.42%,21.85%,22.93%,22.63%,-,21.14%,20.32%,20.00%,20.00%,20.92%,4.08%,-,Upgrade
27,Revenue as Reported,366054,323743,229244,182754,328987,228870,294707,216035,335984,227228,307234,230673,253657,206829,349980,229414,297429,194645,208533,158825,Upgrade
