,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+13 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+13 Quarters
0,Market Capitalization,109675,91051,107606,109675,101398,95190,109675,115883,91051,86912,132438,122091,293847,271084,343511,169686,157270,82774,41387,31040,22763,Upgrade
1,Market Cap Growth,-4.35%,-4.35%,-1.89%,-5.36%,11.36%,9.52%,-17.19%,-5.08%,-69.01%,-67.94%,-61.45%,-28.05%,86.84%,227.50%,730.00%,446.67%,590.91%,135.29%,5.26%,-44.44%,-62.07%,Upgrade
2,Enterprise Value,593321,593400,609955,623589,615312,602156,602584,617513,589346,597553,638377,630703,787716,781486,853913,707042,660002,585506,542631,528667,518881,Upgrade
3,Last Close Price,5300.00,4400.00,5200.00,5300.00,4900.00,4600.00,5300.00,5600.00,4400.00,4200.00,6400.00,5900.00,14200.00,13100.00,16600.00,8200.00,7600.00,4000.00,2000.00,1500.00,1100.00,Upgrade
4,PE Ratio,58.51,43.97,48.90,48.06,52.14,47.40,49.04,45.33,32.50,25.81,-35.62,446.77,114.53,-,27.46,18.94,20.54,20.56,22.84,32.36,-,Upgrade
5,PS Ratio,0.09,0.08,0.10,0.11,0.10,0.09,0.10,0.11,0.08,0.08,0.13,0.12,0.28,0.26,0.32,0.16,0.17,0.10,0.05,0.04,0.03,Upgrade
6,PB Ratio,0.38,0.38,0.45,0.46,0.43,0.40,0.46,0.49,0.39,0.37,0.56,0.52,1.26,1.15,-,0.71,0.65,0.34,0.17,0.13,0.10,Upgrade
7,P/TBV Ratio,0.38,0.38,0.45,0.46,0.43,0.40,0.46,0.49,0.39,0.37,0.56,0.52,1.26,1.15,-,0.71,0.65,0.34,0.17,0.13,0.10,Upgrade
8,P/FCF Ratio,3.65,3.03,5.17,-44.03,226.73,-,-,9.98,-,-19.91,-,-6.77,-,-,-,-20.18,-,-,-,-,-,Upgrade
9,P/OCF Ratio,2.80,2.80,4.88,-44.03,226.73,-,-,8.05,-,-55.27,-,-4.92,-,-,-,-102.39,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.59,0.54,0.57,0.64,0.59,0.56,0.56,0.57,0.54,0.54,0.63,0.63,0.76,0.75,0.79,0.66,0.71,0.68,0.71,0.69,0.59,Upgrade
11,EV/EBITDA Ratio,11.71,11.78,11.56,11.31,10.73,10.51,11.06,10.41,10.91,11.81,15.82,15.96,16.73,15.30,13.16,11.62,11.21,10.40,10.03,9.85,9.98,Upgrade
12,EV/EBIT Ratio,16.39,16.53,15.89,15.26,14.25,13.91,14.86,13.58,14.63,16.17,23.82,24.25,23.45,-,16.64,14.97,14.65,13.85,13.61,13.47,13.85,Upgrade
13,EV/FCF Ratio,19.73,19.73,29.29,-250.32,1375.89,-,-,53.19,-,-136.88,-,-34.96,-,-,-,-84.09,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,2.06,2.06,2.06,2.13,2.19,2.19,2.15,2.09,2.13,2.13,2.19,2.17,2.19,2.12,-,2.16,2.22,2.14,2.13,2.12,2.12,Upgrade
15,Debt / EBITDA Ratio,9.69,10.15,10.36,9.78,9.58,8.92,8.94,8.19,9.35,10.76,6.75,12.97,12.76,87.66,-,7.42,9.61,8.44,8.95,8.16,10.93,Upgrade
16,Debt / FCF Ratio,16.33,16.33,23.59,-202.88,1155.57,-,-,42.66,-,-115.05,-,-28.24,-,-,-,-61.40,-,-,-,-,-,Upgrade
17,Asset Turnover,1.60,1.48,-,-,1.51,1.11,1.44,-,1.61,1.09,1.49,1.12,-,-,1.54,-,1.39,0.92,1.01,0.78,Upgrade,
18,Inventory Turnover,1.58,2.41,2.06,-,-,1.97,1.44,1.91,-,2.24,1.49,2.14,1.63,-,-,2.46,-,2.14,1.37,1.53,1.22,Upgrade
19,Quick Ratio,0.26,0.26,0.26,0.09,-,0.15,0.11,0.10,0.11,0.13,0.14,0.16,0.13,0.19,-,0.26,0.28,0.22,0.19,0.19,0.20,Upgrade
20,Current Ratio,1.17,1.17,1.17,1.18,-,1.14,1.16,1.17,1.16,1.15,1.14,1.14,1.13,1.13,-,1.11,1.10,1.11,1.10,1.10,1.09,Upgrade
21,Return on Equity (ROE),0.55%,0.61%,1.37%,0.98%,0.77%,0.75%,0.80%,-,1.16%,1.29%,1.22%,2.05%,-,-,4.99%,-,4.29%,2.01%,2.89%,-2.46%,Upgrade,
22,Return on Assets (ROA),2.32%,2.35%,-,-,3.15%,3.24%,3.56%,-,2.46%,4.71%,1.95%,2.02%,-,-,3.87%,-,3.44%,3.17%,3.58%,2.43%,Upgrade,
23,Return on Capital (ROIC),2.91%,2.80%,3.11%,3.28%,3.66%,3.62%,3.95%,-,2.75%,5.23%,2.16%,2.25%,-,-,4.56%,-,3.91%,3.62%,4.01%,2.68%,Upgrade,
24,Return on Capital Employed (ROCE),14.82%,14.69%,15.71%,16.76%,-,17.85%,16.61%,18.63%,16.57%,15.19%,11.02%,10.74%,13.94%,-,-,19.34%,18.18%,17.22%,16.40%,16.23%,15.60%,Upgrade
25,Earnings Yield,1.71%,2.27%,2.04%,2.08%,1.92%,2.11%,2.04%,2.21%,3.08%,3.87%,-2.81%,0.22%,0.87%,1.30%,3.64%,5.28%,4.87%,4.86%,4.38%,3.09%,-2.79%,Upgrade
26,FCF Yield,27.43%,33.04%,19.35%,-2.27%,0.44%,-,2.05%,10.02%,6.05%,-5.02%,-11.54%,-14.78%,2.14%,-,-4.18%,-4.96%,-24.78%,-19.84%,-30.07%,-67.86%,22.78%,Upgrade
27,Payout Ratio,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.54%,-,-,-,-,Upgrade
