,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,92633,72692,71278,58691,64207,85703,62740,102935,95685,97746,118138,Upgrade
1,Market Cap Growth,23.86%,23.86%,11.01%,-31.52%,2.34%,-16.74%,-34.43%,5.31%,-19.01%,-15.90%,33.60%,Upgrade
2,Enterprise Value,117089,94183,100069,83401,97354,114181,77712,115782,114937,123652,147835,Upgrade
3,Last Close Price,6.55,4.90,4.60,3.74,3.85,5.09,4.02,5.69,5.20,5.27,6.14,Upgrade
4,PE Ratio,10.84,9.38,14.51,7.26,6.01,9.29,7.53,11.40,14.90,10.40,10.35,Upgrade
5,Forward PE,7.62,7.08,6.94,5.25,5.48,7.40,6.55,9.40,8.42,8.44,11.61,Upgrade
6,PS Ratio,0.42,0.37,0.35,0.27,0.29,0.40,0.29,0.50,0.48,0.50,0.63,Upgrade
7,PB Ratio,1.07,0.86,0.86,0.72,0.79,1.11,0.83,1.17,1.12,1.29,1.60,Upgrade
8,P/TBV Ratio,1.49,1.49,1.50,1.28,1.40,2.09,1.64,1.96,1.98,2.34,3.02,Upgrade
9,P/FCF Ratio,7.45,5.85,11.17,-,9.63,-,7.77,15.89,6.84,7.54,20.14,Upgrade
10,P/OCF Ratio,4.04,4.04,5.64,4.23,4.57,6.61,4.11,8.97,5.24,5.52,10.37,Upgrade
11,PEG Ratio,0.20,0.18,9.27,1.48,0.35,0.39,0.32,0.47,1.70,2.35,1.14,Upgrade
12,EV/Sales Ratio,0.59,0.47,0.49,0.38,0.44,0.53,0.37,0.56,0.58,0.63,0.79,Upgrade
13,EV/EBITDA Ratio,12.08,4.62,4.75,3.91,5.07,5.81,4.43,7.83,9.45,6.26,8.23,Upgrade
14,EV/EBIT Ratio,31.31,6.15,6.30,5.21,6.96,7.61,5.86,10.84,13.95,7.70,10.23,Upgrade
15,EV/FCF Ratio,9.42,7.58,15.68,-,14.60,-,9.62,17.88,8.22,9.54,25.21,Upgrade
16,Debt / Equity Ratio,0.35,0.35,0.35,0.38,0.37,0.45,0.46,0.29,0.29,0.36,0.38,Upgrade
17,Debt / FCF Ratio,2.40,2.40,4.55,-,4.56,-,4.34,3.99,1.75,2.14,4.72,Upgrade
18,Return on Capital Employed (ROCE),3.47%,13.18%,14.00%,13.96%,12.06%,12.73%,11.47%,9.37%,7.26%,15.39%,13.83%,Upgrade
19,Earnings Yield,8.37%,10.67%,6.89%,13.77%,16.64%,10.76%,13.27%,8.77%,6.71%,9.62%,9.66%,Upgrade
20,FCF Yield,13.42%,17.10%,8.95%,10.92%,10.38%,5.65%,12.88%,6.29%,14.62%,13.26%,4.96%,Upgrade
21,Dividend Yield,5.34%,7.14%,6.52%,8.07%,7.79%,3.74%,4.73%,3.08%,3.37%,5.95%,5.13%,Upgrade
22,Buyback Yield / Dilution,-,-,-,5.23%,13.22%,8.35%,0.14%,0.19%,-0.16%,-0.82%,Upgrade,
23,Total Shareholder Return,5.34%,7.14%,6.52%,8.07%,13.02%,16.97%,13.08%,3.22%,3.56%,5.79%,4.30%,Upgrade
