,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,3120,3484,3900,6083,7123,7747,8943,21682,12011,14136,15265,Upgrade
1,Market Cap Growth,-42.74%,-42.74%,-45.26%,-21.48%,-20.35%,-64.27%,-25.54%,53.38%,-21.32%,-1.36%,5.39%,Upgrade
2,Enterprise Value,20150,21159,21567,25039,27741,30572,31022,44718,33478,34834,36809,Upgrade
3,Last Close Price,0.60,0.67,0.75,1.17,1.37,1.49,1.72,4.17,2.31,2.72,2.94,Upgrade
4,PE Ratio,-,-,-,-48.64,-,47.35,-,-,19.10,13.28,10.25,Upgrade
5,PS Ratio,1.75,1.96,2.11,3.31,3.55,3.61,4.18,8.14,4.61,7.41,7.39,Upgrade
6,PB Ratio,0.08,0.09,0.10,0.15,0.17,0.18,0.20,0.48,0.27,0.35,0.37,Upgrade
7,P/FCF Ratio,7.73,7.73,5.50,10.55,-46.61,-,-,-120.15,-,12.70,20.69,Upgrade
8,P/OCF Ratio,7.73,7.73,5.50,10.55,-46.61,-,-,-120.15,-,12.70,20.69,Upgrade
9,EV/Sales Ratio,11.32,11.89,11.66,13.63,13.82,14.24,14.51,16.79,12.86,18.25,17.81,Upgrade
10,EV/EBITDA Ratio,19.03,19.98,18.80,19.27,18.55,20.34,31.43,26.57,20.06,29.41,21.31,Upgrade
11,EV/EBIT Ratio,19.79,20.78,19.51,21.36,20.37,21.33,33.95,26.64,21.95,41.94,25.38,Upgrade
12,EV/FCF Ratio,46.93,46.93,30.40,43.44,-181.51,-,-,-247.80,-,31.29,49.88,Upgrade
13,Debt / Equity Ratio,0.42,0.42,0.43,0.43,0.43,0.46,0.49,0.50,0.51,0.52,0.50,Upgrade
14,Debt / FCF Ratio,37.39,37.39,24.67,30.08,-119.72,-,-,-126.15,-,18.99,28.29,Upgrade
15,Earnings Yield,-10.37%,-9.29%,-5.08%,-2.06%,0.97%,2.11%,-1.80%,1.36%,5.24%,7.53%,9.76%,Upgrade
16,FCF Yield,12.94%,12.94%,18.19%,9.48%,-2.15%,-5.24%,0.77%,-0.83%,2.07%,7.88%,4.83%,Upgrade
17,Buyback Yield / Dilution,-,-,-,-,-,0.02%,-0.02%,-0.13%,-0.11%,-0.04%,Upgrade,
18,Total Shareholder Return,-,-,-,-,-,0.02%,-0.02%,-0.13%,-0.11%,-0.04%,Upgrade,
