,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,343,431,447,404,426,426,516,594,1233,638,1835,Upgrade
1,Market Cap Growth,6.58%,6.58%,5.00%,-5.00%,-17.53%,-28.36%,-58.13%,-6.82%,-32.82%,-72.85%,-30.75%,Upgrade
2,Enterprise Value,258,296,435,409,375,430,521,549,1378,787,1974,Upgrade
3,Last Close Price,0.21,0.27,0.28,0.35,0.37,0.37,0.45,0.62,1.28,0.80,2.31,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-23.78,-,Upgrade
5,PS Ratio,0.59,0.85,0.93,0.68,0.74,1.23,1.36,1.27,2.06,1.27,4.54,Upgrade
6,PB Ratio,0.77,0.97,0.98,1.10,1.12,1.01,1.11,0.80,1.50,0.89,2.93,Upgrade
7,P/TBV Ratio,1.05,1.05,1.05,1.20,1.22,1.11,1.21,0.87,1.62,0.97,3.22,Upgrade
8,P/FCF Ratio,-,-,26.01,-3.42,-,-,-,-,8.77,-24.44,-,Upgrade
9,P/OCF Ratio,-,-,25.18,-3.45,-,-,-,-,8.61,-32.98,-,Upgrade
10,EV/Sales Ratio,0.51,0.58,0.90,0.69,0.66,1.25,1.37,1.18,2.31,1.56,4.89,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,27.35,30.31,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,42.15,93.24,-,Upgrade
13,EV/FCF Ratio,-,-,25.33,-3.46,-,-,-,-,9.81,-30.17,-,Upgrade
14,Debt / Equity Ratio,0.25,0.25,0.21,0.23,0.25,0.19,0.14,0.23,0.22,0.35,0.40,Upgrade
15,Debt / FCF Ratio,-,-,5.61,-0.73,-,-,-,-,1.31,-9.46,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,3.79%,1.06%,-,Upgrade
17,Earnings Yield,-2.27%,-1.81%,-4.50%,-11.52%,-13.01%,-83.61%,-82.56%,-15.88%,1.75%,-4.20%,-4.63%,Upgrade
18,FCF Yield,-,3.84%,-29.26%,-32.00%,-4.96%,-12.94%,9.31%,11.41%,-4.09%,-3.33%,Upgrade,
19,Buyback Yield / Dilution,-30.36%,-50.00%,-1.20%,-,-26.73%,-20.00%,-35.76%,-20.96%,0.07%,0.11%,-0.01%,Upgrade
20,Total Shareholder Return,-30.36%,-50.00%,-1.20%,-,-26.73%,-20.00%,-35.76%,-20.96%,0.07%,0.11%,-0.01%,Upgrade
