,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Revenue,195.65,281.07,166.97,371.85,157.07,148.02,175.85,204.18,292.73,131.03,Upgrade
1,Revenue Growth (YoY),17.17%,-24.41%,6.30%,151.22%,-10.68%,-27.50%,-39.93%,55.83%,23.45%,-61.03%,Upgrade
2,Cost of Revenue,155.03,229.2,139.12,319.98,125.78,131.22,159.5,157.69,233.59,113.37,Upgrade
3,Gross Profit,40.61,51.87,27.85,51.87,31.29,16.8,16.35,46.49,59.14,17.66,Upgrade
4,"Selling, General & Admin",35.94,48.57,37.13,47.94,41.7,39.01,42.68,31.93,29.14,27.02,Upgrade
5,Research & Development,21.03,14.99,10.69,14.05,14.53,17.37,28.51,14.56,12.8,12.7,Upgrade
6,Other Operating Expenses,-3.61,-1.09,-4.29,-11.75,-1.34,-2.01,-4.6,-4,-5.99,-6.23,Upgrade
7,Operating Expenses,53.35,65.42,43.52,65.38,54.89,279.9,66.59,42.24,36.2,33.49,Upgrade
8,Operating Income,-12.74,-13.54,-15.68,-13.51,-23.6,-263.1,-50.24,4.25,22.94,-15.83,Upgrade
9,Interest Expense,-1.3,-1.65,-1.97,-2.59,-5.9,-9.38,-10.35,-12.3,-6.54,-6.12,Upgrade
10,Interest & Investment Income,1.05,2.31,0.87,3.48,2.12,10.77,4.66,6.89,6.71,7.92,Upgrade
11,Earnings From Equity Investments,-,-,-,-,-,-,-,-0.05,-,-,Upgrade
12,Currency Exchange Gain (Loss),0.31,0.28,-0.72,1.27,1.44,1.19,-0.01,-0.89,-3.15,-0.07,Upgrade
13,Other Non Operating Income (Expenses),-,-5.19,-,-1.21,-,-,-,1.71,-1.74,0.04,Upgrade
14,EBT Excluding Unusual Items,-12.68,-17.8,-17.49,-12.56,-25.93,-260.52,-55.94,-0.41,18.22,-14.07,Upgrade
15,Impairment of Goodwill,-,-,-,-,-,-10.03,-,-,-,-,Upgrade
16,Gain (Loss) on Sale of Investments,2.19,0.39,-1.59,4.01,-2.62,6.04,-20.78,5.3,-,-35.14,Upgrade
17,Gain (Loss) on Sale of Assets,-,-2.17,-,-,-,-,-,-,-,-,Upgrade
18,Asset Writedown,-,-,-,-11.44,-,-1.89,-,-,-,-,Upgrade
19,Legal Settlements,4.48,16.61,-,-3.15,-,4.8,-12.9,-,-,-,Upgrade
20,Other Unusual Items,-,1.97,0.73,-1.06,1.19,0.03,-,-4.1,4.1,-,Upgrade
21,Pretax Income,-6.02,-1,-18.35,-24.2,-27.35,-261.58,-89.62,0.79,22.32,-49.21,Upgrade
22,Income Tax Expense,0.8,-1.06,0.31,0.97,0.31,28.93,-13.39,2.57,4.02,-7.8,Upgrade
23,Earnings From Continuing Operations,-6.81,0.06,-18.66,-25.16,-27.67,-290.51,-76.23,-1.78,18.29,-41.4,Upgrade
24,Minority Interest in Earnings,-0.13,-0.45,0.32,1.22,0.36,3.03,-0.04,1.2,0.27,0.27,Upgrade
25,Net Income,-6.94,-0.39,-18.34,-23.94,-27.31,-287.48,-76.27,-0.58,18.56,-41.14,Upgrade
26,Net Income to Common,-6.94,-0.39,-18.34,-23.94,-27.31,-287.48,-76.27,-0.58,18.56,-41.14,Upgrade
27,Shares Outstanding (Basic),1596,1277,1064,1262,1064,996,887,733,733,734,Upgrade
28,Shares Outstanding (Diluted),1596,1277,1064,1262,1064,996,887,733,733,734,Upgrade
29,Shares Change (YoY),50.00%,1.20%,-,26.73%,20.00%,35.76%,20.96%,-0.07%,-0.11%,0.01%,Upgrade
30,EPS (Basic),-0.00,-0.00,-0.02,-0.02,-0.03,-0.29,-0.09,-0.00,0.03,-0.06,Upgrade
31,EPS (Diluted),-0.00,-0.00,-0.02,-0.02,-0.03,-0.29,-0.09,-0.00,0.03,-0.06,Upgrade
32,Free Cash Flow,-,13.72,2.27,-109.68,-16.38,-2.28,-54.75,99.81,17.08,-39.05,Upgrade
33,Free Cash Flow Per Share,-,0.01,0.00,-0.09,-0.02,-0.00,-0.06,0.14,0.02,-0.05,Upgrade
34,Operating Margin,-6.51%,-4.82%,-9.39%,-3.63%,-15.02%,-177.75%,-28.57%,2.08%,7.84%,-12.08%,Upgrade
35,Profit Margin,-3.55%,-0.14%,-10.99%,-6.44%,-17.39%,-194.22%,-43.37%,-0.28%,6.34%,-31.40%,Upgrade
36,Free Cash Flow Margin,-,4.88%,1.36%,-29.50%,-10.43%,-1.54%,-31.13%,48.89%,5.83%,-29.80%,Upgrade
37,EBITDA,-5.78,-6.67,-8.64,-6.4,-16.04,-256.13,-42.95,11.79,30.11,-8.24,Upgrade
38,D&A For EBITDA,6.96,6.87,7.04,7.11,7.56,6.97,7.29,7.55,7.17,7.6,Upgrade
39,EBIT,-12.74,-13.54,-15.68,-13.51,-23.6,-263.1,-50.24,4.25,22.94,-15.83,Upgrade
