,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,85.05,96.45,37.43,43.98,52.6,141.05,66.22,145.3,39.75,40.39,Upgrade
1,Short-Term Investments,99.91,112.13,44.26,33.34,58.97,43.09,69.59,43.49,44.41,50.05,Upgrade
2,Cash & Short-Term Investments,184.95,208.58,81.69,77.33,111.56,184.14,135.82,188.79,84.15,90.44,Upgrade
3,Cash Growth,126.39%,169.74%,-26.77%,-58.01%,-17.86%,-2.47%,61.39%,108.74%,75.23%,70.79%,Upgrade
4,Accounts Receivable,245.28,193.98,206.05,255.35,214.2,213.5,509.7,566.72,512.53,540.45,Upgrade
5,Other Receivables,-,22.73,21.11,18.36,-,-,-,-,-,-,Upgrade
6,Receivables,245.28,217.42,228.01,277.32,214.2,213.5,509.7,566.72,512.53,540.45,Upgrade
7,Inventory,181.7,176.05,200.51,153.65,162.92,138.1,143.53,156.14,156.34,113.68,Upgrade
8,Other Current Assets,94.69,135.41,190.01,197,198.76,176.3,152.79,113.15,184.44,163.77,Upgrade
9,Total Current Assets,706.62,737.45,700.22,705.29,687.44,712.05,941.84,1025,937.47,908.35,Upgrade
10,"Property, Plant & Equipment",54.45,57.79,61.45,68.74,71.84,75.4,83.94,79.27,81.11,84.79,Upgrade
11,Long-Term Investments,-,-,6.2,6.2,4.81,4.86,10.2,10.39,-,-,Upgrade
12,Goodwill,29.9,29.9,29.9,29.9,29.9,29.9,39.93,39.93,39.93,39.93,Upgrade
13,Other Intangible Assets,2.48,3.41,4.48,5.61,6.91,8.21,9.39,10.67,11.38,12.66,Upgrade
14,Long-Term Accounts Receivable,4.18,4.18,-,-,37.98,38.54,14.46,23.74,66.52,125.32,Upgrade
15,Long-Term Deferred Tax Assets,1.27,1.68,0.84,0.84,0.87,0.87,29.35,16.26,14.37,14.32,Upgrade
16,Other Long-Term Assets,144.97,148.54,152.11,155.72,168.21,171.98,173.33,179.57,183.41,187.25,Upgrade
17,Total Assets,943.87,982.95,955.21,972.31,1008,1042,1302,1385,1334,1373,Upgrade
18,Accounts Payable,146.93,199.55,269.23,263.59,207.14,195.37,177.62,219.36,243.33,217.9,Upgrade
19,Accrued Expenses,12.1,34.97,48.93,51.43,36.84,54,48.5,49.61,44.54,61.33,Upgrade
20,Short-Term Debt,100.47,86.45,76.08,82.07,67.94,51.58,50.56,66.63,13.8,130.74,Upgrade
21,Current Portion of Long-Term Debt,-,-,-,-,-,-,82.92,81.31,153.33,91.25,Upgrade
22,Current Portion of Leases,1.69,1.61,1.06,2.91,1.09,1.09,2.08,1.09,1.19,1.2,Upgrade
23,Current Income Taxes Payable,3.11,5.73,7.13,7.33,6.35,5.87,5.56,6.29,5.32,7.05,Upgrade
24,Current Unearned Revenue,192.83,152.88,132.36,123.06,224.82,163.93,222.1,181.82,181.15,206.39,Upgrade
25,Other Current Liabilities,44.59,52.47,62.15,62.15,63.55,143.88,73.15,60.88,21.26,51.46,Upgrade
26,Total Current Liabilities,501.71,533.67,596.94,592.55,607.73,615.71,662.49,666.98,663.91,767.31,Upgrade
27,Long-Term Debt,-,-,-,-,-,-,-,-,36,-,Upgrade
28,Long-Term Leases,0.76,1.63,0.81,3.24,2.83,3.39,5.78,4.43,3.45,4.04,Upgrade
29,Long-Term Unearned Revenue,18.11,18.79,19.46,20.14,20.81,21.49,22.16,22.84,23.51,24.19,Upgrade
30,Long-Term Deferred Tax Liabilities,4.25,3.99,4.49,4.78,4.86,5.15,5.18,5.48,5.76,6.11,Upgrade
31,Total Liabilities,524.83,558.07,621.71,620.71,636.24,645.74,695.61,701.83,732.63,801.65,Upgrade
32,Common Stock,13.82,13.82,8.91,8.91,8.91,8.91,7.47,7.47,6.2,6.2,Upgrade
33,Additional Paid-In Capital,754.02,754.02,663.15,663.15,663.15,663.15,589.86,589.86,508.17,509.71,Upgrade
34,Retained Earnings,-475.5,-425.93,-426.3,-407.95,-384.01,-356.7,-69.22,7.05,7.63,-10.94,Upgrade
35,Comprehensive Income & Other,124.7,89.34,94.57,94.01,88.95,85.64,80.62,80.37,80.3,66.47,Upgrade
36,Total Common Equity,417.04,431.25,340.32,358.11,376.99,400.99,608.72,684.75,602.3,571.44,Upgrade
37,Minority Interest,2,-6.37,-6.82,-6.51,-5.28,-4.92,-1.89,-1.94,-0.74,-0.47,Upgrade
38,Shareholders' Equity,419.03,424.88,333.5,351.6,371.71,396.06,606.83,682.81,601.56,570.98,Upgrade
39,Total Liabilities & Equity,943.87,982.95,955.21,972.31,1008,1042,1302,1385,1334,1373,Upgrade
40,Total Debt,102.92,89.68,77.95,88.22,71.86,56.06,141.35,153.46,207.76,227.22,Upgrade
41,Net Cash (Debt),82.03,118.89,3.74,-10.89,39.7,128.08,-5.53,35.33,-123.61,-136.78,Upgrade
42,Net Cash Growth,2092.47%,-,-90.58%,-,-,262.47%,-,-,-,-,Upgrade
43,Net Cash Per Share,0.05,0.09,0.00,-0.01,0.04,0.13,-0.01,0.05,-0.17,-0.19,Upgrade
44,Filing Date Shares Outstanding,1596,1596,1064,1064,1064,1064,886.74,886.74,732.9,733.86,Upgrade
45,Total Common Shares Outstanding,1596,1596,1064,1064,1064,1064,886.74,886.74,732.9,733.86,Upgrade
46,Working Capital,204.91,203.78,103.28,112.74,79.71,96.34,279.35,357.82,273.56,141.04,Upgrade
47,Book Value Per Share,0.26,0.27,0.32,0.34,0.35,0.38,0.69,0.77,0.82,0.78,Upgrade
48,Tangible Book Value,384.66,397.94,305.94,322.59,340.18,362.87,559.39,634.15,550.98,518.84,Upgrade
49,Tangible Book Value Per Share,0.24,0.25,0.29,0.30,0.32,0.34,0.63,0.72,0.75,0.71,Upgrade
50,Buildings,-,88.69,-,88.68,-,91.4,-,-,-,-,Upgrade
51,Machinery,-,24.11,-,30.03,-,28.83,-,-,-,-,Upgrade
