,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+12 Quarters
,Period Ending,"Mar '25 Mar 5, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+12 Quarters
0,Market Capitalization,8,18,32,32,39,53,42,50,54,73,65,90,21,24,27,47,48,35,46,50,40,Upgrade
1,Market Cap Growth,-66.67%,-66.67%,-24.24%,-35.32%,-27.45%,-27.83%,-35.08%,-44.71%,155.00%,206.67%,141.42%,91.29%,-55.86%,-31.25%,-42.09%,-5.71%,21.00%,-18.37%,-24.60%,-47.20%,-64.00%,Upgrade
2,Enterprise Value,6,24,38,37,44,64,53,58,62,71,63,108,39,42,45,88,89,109,121,162,152,Upgrade
3,Last Close Price,0.30,0.66,1.20,1.22,1.48,1.99,1.58,1.88,2.04,2.76,2.44,3.40,3.20,3.35,3.93,6.91,7.04,10.16,13.55,14.63,13.41,Upgrade
4,PE Ratio,-,-,-,-,-,-,-3.75,-8.27,-,-,-5.45,-,-,-,-,-,-,-,-,-,-2.00,Upgrade
5,PS Ratio,0.13,0.29,0.47,0.46,0.56,0.65,0.52,0.63,0.75,1.03,0.90,1.21,0.33,0.39,0.41,-,0.72,0.33,0.39,-,0.19,Upgrade
6,PB Ratio,2.08,4.55,8.22,5.58,6.79,5.72,4.01,4.76,3.79,5.13,3.92,5.46,-,-0.73,-1.18,-2.08,-,-4.14,4.72,5.10,-,Upgrade
7,P/TBV Ratio,4.55,4.55,8.22,5.58,6.79,5.72,4.01,4.76,3.79,5.13,3.92,5.46,-,-,-,-,-,-,4.72,5.10,-,Upgrade
8,P/FCF Ratio,1.83,1.83,7.94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,1.83,1.83,7.94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,0.09,0.40,0.56,0.53,0.62,0.79,0.67,0.73,0.86,1.01,0.88,1.45,0.61,0.69,0.69,-,1.34,1.03,1.02,-,0.74,Upgrade
