,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,241.32,227.93,192.1,167.09,144.82,150.77,158,138.3,115.5,115.67
1,Revenue Growth (YoY),25.62%,36.41%,32.65%,10.82%,-8.34%,9.01%,36.80%,19.56%,-2.59%,15.23%
2,Cost of Revenue,137.99,139.16,115.91,92.55,72.98,104.9,77.04,76.87,54.65,59.42
3,Gross Profit,103.34,88.77,76.19,74.54,71.85,45.87,80.96,61.43,60.85,56.26
4,"Selling, General & Admin",45.5,65.86,43.06,52.31,34.45,45.21,43.89,39.42,30.04,31.9
5,Operating Expenses,45.5,66.21,42.72,51.65,35.12,44.09,45.01,38.03,31.42,31.9
6,Operating Income,57.84,22.56,33.47,22.89,36.73,1.78,35.95,23.4,29.43,24.36
7,Interest Expense,-32.3,-26.67,-15.72,-18.82,-16.45,-16.97,-9.1,-6.03,-4.88,-2.98
8,Interest & Investment Income,3.23,7.8,6.27,8.89,10.62,12.98,4.2,9.28,8.88,9.24
9,Currency Exchange Gain (Loss),-,-3.06,-,-17.39,-,9.22,-,1.98,-,-
10,Other Non Operating Income (Expenses),4.78,14.01,7.97,10.99,-1.65,-13.17,8.36,12.81,1.67,4.36
11,EBT Excluding Unusual Items,33.55,14.64,32,6.57,29.26,-6.16,39.41,41.45,35.11,34.99
12,Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-0.23
13,Impairment of Goodwill,-,-8.49,-,-8.63,-,-13.64,-,-,-,-
14,Gain (Loss) on Sale of Investments,-3.26,-0.12,1.04,2.24,-2.24,7.88,3.54,-1.81,1.35,-0.74
15,Gain (Loss) on Sale of Assets,-0.01,0.04,-0.04,0,-0,-,-,-0.05,-0.09,-0.07
16,Asset Writedown,-,-,-,-,-,-3.17,-,-,-,-
17,Other Unusual Items,-,0.09,-,0.11,0.1,-0.51,1.06,3.18,-,-
18,Pretax Income,30.27,6.16,33,0.29,27.12,-15.6,44,42.76,36.36,33.94
19,Income Tax Expense,-0.51,-0.31,-0.36,0.68,0.02,-0.19,-0.16,0.67,-0.33,1.72
20,Earnings From Continuing Operations,30.78,6.47,33.37,-0.39,27.1,-15.42,44.16,42.09,36.68,32.22
21,Minority Interest in Earnings,0.19,-0.16,0.23,0.79,-0.21,0.17,0.27,-1.17,-0.42,-0.17
22,Net Income,30.97,6.31,33.6,0.41,26.89,-15.24,44.42,40.92,36.26,32.05
23,Net Income to Common,30.97,6.31,33.6,0.41,26.89,-15.24,44.42,40.92,36.26,32.05
24,Net Income Growth,-7.82%,1443.03%,24.95%,-,-39.47%,-,22.51%,27.70%,-28.25%,-20.12%
25,Shares Outstanding (Basic),1141,1141,1141,1148,1137,1139,1139,1165,1208,1217
26,Shares Outstanding (Diluted),1141,1142,1141,1148,1137,1141,1139,1165,1208,1217
27,Shares Change (YoY),-0.00%,-0.47%,0.40%,0.55%,-0.21%,-2.00%,-5.68%,-4.30%,-1.04%,-1.29%
28,EPS (Basic),0.03,0.01,0.03,0.00,0.02,-0.01,0.04,0.04,0.03,0.03
29,EPS (Diluted),0.03,0.01,0.03,0.00,0.02,-0.01,0.04,0.04,0.03,0.03
30,EPS Growth,-7.82%,1457.75%,24.45%,-,-39.34%,-,29.90%,33.43%,-27.50%,-19.08%
31,Free Cash Flow,15.41,83.63,-167.54,-61.61,-157.94,14.38,-75.9,-27.56,60.44,67.85
32,Free Cash Flow Per Share,0.01,0.07,-0.15,-0.05,-0.14,0.01,-0.07,-0.02,0.05,0.06
33,Operating Margin,23.97%,9.90%,17.42%,13.70%,25.36%,1.18%,22.75%,16.92%,25.48%,21.06%
34,Profit Margin,12.83%,2.77%,17.49%,0.24%,18.57%,-10.11%,28.12%,29.59%,31.39%,27.70%
35,Free Cash Flow Margin,6.39%,36.69%,-87.22%,-36.88%,-109.06%,9.53%,-48.04%,-19.92%,52.33%,58.65%
36,EBITDA,85.63,47.47,53.93,39.2,50.06,16.76,47.48,32.5,39.53,31.64
37,D&A For EBITDA,27.79,24.91,20.46,16.31,13.33,14.98,11.53,9.1,10.1,7.27
38,EBIT,57.84,22.56,33.47,22.89,36.73,1.78,35.95,23.4,29.43,24.36
