,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,17.15,85.36,38.95,37.68,61.96,15.44,73.53,118.63,47.08,105.03,Upgrade
1,Short-Term Investments,41.49,43.58,29.77,30.16,13.91,146.3,106.16,54.71,-,12.35,Upgrade
2,Trading Asset Securities,0.12,0.06,0.63,0.43,0.93,11.7,0.11,0.11,0.14,0.24,Upgrade
3,Cash & Short-Term Investments,58.76,129,69.34,68.28,76.8,173.44,179.8,173.44,47.22,117.62,Upgrade
4,Cash Growth,-15.26%,88.95%,-9.71%,-60.63%,-57.29%,-0.00%,280.77%,47.46%,-57.36%,-15.14%,Upgrade
5,Accounts Receivable,442.93,413.04,478.39,661.69,757.68,638.3,825.9,704.46,379.94,364.48,Upgrade
6,Other Receivables,68.46,78.48,101.17,94.91,100.3,109.45,94.67,78.2,158.9,29.15,Upgrade
7,Receivables,511.39,491.51,579.57,756.6,857.99,747.76,950.96,823.19,579.87,408.63,Upgrade
8,Inventory,1.34,1.77,1.63,1.89,2.79,-,-,-,-,1.96,Upgrade
9,Other Current Assets,-,-,-,38.92,52.13,170.81,154.42,321.57,291.56,-,Upgrade
10,Total Current Assets,571.49,622.28,650.54,865.69,989.7,1092,1285,1318,918.65,528.21,Upgrade
11,"Property, Plant & Equipment",291.09,315.51,424.01,449.48,238.48,314.15,308.93,293.58,270.95,260.92,Upgrade
12,Long-Term Investments,1.55,1.48,2.77,4.47,6.6,129.37,204.54,221.49,219.19,238.66,Upgrade
13,Goodwill,-,-,-,-,3.86,-,-,-,-,-,Upgrade
14,Other Intangible Assets,0.76,0.89,1.36,1.66,1.95,-,-,-,-,-,Upgrade
