,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Rental Revenue,361.47,369.03,363.42,310.54,267.31,271.52,256.93,260.45,272.73,277.68,Upgrade
1,Total Revenue,361.47,369.03,363.42,310.54,267.31,271.52,256.93,260.45,272.73,277.68,Upgrade
2,Revenue Growth (YoY,-0.53%,18.83%,35.95%,14.37%,4.04%,4.25%,-5.79%,-6.21%,1.42%,-1.59%,Upgrade
3,Property Expenses,81.65,88.1,80.67,71.38,64.59,69.05,58.99,62.85,66.85,69.8,Upgrade
4,"Selling, General & Administrative",47.06,56.97,47.19,41.74,32.91,33.75,31.52,37.67,34.4,33.67,Upgrade
5,Other Operating Expenses,1.89,122.99,2.12,-88.79,0.15,1.12,2.92,3.12,2.87,-2.39,Upgrade
6,Total Operating Expenses,130.6,268.05,129.98,24.33,97.64,103.92,93.42,103.64,104.12,101.08,Upgrade
7,Operating Income,230.87,100.99,233.44,286.22,169.67,167.6,163.5,156.8,168.61,176.59,Upgrade
8,Interest Expense,-65.98,-178.69,-111.04,-209.17,42.47,-20.07,-15.61,-35.65,-81.72,-75.33,Upgrade
9,Interest & Investment Income,3.34,105.53,2.74,24.21,1.83,1.19,1.2,1.44,1.72,1.82,Upgrade
10,Currency Exchange Gain (Loss),-6.32,59.63,-89.13,-185.35,-176.35,50.97,38.74,291.41,-71.26,-40.48,Upgrade
11,Other Non-Operating Income,-,-,-,-,-,-,-,-0.95,-1.03,-,Upgrade
12,EBT Excluding Unusual Items,161.91,87.45,36.01,-84.09,37.61,199.7,187.83,413.06,16.32,62.61,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,-,-,-0,0.15,-,-,-,Upgrade
14,Asset Writedown,-76.71,-33.5,-98.52,209.61,58.8,102.74,25.99,-335.74,-337.6,8.97,Upgrade
15,Other Unusual Items,-,-,-,-,-,-,-,-,56.7,-,Upgrade
16,Pretax Income,85.2,53.95,-62.51,125.52,96.42,302.44,213.97,77.32,-264.58,71.58,Upgrade
17,Income Tax Expense,25.93,25.42,19.58,100.87,2.64,4.83,1.63,1.56,1.1,1.36,Upgrade
18,Earnings From Continuing Operations,59.27,28.53,-82.09,24.66,93.77,297.61,212.34,75.75,-265.68,70.22,Upgrade
19,Minority Interest in Earnings,-17,-13.16,-10.82,-90.08,-,-,-,-,-,-,Upgrade
20,Net Income,42.28,15.37,-92.92,-65.42,93.77,297.61,212.34,75.75,-265.68,70.22,Upgrade
21,Net Income to Common,42.28,15.37,-92.92,-65.42,93.77,297.61,212.34,75.75,-265.68,70.22,Upgrade
22,Net Income Growth,-,-,-,-,-55.84%,292.87%,-,7.88%,-,-,Upgrade
23,Basic Shares Outstanding,1444,1439,1489,1482,1475,1470,1464,1459,1413,1283,Upgrade
24,Diluted Shares Outstanding,1449,1439,1489,1488,1479,1473,1467,1459,1450,1608,Upgrade
25,Shares Change (YoY),-2.64%,-3.28%,0.66%,0.98%,0.83%,0.97%,1.18%,-9.26%,13.38%,26.43%,Upgrade
26,EPS (Basic),0.03,0.01,-0.06,-0.04,0.06,0.20,0.15,0.05,-0.19,0.05,Upgrade
27,EPS (Diluted),0.03,0.01,-0.06,-0.04,0.06,0.20,0.14,0.05,-0.22,0.04,Upgrade
28,EPS Growth,-,-,-,-,-56.55%,288.81%,-,23.04%,-,-,Upgrade
29,Dividend Per Share,0.084,0.080,0.093,0.092,0.096,0.089,0.090,0.082,0.087,0.081,Upgrade
30,Dividend Growth,-9.49%,-13.05%,-3.21%,2.78%,6.47%,9.30%,3.71%,0.97%,-1.51%,20.26%,Upgrade
31,Operating Margin,63.87%,27.36%,64.23%,92.17%,63.47%,61.73%,63.64%,60.21%,61.82%,63.60%,Upgrade
32,Profit Margin,11.70%,4.17%,-25.57%,-21.07%,35.08%,109.61%,82.65%,29.09%,-97.42%,25.29%,Upgrade
33,Free Cash Flow Margin,54.84%,68.24%,63.84%,67.29%,67.69%,62.85%,68.81%,78.37%,51.88%,71.11%,Upgrade
34,EBIT,230.87,100.99,233.44,286.22,169.67,167.6,163.5,156.8,168.61,176.59,Upgrade
