,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,798,565,593,3499,3499,3499,4181,17658,20380,25326,34168,Upgrade
1,Market Cap Growth,-83.85%,-83.85%,-83.05%,0%,-16.31%,-80.18%,-79.48%,-30.28%,-40.35%,-14.11%,156.73%,Upgrade
2,Enterprise Value,86712,123169,122862,106195,106195,106195,106877,135323,105154,92862,92641,Upgrade
3,Last Close Price,0.21,0.15,0.20,1.18,1.18,1.18,1.41,6.55,6.78,8.43,10.69,Upgrade
4,PE Ratio,0.04,0.03,-,-,-,-,-,2.63,2.90,5.31,7.27,Upgrade
5,Forward PE,-,0.11,0.11,0.57,0.57,0.57,0.54,2.24,2.34,3.48,5.30,Upgrade
6,PS Ratio,0.03,0.02,0.02,0.15,0.17,0.11,0.07,0.20,0.25,0.42,0.60,Upgrade
7,PB Ratio,-0.30,-0.30,-0.02,-0.16,-0.18,-0.26,-0.45,0.28,0.32,0.55,0.83,Upgrade
8,P/TBV Ratio,-,-,-,-,-,-,-,0.91,0.98,1.51,2.03,Upgrade
9,P/FCF Ratio,-,-,-,-,-2.05,-,-,-,-,-,-,Upgrade
10,P/OCF Ratio,-,-,-,-,-2.23,-,-,-,-,-,-,Upgrade
11,PEG Ratio,-,-,-,-,-,-,-,0.09,0.08,0.11,0.11,Upgrade
12,EV/Sales Ratio,3.78,5.37,4.05,4.70,5.02,3.45,1.74,1.56,1.31,1.54,1.64,Upgrade
13,EV/EBITDA Ratio,-,-,-,-,-,-,-,11.12,8.41,7.42,7.80,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,-,-,11.63,8.66,7.55,7.93,Upgrade
15,EV/FCF Ratio,-231.33,-,-,-,-62.18,-,-,-,-,-,-,Upgrade
16,Debt / Equity Ratio,-43.87,-43.87,-3.88,-5.43,-6.28,-9.87,-15.49,2.13,2.15,2.49,2.64,Upgrade
17,Debt / FCF Ratio,-,-,-,-,-73.26,-,-,-,-,-,-,Upgrade
18,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,8.34%,8.55%,11.26%,11.23%,Upgrade
19,Earnings Yield,2118.20%,2988.90%,-1770.80%,-242.93%,-253.37%,-1274.82%,-970.92%,38.01%,34.43%,18.82%,13.75%,Upgrade
20,FCF Yield,-47.00%,-66.31%,-116.02%,108.95%,-48.81%,-616.26%,-426.26%,-32.72%,-69.95%,-47.30%,-10.19%,Upgrade
21,Buyback Yield / Dilution,-22.93%,-45.87%,-,-,-7.85%,-9.95%,-1.73%,0.08%,-0.23%,-0.60%,-0.70%,Upgrade
22,Total Shareholder Return,-22.93%,-45.87%,-,-,-7.85%,-9.95%,-1.73%,0.08%,-0.23%,-0.60%,-0.70%,Upgrade
