,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 7, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,92,131,138,247,247,311,253,269,257,269,366
1,Market Cap Growth,-47.01%,-47.01%,-44.16%,-20.62%,-2.53%,15.48%,-1.25%,0%,-29.82%,-39.13%,-27.13%
2,Enterprise Value,2017,2362,3155,3148,3630,3675,2679,2663,2004,2831,2835
3,Last Close Price,0.14,0.20,0.21,0.39,0.39,0.48,0.40,0.42,0.40,0.40,0.54
4,PE Ratio,-,-,-,-,0.75,6.18,-,-,-,0.86,15.45
5,PS Ratio,0.06,0.08,0.11,0.15,0.15,1.38,3.23,1.90,1.96,1.50,2.10
6,PB Ratio,0.08,0.11,0.10,0.15,0.14,0.22,0.18,0.19,0.18,0.26,0.38
7,P/TBV Ratio,0.11,0.11,0.10,0.15,0.14,0.21,0.18,0.19,0.18,0.26,0.38
8,P/FCF Ratio,0.07,0.10,0.16,-,0.31,-0.39,-,10.46,-2.57,-,-5.29
9,P/OCF Ratio,0.10,0.10,0.16,-,0.31,-0.39,-,10.16,-2.60,-,-5.41
10,EV/Sales Ratio,1.26,1.48,2.54,1.88,2.14,16.31,34.16,18.80,15.27,15.75,16.25
11,EV/EBITDA Ratio,-,-,-,-,9.65,-241.55,-,-,2562.09,-,60.54
12,EV/EBIT Ratio,-,-,-,-,9.71,-219.87,-,-,-4114.08,-,61.88
13,EV/FCF Ratio,1.54,1.81,3.73,-,4.53,-4.58,-,103.39,-20.07,-,-41.05
14,Debt / Equity Ratio,1.65,1.65,1.62,1.86,1.73,2.41,2.53,1.85,1.76,1.72,3.58
15,Debt / FCF Ratio,1.50,1.50,2.72,-,3.70,-4.35,-,100.20,-24.98,-,-49.40
16,Return on Capital Employed (ROCE),-,-,-,-,19.75%,-0.59%,-,-,-0.03%,-,4.38%
17,Earnings Yield,-526.95%,-369.38%,-213.60%,96.68%,133.59%,16.18%,-14.65%,-25.77%,95.27%,116.82%,6.47%
18,FCF Yield,1423.15%,997.60%,613.18%,289.46%,324.78%,-257.80%,-344.58%,9.56%,-38.90%,-34.59%,-18.89%
19,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,4.98%,-
20,Buyback Yield / Dilution,39.45%,-,56.58%,56.58%,-130.32%,-130.32%,33.58%,-,-50.54%,-0.96%,-2.26%
21,Total Shareholder Return,39.45%,-,56.58%,56.58%,-130.32%,-130.32%,33.58%,-,-50.54%,4.02%,-2.26%
