,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Operating Revenue,517.92,1083,160.29,1510,188.99,36.29,42.15,102.7,31.67,151.66
1,Other Revenue,-,-,-,-,-,-,-,-3.18,-,-3.6
2,Revenue,517.92,1083,160.29,1510,188.99,36.29,42.15,99.51,31.67,148.06
3,Revenue Growth (YoY),223.11%,-28.27%,-15.18%,4062.36%,348.36%,-63.54%,33.09%,-32.79%,20.06%,-77.90%
4,Cost of Revenue,599.18,1113,131.08,964.23,124.98,7.71,8.04,34.27,4.78,61
5,Gross Profit,-81.26,-29.34,29.22,546.09,64.01,28.57,34.11,65.25,26.89,87.06
6,"Selling, General & Admin",60.29,91.93,65.49,178.82,57.56,51.74,49.92,45.76,46.87,45.89
7,Operating Expenses,60.29,91.93,65.49,178.82,57.56,51.74,49.92,45.76,46.87,45.89
8,Operating Income,-141.55,-121.27,-36.28,367.26,6.45,-23.16,-15.81,19.49,-19.97,41.17
9,Interest Expense,-83.37,-86.54,-7.45,-12.54,-6.66,-3.13,-16.28,-17.02,-26.47,-31.19
10,Interest & Investment Income,0.31,1.15,1.69,0.35,0.07,0.1,0.11,0.34,0.34,0.31
11,Earnings From Equity Investments,-0.96,-5.11,0.01,-0.4,-,-,-,-,-,-
12,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,10.28,-,0.33
13,Other Non Operating Income (Expenses),8.28,13.18,11.78,19.77,12.34,12.43,8.96,7.24,5.65,5.32
14,EBT Excluding Unusual Items,-217.3,-198.59,-30.25,374.44,12.2,-13.77,-23.03,20.32,-40.46,15.94
15,Gain (Loss) on Sale of Investments,-,-7.42,0.46,-24.41,0.84,0.24,-0.1,5.17,0.05,0.09
16,Gain (Loss) on Sale of Assets,0.12,0.04,-,-,-,2.17,-,-,383.2,-
17,Asset Writedown,-,-65.4,-,-41.2,50.93,-0.28,-8.25,-69.03,-50.23,18.81
18,Other Unusual Items,-,-,-,-,-,-,7.01,1.33,-,-
19,Pretax Income,-217.18,-271.38,-29.79,308.82,63.96,-11.64,-24.36,-42.21,292.56,34.84
20,Income Tax Expense,-0.13,-2.76,-0.21,38.1,3.58,0.45,1.1,4.87,7.09,9.34
21,Earnings From Continuing Operations,-217.05,-268.62,-29.59,270.72,60.39,-12.09,-25.46,-47.08,285.47,25.5
22,Minority Interest in Earnings,-1.49,3.76,-0.15,-2.21,1.04,0.99,-0.58,3.7,2.37,1.41
23,Net Income,-218.54,-264.86,-29.74,268.51,61.42,-11.09,-26.04,-43.38,287.84,26.9
24,Net Income to Common,-218.54,-264.86,-29.74,268.51,61.42,-11.09,-26.04,-43.38,287.84,26.9
25,Net Income Growth,-,-,-,-,-,-,-,-,-,-86.97%
26,Shares Outstanding (Basic),641,641,641,641,641,641,641,641,641,642
27,Shares Outstanding (Diluted),641,641,641,1477,1477,641,641,966,641,642
28,Shares Change (YoY),-,-56.58%,-56.58%,130.32%,130.32%,-33.58%,-,50.54%,0.96%,2.26%
29,EPS (Basic),-0.34,-0.41,-0.05,0.42,0.10,-0.02,-0.04,-0.07,0.45,0.04
30,EPS (Diluted),-0.34,-0.41,-0.05,0.20,0.04,-0.02,-0.04,-0.07,0.45,0.04
31,EPS Growth,-,-,-,-,-,-,-,-,-,-87.26%
32,Free Cash Flow,451.44,854.07,-8.37,723.28,78.86,-880.95,7.82,17.94,-117.76,24.56
33,Free Cash Flow Per Share,0.70,1.33,-0.01,0.49,0.05,-1.37,0.01,0.02,-0.18,0.04
34,Dividend Per Share,-,-,-,-,-,-,-,-,0.020,-
35,Operating Margin,-27.33%,-11.19%,-22.63%,24.32%,3.41%,-63.84%,-37.50%,19.58%,-63.06%,27.81%
36,Profit Margin,-42.20%,-24.45%,-18.55%,17.78%,32.50%,-30.57%,-61.78%,-43.60%,908.85%,18.17%
37,Free Cash Flow Margin,87.16%,78.83%,-5.22%,47.89%,41.73%,-2427.85%,18.54%,18.03%,-371.82%,16.59%
38,EBITDA,-141.25,-121.09,-35.63,369.35,6.94,-22.16,-15.3,20.3,-19.52,42.12
39,D&A For EBITDA,0.3,0.18,0.65,2.09,0.49,1.01,0.51,0.81,0.46,0.95
40,EBIT,-141.55,-121.27,-36.28,367.26,6.45,-23.16,-15.81,19.49,-19.97,41.17
