,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+17 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+17 Quarters
0,Operating Revenue,109.99,63.18,91.15,147.31,108.44,74.39,99.61,42.53,101.6,104.83,96.49,144.86,121.16,105.44,79.32,152.44,130.95,103.89,55.11,137.42,Upgrade
1,Other Revenue,-6.13,6.13,-,9.5,-4.7,4.7,-,14.88,-6.86,6.86,-,13.42,-7.01,7.01,-,12.34,-5.92,5.92,-,10.23,Upgrade
2,Revenue,103.85,69.31,91.15,156.8,103.74,79.1,99.61,57.41,94.74,111.69,96.49,158.28,114.15,112.45,79.32,164.79,125.04,109.81,55.11,147.65,Upgrade
3,Revenue Growth (YoY),0.11%,-12.37%,-8.50%,173.14%,9.49%,-29.18%,3.24%,-63.73%,-17.00%,-0.68%,21.65%,-3.95%,-8.70%,2.41%,43.92%,11.61%,16.61%,-9.79%,-14.39%,-8.18%,Upgrade
4,Cost of Revenue,36.82,47.25,65.34,95.75,51.78,50.61,72.15,121.91,42.67,64.24,59.91,126.14,61.17,72.93,45.46,98.04,63.8,70.44,29.29,85.58,Upgrade
5,Gross Profit,67.03,22.06,25.81,61.05,51.96,28.49,27.46,-64.5,52.07,47.45,36.58,32.14,52.99,39.52,33.85,66.74,61.23,39.37,25.82,62.07,Upgrade
6,"Selling, General & Admin",18,17.54,14.23,18.87,17.41,22.47,20.23,25.82,20.89,19.24,15.04,10.7,20.01,17.12,18.2,25.87,20.41,20.33,17.82,27.83,Upgrade
7,Research & Development,13.63,13.29,11.64,16.33,12.27,10.65,14.57,13.79,14.44,10.81,15.01,18.78,14.58,11.58,8.88,14.41,11.3,11.77,6.7,15.64,Upgrade
8,Other Operating Expenses,-0.62,0.44,0.1,-5.26,-1.69,-1.07,-1.84,-2.4,-1.28,-1.85,0.35,-2.73,1.58,-1.31,0.31,0.04,-1.82,-3.31,0.36,0.71,Upgrade
9,Operating Expenses,40.93,42.41,27.45,46.11,27.26,38.12,28.96,57.17,42.41,38.12,31.47,42.34,33.5,30.79,28.51,57.65,37.96,37.13,24.92,60.32,Upgrade
10,Operating Income,26.1,-20.35,-1.64,14.94,24.7,-9.63,-1.5,-121.67,9.67,9.33,5.11,-10.2,19.49,8.72,5.34,9.09,23.28,2.24,0.9,1.75,Upgrade
11,Interest Expense,-1.11,-1.07,-1.13,-0.52,-0.96,-1.09,-1.29,-1.29,-1.05,-0.66,-0.51,-0.65,-0.39,-0.68,-0.82,-0.12,-0.94,-0.96,-0.74,-0.95,Upgrade
12,Interest & Investment Income,1.67,2.56,3.17,2.88,3.13,5.45,3.87,-,5.02,4.58,2.11,3.17,3.39,3.14,4.05,3.09,0.42,1.92,1.26,2.21,Upgrade
13,Other Non Operating Income (Expenses),0.23,-0.25,-0.02,-0.01,-1.05,0.73,-0.03,-0.09,-0.04,0.03,0.02,-0.01,-0.11,-0.03,-0.06,0.85,0.06,-0.04,-1.07,-0.24,Upgrade
14,EBT Excluding Unusual Items,26.89,-19.1,0.38,17.29,25.82,-4.54,1.04,-123.05,13.6,13.29,6.72,-7.68,22.37,11.16,8.52,12.9,22.82,3.16,0.35,2.77,Upgrade
15,Gain (Loss) on Sale of Investments,-,0.39,0.41,0.25,0.2,0.2,0.07,0.14,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Gain (Loss) on Sale of Assets,0.16,0.01,-0.02,-0.02,-0.01,-0.03,-0.05,0.93,-0.93,-0.02,-0.01,-0.01,-0.01,-0.01,-0.02,-0.01,-0,-0,-0,-0.01,Upgrade
17,Asset Writedown,-8.1,1.21,-1.23,9.07,-9.08,-0.03,0.03,-0.15,-6.71,0.55,-0.56,4.3,-4.36,1.8,-1.82,2.43,-2.45,-0.02,-,-0.03,Upgrade
18,Other Unusual Items,-0.48,0.49,0,0.74,-,-,-,1.14,-,-,-,0.69,-,-,-,8.48,-,-,-,3.84,Upgrade
19,Pretax Income,18.47,-17.01,-0.45,27.34,16.93,-4.39,1.09,-120.99,5.97,13.82,6.16,-2.7,18,12.95,6.68,23.79,20.36,3.14,0.35,6.57,Upgrade
20,Income Tax Expense,3.39,-2.79,-0.11,1.42,1.54,-0.97,0.05,-12.85,0.32,0.53,1.15,-2.19,2.03,-0.59,1.41,5.02,3.04,-3.05,0.6,-0.54,Upgrade
21,Earnings From Continuing Operations,15.08,-14.22,-0.34,25.92,15.39,-3.43,1.04,-108.14,5.65,13.29,5,-0.51,15.98,13.55,5.27,18.78,17.33,6.19,-0.25,7.11,Upgrade
22,Minority Interest in Earnings,0.18,0.4,-0.17,0.08,0.02,0.17,-0.08,0.04,-0.11,0.35,0.61,-0.07,0.07,0.07,0.13,-0.42,0.74,-0.09,0.87,-0.55,Upgrade
23,Net Income,15.26,-13.82,-0.52,26,15.42,-3.26,0.96,-108.1,5.54,13.64,5.61,-0.58,16.05,13.61,5.4,18.36,18.06,6.1,0.62,6.56,Upgrade
24,Net Income to Common,15.26,-13.82,-0.52,26,15.42,-3.26,0.96,-108.1,5.54,13.64,5.61,-0.58,16.05,13.61,5.4,18.36,18.06,6.1,0.62,6.56,Upgrade
