,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,490,423,275,260,362,1320,1200,305,221,200,103
1,Market Cap Growth,62.75%,62.75%,-23.94%,-80.30%,-69.83%,332.79%,442.99%,52.50%,114.56%,138.10%,47.14%
2,Enterprise Value,442,364,223,205,329,1292,1184,261,182,160,77
3,Last Close Price,0.48,0.41,0.27,0.26,0.35,1.32,1.20,0.30,0.22,0.20,0.10
4,PE Ratio,-,-,-74.63,-,-,-,-,19.31,13.81,10.02,4.45
5,PS Ratio,4.80,4.15,2.83,2.45,2.75,8.19,7.15,2.05,1.74,1.58,0.78
6,PB Ratio,4.08,3.53,2.18,2.09,2.75,10.28,8.96,2.29,1.64,1.72,0.86
7,P/TBV Ratio,3.53,3.53,2.18,2.09,2.75,10.28,8.96,2.29,1.64,1.72,0.86
8,P/FCF Ratio,-,-,75.41,-,23.02,73.63,-111.00,-,18.36,12.86,3.75
9,P/OCF Ratio,-,-,65.95,-,21.50,65.72,-435.26,-,13.51,10.03,3.20
10,EV/Sales Ratio,4.33,3.57,2.29,1.93,2.50,8.02,7.05,1.75,1.43,1.26,0.58
11,EV/EBITDA Ratio,-,-,575.53,-,-,412.64,146.70,10.46,7.52,6.23,2.59
12,EV/EBIT Ratio,-,-,-46.97,-,-,-,410.30,12.90,8.98,7.08,2.88
13,EV/FCF Ratio,-65.72,-,60.99,-,20.92,72.04,-109.49,-,15.15,10.27,2.81
14,Debt / Equity Ratio,0.04,0.04,0.05,0.01,0.01,0.02,0.03,0.04,0.05,0.01,0.02
15,Debt / FCF Ratio,-,-,1.81,-,0.11,0.18,-0.37,-,0.53,0.08,0.09
16,Return on Capital Employed (ROCE),-,-,-3.63%,-,-,-,2.13%,14.86%,14.64%,19.33%,22.46%
17,Earnings Yield,-0.78%,-0.91%,-1.34%,-7.55%,-4.56%,-0.23%,0.14%,5.18%,7.24%,9.98%,22.47%
18,FCF Yield,-1.37%,-1.59%,1.33%,2.99%,4.34%,1.36%,-0.90%,-3.96%,5.45%,7.78%,26.65%
19,Buyback Yield / Dilution,-0.18%,-,-0.36%,-2.00%,-1.63%,-,-,-,-,-,-
20,Total Shareholder Return,-0.18%,-,-0.36%,-2.00%,-1.63%,-,-,-,-,-,-
