,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,50.45,51.61,45.63,60.59,71.06,90.08,77.82,71.26,55.95,70.9
1,Revenue Growth (YoY),10.57%,-14.82%,-35.79%,-32.74%,-8.69%,26.41%,39.08%,0.51%,-8.72%,-7.63%
2,Cost of Revenue,44.21,38.66,37.03,62.52,61.46,77.83,63.57,40.98,40.27,40.13
3,Gross Profit,6.24,12.95,8.6,-1.93,9.6,12.25,14.25,30.28,15.69,30.77
4,"Selling, General & Admin",13.39,12.81,13.63,13.31,12.3,12.91,11.6,12.76,13.09,11.02
5,Operating Expenses,13.39,12.67,13.62,14.15,12.3,12.04,11.58,12.75,12.9,10.98
6,Operating Income,-7.16,0.28,-5.02,-16.08,-2.7,0.22,2.67,17.52,2.78,19.79
7,Interest Expense,-0.13,-0.07,-0.05,-0.07,-0.11,-0.12,-0.19,-0.08,-0.05,-0.14
8,Interest & Investment Income,0.92,0.69,0.1,0.03,0.01,0.01,0.02,0.19,-,0.08
9,Currency Exchange Gain (Loss),0.65,0.91,-0.59,1.57,0.28,-0.35,0.09,-1.31,0.63,0.38
10,Other Non Operating Income (Expenses),0.05,0.07,0.04,0.41,0.14,0.28,0.15,0.29,0.22,1.32
11,EBT Excluding Unusual Items,-5.67,1.87,-5.51,-14.13,-2.38,0.03,2.74,16.62,3.59,21.43
12,Gain (Loss) on Sale of Assets,-,-0.03,-,-,0.01,-,0.02,-0,-0.01,-0.03
13,Pretax Income,-5.67,1.85,-5.51,-14.13,-2.37,0.03,2.76,16.62,3.58,21.39
14,Income Tax Expense,-,0.02,0.01,-,-,0.66,0.48,3.1,1.09,3.93
15,Net Income,-5.67,1.83,-5.52,-14.13,-2.37,-0.63,2.28,13.52,2.49,17.47
16,Net Income to Common,-5.67,1.83,-5.52,-14.13,-2.37,-0.63,2.28,13.52,2.49,17.47
17,Net Income Growth,-,-,-,-,-,-,-8.41%,-22.62%,-56.21%,8.86%
18,Shares Outstanding (Basic),1020,1020,1020,1016,1000,1000,1000,1000,1000,1000
19,Shares Outstanding (Diluted),1020,1020,1020,1016,1000,1000,1000,1000,1000,1000
20,Shares Change (YoY),-,0.36%,2.00%,1.63%,-,-,-,-,-,-
21,EPS (Basic),-0.01,0.00,-0.01,-0.01,-0.00,-0.00,0.00,0.01,0.00,0.02
22,EPS (Diluted),-0.01,0.00,-0.01,-0.01,-0.00,-0.00,0.00,0.01,0.00,0.02
23,EPS Growth,-,-,-,-,-,-,-8.41%,-22.62%,-56.21%,8.86%
24,Free Cash Flow,-12.86,6.13,-2.48,10.26,5.47,12.46,-23.27,11.21,0.83,14.73
25,Free Cash Flow Per Share,-0.01,0.01,-0.00,0.01,0.01,0.01,-0.02,0.01,0.00,0.01
26,Operating Margin,-14.18%,0.54%,-11.00%,-26.53%,-3.80%,0.24%,3.43%,24.59%,4.98%,27.91%
27,Profit Margin,-11.24%,3.55%,-12.10%,-23.32%,-3.34%,-0.70%,2.93%,18.97%,4.44%,24.63%
28,Free Cash Flow Margin,-25.48%,11.87%,-5.42%,16.94%,7.69%,13.83%,-29.91%,15.73%,1.48%,20.77%
29,EBITDA,-3.34,1.58,-1.19,-14.68,1.4,1.73,6.34,18.58,5.66,19.97
30,D&A For EBITDA,3.82,1.3,3.83,1.4,4.1,1.52,3.67,1.05,2.88,0.18
31,EBIT,-7.16,0.28,-5.02,-16.08,-2.7,0.22,2.67,17.52,2.78,19.79
