,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,4678,1932,1742,1218,1676,1915,2760,5299,1806,886,383,Upgrade
1,Market Cap Growth,58.60%,58.60%,3.94%,-36.40%,-39.29%,-63.86%,52.83%,498.41%,371.26%,5.78%,-52.53%,Upgrade
2,Enterprise Value,3230,678,273,5,1274,-151,-741,3981,1878,1631,1091,Upgrade
3,Last Close Price,12.06,4.98,4.07,2.85,3.79,4.11,5.16,8.27,2.58,1.26,0.55,Upgrade
4,PE Ratio,17.85,7.37,7.42,20.02,-21.07,-,1.23,2.23,1.63,4.27,3.16,Upgrade
5,Forward PE,-,5.97,5.97,5.97,5.97,5.97,5.97,5.97,5.97,3.81,3.38,Upgrade
6,PS Ratio,0.46,0.19,0.18,0.13,0.20,0.18,0.18,0.34,0.16,0.11,0.05,Upgrade
7,PB Ratio,1.63,0.67,0.60,0.44,0.60,0.67,0.85,1.71,0.91,0.80,0.42,Upgrade
8,P/TBV Ratio,0.68,0.68,0.60,0.44,0.61,0.67,0.85,1.72,0.92,0.81,0.43,Upgrade
9,P/FCF Ratio,-,-,0.87,0.34,0.44,0.90,0.69,0.77,0.30,0.19,0.10,Upgrade
10,P/OCF Ratio,-,-,0.86,0.34,0.43,0.72,0.62,0.77,0.29,0.19,0.10,Upgrade
11,EV/Sales Ratio,0.32,0.07,0.03,0.00,0.15,-,-,0.26,0.17,0.21,0.15,Upgrade
12,EV/EBITDA Ratio,8.47,1.78,0.74,0.03,46.34,-,-,1.29,1.38,5.70,4.49,Upgrade
13,EV/EBIT Ratio,10.54,2.21,0.91,0.04,-37.78,-,-,1.32,1.46,7.93,5.89,Upgrade
14,EV/FCF Ratio,-,-,0.14,0.00,0.34,-,-,0.58,0.31,0.36,0.29,Upgrade
15,Debt / Equity Ratio,0.33,0.33,0.36,0.39,0.39,0.65,0.32,0.27,0.47,1.10,1.64,Upgrade
16,Debt / FCF Ratio,-,-,0.52,0.31,0.28,0.88,0.26,0.12,0.15,0.27,0.39,Upgrade
17,Return on Capital Employed (ROCE),10.42%,10.42%,10.21%,4.44%,-1.18%,-,86.86%,94.89%,61.71%,16.90%,18.01%,Upgrade
18,Earnings Yield,5.60%,13.57%,13.48%,5.00%,-4.75%,36.68%,81.31%,44.80%,61.33%,23.41%,31.62%,Upgrade
19,FCF Yield,-,114.92%,290.10%,226.75%,111.14%,144.52%,129.38%,337.69%,516.06%,983.67%,Upgrade,
20,Dividend Yield,2.90%,7.03%,9.82%,10.54%,2.64%,-,46.67%,29.62%,32.50%,-,-,Upgrade
21,Buyback Yield / Dilution,-0.01%,0.00%,-0.02%,0.00%,0.02%,0.45%,-1.12%,-4.64%,-3.09%,-0.07%,-,Upgrade
22,Total Shareholder Return,2.89%,7.03%,9.81%,10.54%,2.66%,0.45%,45.55%,24.99%,29.41%,-0.07%,-,Upgrade
