,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,29712,25620,28497,99571,33058,47909,39579,26343,36391,29408,32173,38819,46820,66251,43865,60673,71275,109355,125660,79669,Upgrade
1,Short-Term Investments,-,-,5000,-,-,-,-,-,1938,-,6824,-,6115,-,-,-,94256,-,-,-,Upgrade
2,Cash & Short-Term Investments,29712,25620,33497,99571,33058,47909,39579,26343,38328,29408,38997,38819,52935,66251,43865,60673,165531,109355,125660,79669,Upgrade
3,Cash Growth,-10.12%,-46.52%,-15.37%,277.98%,-13.75%,62.91%,1.49%,-32.14%,-27.59%,-55.61%,-11.10%,-36.02%,-68.02%,-39.42%,-65.09%,-23.84%,58.65%,18.56%,59.31%,127.11%,Upgrade
4,Accounts Receivable,229415,250463,252147,349025,356828,132374,128159,135674,108492,114080,117809,110556,85708,534969,623408,622716,588470,163098,124536,124270,Upgrade
5,Other Receivables,3992,6887,1476,1009,4037,1058,1448,1632,6143,1464,5590,2493,5743,49874,5721,2597,7331,2356,4594,20988,Upgrade
6,Receivables,233408,257740,253623,487035,360866,133432,130691,137306,114635,115543,123399,113049,91451,609683,651891,715337,674530,225454,149130,145258,Upgrade
7,Inventory,250315,234302,199252,296537,228530,407983,253667,336839,323111,323507,300409,282848,287289,290552,255125,205907,191351,219636,208625,209447,Upgrade
8,Prepaid Expenses,949.02,1522,2237,1181,2935,4234,1702,575.32,999.01,1419,953.72,695.16,776.5,857.47,1134,665.36,466.4,-,-,-,Upgrade
9,Other Current Assets,6250,7701,4707,6354,5714,35777,16228,15056,53002,51742,4176,64113,74589,98410,97573,105515,17875,21222,5798,7839,Upgrade
10,Total Current Assets,520634,526885,493316,890677,631103,629335,441867,516118,530075,521619,467934,499524,507041,1065752,1049588,1088098,1049754,575667,489214,442213,Upgrade
11,"Property, Plant & Equipment",46963,49380,49205,49338,50851,43894,44322,43680,45779,49181,49738,52694,55388,56598,60247,53708,58603,63835,68813,80153,Upgrade
12,Long-Term Investments,510629,510629,510629,510535,510535,510535,510535,510420,510420,510649,510649,509773,509773,134773,134773,134777,134777,134777,134777,134274,Upgrade
13,Other Intangible Assets,3398,3401,3404,3406,3409,3412,3415,3418,3421,3424,3427,3429,3432,3435,3438,3441,3616,3616,3616,3616,Upgrade
14,Other Long-Term Assets,100947,100904,100780,149881,150942,152321,152808,153496,155332,155135,156633,158243,159737,160916,161560,156780,158594,160405,162986,163181,Upgrade
15,Total Assets,1182571,1191199,1157334,1603837,1346840,1339496,1152947,1227132,1245026,1240008,1188381,1223663,1235371,1421474,1409606,1436803,1405343,938299,859405,823437,Upgrade
16,Accounts Payable,148253,159721,190579,156737,94266,335181,90315,87079,99091,106291,81607,55533,71318,72608,101491,73685,223546,86860,42740,53592,Upgrade
17,Accrued Expenses,29219,29458,31544,25659,29936,42550,40333,31840,34818,39307,31410,30645,24713,33291,43532,28351,37458,33223,36216,28471,Upgrade
18,Short-Term Debt,252877,245305,161704,339810,414112,197393,191609,219642,275485,193753,194819,264647,292797,206172,176389,235815,412898,106865,77433,60924,Upgrade
19,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,864.18,1235,1481,-,1481,1111,1481,1481,1481,1481,1481,1481,Upgrade
20,Current Portion of Leases,2802,2923,2906,2585,2585,2585,2576,2601,2626,2651,2668,2668,2427,1175,1927,-380.66,155.35,549.17,686.3,892.67,Upgrade
21,Current Income Taxes Payable,-,3031,3330,861.82,1065,2184,1785,-,-,1636,5322,4232,1842,7434,4106,3081,3037,11250,7015,841.34,Upgrade
