,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,240041,284602,328282,174855,488400,232031,275611,201709,213524,234826,222403,244527,247942,210849,240305,256619,706754,241768,206461,194290,Upgrade
1,Revenue Growth (YoY),-50.85%,22.66%,19.11%,-13.31%,128.73%,-1.19%,23.92%,-17.51%,-13.88%,11.37%,-7.45%,-4.71%,-64.92%,-12.79%,16.39%,32.08%,223.87%,4.35%,-16.24%,-15.61%,Upgrade
2,Cost of Revenue,208002,247666,281295,144691,432947,190846,238330,170327,190115,193575,175265,194014,213768,167792,189706,208765,635094,188963,156606,151784,Upgrade
3,Gross Profit,32039,36936,46988,30164,55453,41184,37281,31382,23409,41251,47139,50513,34174,43057,50599,47854,71660,52806,49855,42507,Upgrade
4,"Selling, General & Admin",24998,24749,27749,20948,33567,28137,24302,22333,29201,32302,20471,30761,24150,30792,33131,32732,39325,27319,25901,32745,Upgrade
5,Operating Expenses,24998,24749,27749,20948,33567,28137,24302,22333,29201,32302,20471,30761,24150,30792,33131,32732,39325,27319,25901,32745,Upgrade
6,Operating Income,7041,12186,19239,9216,21886,13047,12978,9049,-5792,8949,26668,19752,10025,12264,17468,15122,32335,25487,23954,9762,Upgrade
7,Interest Expense,-4235,-5766,-3674,-4044,-3636,-5150,-4228,-4459,-3688,-2810,-3178,-3753,-2616,-2650,-2847,-2810,-1801,-1418,-1192,-1077,Upgrade
8,Interest & Investment Income,2048,1498,1399,165.88,236.81,345.56,319.56,100.47,219.83,322.28,457.91,110.82,1255,4815,50.75,1174,2354,1418,1219,513.2,Upgrade
9,Currency Exchange Gain (Loss),-,-,-,-159.23,165.37,-,-,254.68,84.89,-,-,89.45,-825.41,-,4549,321.38,995.14,-,-116.69,443.8,Upgrade
10,Other Non Operating Income (Expenses),-2347,799.72,161027,-969.06,-1479,23.45,-976.23,576.26,922.66,-967.31,329.95,704.15,-1103,-556.11,-639.02,-591.94,4656,-694.31,-434.63,-435.3,Upgrade
