,Fiscal Quarter,Current,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,1113000,1138500,1065000,1095000,1095000,1005000,993000,1050000,1056000,1042500,960000,981000,1107000,1038000,967500,1005000,955500,885000,930000,871500,885000,Upgrade
1,Market Cap Growth,13.28%,13.28%,7.25%,4.29%,3.69%,-3.60%,3.44%,7.03%,-4.61%,0.43%,-0.78%,-2.39%,15.86%,17.29%,4.03%,15.32%,7.97%,-1.01%,1.31%,3.75%,5.36%,Upgrade
2,Enterprise Value,620525,632930,715657,721205,767133,658104,661858,714258,766320,707995,641650,585012,788333,761475,736753,774253,716441,624055,674073,592694,666055,Upgrade
3,Last Close Price,37100.00,37950.00,34300.68,35266.89,33528.38,30772.63,29287.35,30968.50,29542.39,29164.72,25807.63,26372.17,28648.99,26863.28,24188.25,25125.78,22955.11,21261.40,21475.16,20124.30,19584.54,Upgrade
4,PE Ratio,12.11,12.39,11.80,12.43,11.98,10.76,10.98,12.30,14.04,12.16,10.29,11.17,11.03,9.73,9.70,9.23,9.27,11.07,12.04,10.75,11.46,Upgrade
5,PS Ratio,5.01,5.13,4.89,5.11,5.18,4.73,4.75,5.02,4.95,4.49,4.16,4.37,4.34,3.90,3.64,3.78,4.29,4.75,5.08,4.32,4.47,Upgrade
6,PB Ratio,1.34,1.37,1.26,1.34,1.32,1.21,1.18,1.29,1.28,1.26,1.14,1.20,1.31,1.27,1.17,-,1.21,1.18,1.17,1.16,1.15,Upgrade
7,P/TBV Ratio,1.37,1.37,1.26,1.34,1.32,1.21,1.18,1.29,1.28,1.26,1.14,1.20,1.31,1.27,1.17,-,1.21,1.18,1.17,1.16,1.15,Upgrade
8,P/FCF Ratio,12.54,12.83,12.61,14.65,12.03,9.72,12.07,13.32,21.60,-,8.47,8.06,9.30,14.11,25.37,33.51,-,15.23,18.66,18.34,25.57,Upgrade
