,Fiscal Quarter,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,57184,56018,56276,52498,53205,52110,53593,53563,49968,52124,57573,72481,48467,45850,88106,83659,47832,46355,44658,47358,Upgrade
1,Revenue Growth (YoY),7.48%,7.50%,5.01%,-1.99%,6.48%,-0.03%,-6.91%,-26.10%,3.10%,13.68%,-34.65%,-13.36%,1.33%,-1.09%,97.29%,76.65%,6.96%,-28.71%,9.74%,-13.83%,Upgrade
2,Cost of Revenue,14710,16083,20748,12510,13187,12485,10738,12806,11994,11000,21805,11355,11279,11684,42685,9387,13100,16324,11909,11558,Upgrade
3,Gross Profit,42474,39935,35527,39988,40018,39626,42854,40757,37975,41124,35768,61127,37188,34166,45421,74272,34731,30031,32749,35800,Upgrade
4,"Selling, General & Admin",18935,16798,17788,17856,19072,19680,19289,17873,17656,20831,18165,19495,15449,18353,15823,20846,11501,13551,14011,15536,Upgrade
5,Operating Expenses,18935,16798,17788,17856,19072,19680,19289,17873,17656,20831,18165,19495,15449,18353,15823,20846,11501,13551,14011,15536,Upgrade
6,Operating Income,23539,23137,17739,22132,20946,19946,23565,22885,20319,20293,17604,41632,21738,15814,29598,53427,23230,16480,18739,20264,Upgrade
7,Interest Expense,-,-,-,-,-,-,-,-,-,-203.45,-193.02,-552.95,-358.13,-1008,-239,-19.06,-,-,-,-,Upgrade
8,Interest & Investment Income,-,10338,8172,13708,7298,12768,6552,11234,6028,10232,6677,5836,10908,-,4697,7090,8203,9616,6705,9783,Upgrade
9,Currency Exchange Gain (Loss),-,0.05,-,-,-,-54.74,-,-0.19,-54.95,242.23,-,0.36,-,-3.85,-,-0.9,0.9,7.17,-4.14,15.02,Upgrade
10,Other Non Operating Income (Expenses),8963,1385,-53.96,2810,1922,-3989,-44.58,6884,-17.64,4984,-193.02,1829,12.47,7699,-57.73,668.52,-3253,-144.03,980.88,8.41,Upgrade
11,EBT Excluding Unusual Items,32502,34860,25857,38650,30167,28670,30073,41003,26274,35548,23894,48744,32301,22501,33998,61165,28182,25959,26421,30071,Upgrade
12,Gain (Loss) on Sale of Investments,-,-2119,681.97,-1134,452.02,-5126,696.03,-1059,843.99,-6101,-5802,4698,3748,-599.62,38.38,-202.37,202.37,-1387,-,605.16,Upgrade
13,Gain (Loss) on Sale of Assets,-,-642.69,-,-9.81,9.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Other Unusual Items,-,2361,-,-,-,8173,-,-,-,-60.2,-,-109.79,-,603.93,-,-,-,1007,-,-,Upgrade
15,Pretax Income,32502,34460,26539,37506,30629,31717,30769,39943,27118,29387,18093,53332,36049,22505,34037,60963,28384,25579,26421,30676,Upgrade
16,Income Tax Expense,5313,6892,4360,7678,5053,6153,5328,8108,4519,6203,2813,11001,5876,4616,6243,12267,5215,5019,4339,5133,Upgrade
17,Net Income,27190,27568,22179,29828,25576,25565,25441,31835,22599,23184,15280,42331,30174,17889,27794,48696,23169,20560,22081,25543,Upgrade
18,Preferred Dividends & Other Adjustments,-,14891,-,-,-,15029,-,-,-,17692,-,-,-,17837,-,-,-,11387,-,-,Upgrade
19,Net Income to Common,27190,12677,22179,29828,25576,10536,25441,31835,22599,5493,15280,42331,30174,51.43,27794,48696,23169,9174,22081,25543,Upgrade
20,Net Income Growth,6.31%,7.84%,-12.82%,-6.30%,13.17%,10.27%,66.50%,-24.80%,-25.10%,29.60%,-45.02%,-13.07%,30.23%,-12.99%,25.87%,90.64%,13.46%,-23.39%,21.31%,16.94%,Upgrade
21,Shares Outstanding (Basic),34,34,34,34,34,17,34,34,35,34,35,34,34,35,34,34,34,35,35,34,Upgrade
22,Shares Outstanding (Diluted),34,34,34,34,34,17,34,34,35,34,35,34,34,35,34,34,34,35,35,34,Upgrade
23,Shares Change (YoY),-0.01%,105.92%,0.20%,0.03%,-0.23%,-51.53%,-0.64%,0.25%,0.40%,-0.34%,0.73%,0.07%,-0.11%,0.19%,-0.30%,-0.45%,-0.43%,0.36%,-0.30%,2.44%,Upgrade
24,EPS (Basic),790.00,368.34,643.00,867.33,743.00,630.38,739.00,926.00,655.00,159.28,441.00,1234.38,878.00,1.49,808.00,1421.00,673.46,265.63,640.00,742.00,Upgrade
25,EPS (Diluted),790.00,368.34,643.00,867.33,743.00,630.38,739.00,926.00,655.00,159.06,441.00,1234.38,878.00,1.49,808.00,1421.00,673.46,265.28,640.00,742.00,Upgrade
26,EPS Growth,6.33%,-41.57%,-12.99%,-6.34%,13.44%,296.30%,67.57%,-24.98%,-25.40%,10600.65%,-45.42%,-13.13%,30.37%,-99.44%,26.25%,91.51%,13.95%,-30.05%,21.67%,14.16%,Upgrade
27,Free Cash Flow,22839,37741,16561,11608,18557,28042,32798,24024,-2610,24646,2829,44343,41478,33125,47.25,-1093,6056,24978,6982,20111,Upgrade
28,Free Cash Flow Per Share,663.57,1096.58,480.11,337.54,539.11,1677.79,952.74,698.78,-75.65,714.73,81.63,1293.04,1206.93,957.36,1.37,-31.89,176.03,723.23,202.36,584.22,Upgrade
29,Dividend Per Share,-,2500.000,-,-,-,1250.000,-,1750.000,-,1250.000,-,1250.000,-,2500.000,-,1250.000,-,1250.000,1250.000,1250.000,Upgrade
